test_text,answer,test_verb,tip,meaning,grammar_tip
"Ich helfe null. (you, informal)","dir","helfen","Dativ of 'du'","I help you.","helfen takes Dativ: du -> dir."
"Wir danken null für die Hilfe. (you, formal)","Ihnen","danken","Dativ of 'Sie'","We thank you for the help.","danken takes Dativ: Sie -> Ihnen."
"Er antwortet null nicht. (me)","mir","antworten","Dativ of 'ich'","He does not answer me.","antworten takes Dativ: ich -> mir."
"Die Wohnung ist null dunkel. (too)","zu","zu","Adverb for excessive degree","The apartment is too dark.","'zu' = too (excessive/negative)."
"Das Wohnzimmer ist null schön. (very)","sehr","sehr","Adverb for high degree","The living room is very beautiful.","'sehr' = very (positive/neutral)."
"Der Balkon ist leider null klein. (too)","zu","zu","Adverb for excessive degree","The balcony is unfortunately too small.","'zu' expresses that it's a problem."
"Die Küche ist null modern. (very)","sehr","sehr","Adverb for high degree","The kitchen is very modern.","'sehr' intensifies the adjective."
"Das Bad ist mir null teuer. (too)","zu","zu","Adverb for excessive degree","The bathroom is too expensive for me.","Phrase: das ist mir zu teuer."
"Der Kuchen schmeckt null sehr gut. (him)","ihm","schmecken","Dativ of 'er'","He likes the cake very much. (tastes good to him)","schmecken takes Dativ: er -> ihm."
"Schmeckt null die Suppe? (you all)","euch","schmecken","Dativ of 'ihr'","Do you all like the soup?","schmecken takes Dativ: ihr -> euch."
"Wir null am Wochenende um. (umziehen)","ziehen","umziehen","Separable prefix goes to the end","We are moving on the weekend.","Separable verb: umziehen -> ziehen ... um."
"Wann null du ein? (einziehen)","ziehst","einziehen","2nd person singular of 'einziehen'","When are you moving in?","Separable verb: einziehen -> ziehst ... ein."
"Ich rufe wegen null Anzeige an. (the)","der","wegen","Dativ or Genitiv after wegen (commonly Dativ/Genitiv feminine)","I am calling because of the ad.","wegen + der Anzeige (die Anzeige)."
"Die Wohnung hat 80 null. (square meters)","Quadratmeter","Quadratmeter","Plural is the same as singular","The apartment has 80 square meters.","Measure units: 80 Quadratmeter (qm)."
"Die Wohnung liegt im null. (ground floor)","Erdgeschoss","Erdgeschoss","Noun with 'im'","The apartment is on the ground floor.","im Erdgeschoss (in dem Erdgeschoss)."
"Wir wohnen im ersten null. (floor)","Stock","Stock","Noun with 'im'","We live on the first floor.","im Stock (in dem Stock)."
"Das Haus ist am null. (edge of town)","Stadtrand","Stadtrand","Noun with 'am'","The house is on the outskirts.","am Stadtrand (an dem Stadtrand)."
"Die Wohnung ist im null. (center)","Zentrum","Zentrum","Noun with 'im'","The apartment is in the center.","im Zentrum (in dem Zentrum)."
"Die null sind 150 Euro. (utilities)","Nebenkosten","Nebenkosten","Always plural","The utilities are 150 euros.","Die Nebenkosten (plural)."
"Die null ist 600 Euro. (basic rent)","Kaltmiete","Kaltmiete","Feminine noun","The basic rent is 600 euros.","Die Kaltmiete."
"Was null die Miete? (costs)","kostet","kosten","3rd person singular of 'kosten'","What does the rent cost?","kosten: die Miete (sie) -> kostet."
"Das Zimmer null 300 Euro. (costs)","kostet","kosten","3rd person singular of 'kosten'","The room costs 300 euros.","kosten: das Zimmer (es) -> kostet."
"null Sie eine Wohnung? (search)","Suchen","suchen","Formal 'you' of 'suchen'","Are you looking for an apartment?","suchen: Sie -> Suchen."
"Ich null eine WG. (search)","suche","suchen","1st person singular of 'suchen'","I am looking for a flatshare.","suchen: ich -> suche."
"Wie null ist die Wohnung? (big)","groß","groß","Adjective for size","How big is the apartment?","Question phrase: Wie groß...?"
"Wie null ist die Miete? (high)","hoch","hoch","Adjective for amount/cost","How high is the rent?","Question phrase: Wie hoch...?"
"Der Garten gefällt null nicht. (us)","uns","gefallen","Dativ of 'wir'","We do not like the garden.","gefallen takes Dativ: wir -> uns."
"Das Fahrrad gehört null. (her)","ihr","gehören","Dativ of 'sie' (she)","The bicycle belongs to her.","gehören takes Dativ: sie (she) -> ihr."
