pos,word,article,gender,gender_tip,plural,meaning,ex1_de,ex1_en,ex2_de,ex2_en
verb,schwimmen,-,-,-,-,to swim,"Darf man hier schwimmen?","May one swim here?","Ich schwimme im Fluss.","I swim in the river."
verb,mitnehmen,-,-,-,-,to take along (separable),"Darf ich den Hund mitnehmen?","May I take the dog along?","Nimm deinen Müll mit!","Take your trash with you!"
verb,stehen,-,-,-,-,to stand,"Man darf hier nicht stehen.","You are not allowed to stand here.","Das Schild steht da.","The sign stands there."
verb,sitzen,-,-,-,-,to sit,"Wir sitzen auf der Wiese.","We sit on the lawn.","Bitte bleiben Sie sitzen.","Please remain seated."
verb,erlauben,-,-,-,-,to allow,"Der Chef erlaubt das nicht.","The boss does not allow that.","Ist das erlaubt?","Is that allowed?"
verb,verbieten,-,-,-,-,to forbid,"Das Gesetz verbietet das.","The law forbids that.","Rauchen ist hier verboten.","Smoking is forbidden here."
adjective,erlaubt,-,-,-,-,allowed / permitted,"Hier ist Parken erlaubt.","Parking is allowed here.","Ist das wirklich erlaubt?","Is that really allowed?"
adjective,verboten,-,-,-,-,forbidden / prohibited,"Hier ist das Rauchen verboten!","Smoking is forbidden here!","Schwimmen verboten.","Swimming forbidden."
adjective,gefährlich,-,-,-,-,dangerous,"Das ist sehr gefährlich!","That is very dangerous!","Ein gefährlicher Weg.","A dangerous path."
adjective,langsam,-,-,-,-,slow / slowly,"Fahren Sie bitte langsam.","Please drive slowly.","Das Auto ist zu langsam.","The car is too slow."
adjective,laut,-,-,-,-,loud,"Die Musik ist zu laut!","The music is too loud!","Motorroller sind laut.","Scooters are loud."
adjective,leise,-,-,-,-,quiet / quietly,"Bitte seien Sie leise!","Please be quiet!","Wir müssen leise sprechen.","We must speak quietly."
adjective,schlimm,-,-,-,-,bad / severe,"Das ist nicht so schlimm.","That is not so bad.","Ein schlimmer Unfall.","A severe accident."
adjective,richtig,-,-,-,-,right / correct,"Das finde ich richtig.","I think that's right (agree).","Das ist die richtige Straße.","That is the right street."
adjective,falsch,-,-,-,-,wrong / false,"Das finde ich falsch.","I think that's wrong.","Sie parken falsch.","You are parking wrong."
pronoun,man,-,-,-,-,one / you / people (impersonal),"Hier darf man nicht parken.","One may not park here.","Was muss man hier machen?","What does one have to do here?"
adverb,hier,-,-,-,-,here,"Man darf hier grillen.","One may grill here.","Hier ist die Polizei.","Here is the police."
adverb,dort,-,-,-,-,there,"Dort ist Parken erlaubt.","Parking is allowed there.","Gehen Sie dort entlang.","Go along there."
noun,Meinung,die,f,die Meinung.,Meinungen,opinion,"Meiner Meinung nach ist das falsch.","In my opinion that is wrong.","Was ist deine Meinung?","What is your opinion?"
phrase,Das finde ich in Ordnung.,-,-,-,-,I think that's okay.,"Das finde ich in Ordnung.","I think that's okay.","Grillen im Park? Das finde ich in Ordnung.","Grilling in the park? I think that's fine."
phrase,Das finde ich nicht gut.,-,-,-,-,I do not think that's good.,"Das finde ich nicht gut.","I do not think that's good.","Hunde ohne Leine? Das finde ich nicht gut.","Dogs without a leash? I don't think that's good."
noun,Ordnungsamt,das,n,das Ordnungsamt.,Ordnungsämter,public order office (code enforcement),"Das Ordnungsamt kontrolliert die Parks.","The public order office checks the parks.","Er arbeitet beim Ordnungsamt.","He works for the public order office."
noun,Sicherheit,die,f,die Sicherheit.,-,safety / security,"Sicherheit geht vor.","Safety comes first.","Für Ihre eigene Sicherheit.","For your own safety."
noun,Bürgersteig,der,m,der Bürgersteig.,Bürgersteige,sidewalk / pavement,"Fahrräder auf dem Bürgersteig sind verboten.","Bicycles on the sidewalk are forbidden.","Gehen Sie auf dem Bürgersteig.","Walk on the sidewalk."
noun,Fahrbahn,die,f,die Fahrbahn.,Fahrbahnen,roadway / lane,"Die Fahrbahn ist nass.","The roadway is wet.","Bleiben Sie auf der Fahrbahn.","Stay on the roadway."
noun,Radweg,der,m,der Radweg.,Radwege,bike path,"Das ist ein Radweg.","That is a bike path.","Autos auf dem Radweg sind verboten.","Cars on the bike path are forbidden."
noun,Zigarettenstummel,der,m,der Zigarettenstummel.,Zigarettenstummel,cigarette butt,"Werfen Sie den Zigarettenstummel in den Müll.","Throw the cigarette butt in the trash.","Überall liegen Zigarettenstummel.","Cigarette butts are lying everywhere."
verb,werfen,-,-,-,-,to throw,"Werfen Sie keinen Müll auf die Straße.","Do not throw trash on the street.","Er wirft den Ball.","He throws the ball."
