test_text,answer,test_verb,tip,meaning,grammar_tip
"Bist du im Sommer null? (reisen - Partizip II)","gereist","reisen","Partizip II with auxiliary 'sein'","Did you travel in the summer?","Perfekt with 'sein' for motion: gereist."
"Geld ist null nicht so wichtig. (to me)","mir","ich","Dative personal pronoun","Money is not that important to me.","Dativ: ich -> mir (Das ist mir wichtig)."
"Ist der Job null wichtig? (to you, informal)","dir","du","Dative personal pronoun","Is the job important to you?","Dativ: du -> dir (Das ist dir wichtig)."
"Es null sehr gut. (runs/goes)","läuft","laufen","3rd person singular of 'laufen' (a -> ä)","It is going very well.","laufen: es -> läuft."
"Ich null auf keinen Fall heiraten. (want)","will","wollen","1st person singular 'wollen'","I definitely do not want to get married.","wollen: ich -> will."
"Wir heiraten null Sommer. (in the)","im","in","Preposition for seasons","We are getting married in the summer.","Seasons: im (im Sommer)."
"Die Prüfung ist null September. (in)","im","in","Preposition for months","The exam is in September.","Months: im (im September)."
"Ich arbeite null Sekretärin. (as)","als","als","Preposition for roles/jobs","I work as a secretary.","Profession: arbeiten als + Nominativ."
"Was null du werden? (want)","willst","wollen","2nd person singular 'wollen'","What do you want to become?","wollen: du -> willst."
"Sie null bald ihr Studium ab. (abschließen)","schließt","abschließen","3rd person singular separable verb","She is completing her studies soon.","Separable verb: schließt ... ab."
"Ich will meine Ausbildung null. (abschließen)","abschließen","abschließen","Infinitive at the end","I want to complete my training.","Modal verb rule: Infinitive at the end."
"null du den Führerschein? (machen)","Machst","machen","2nd person singular 'machen'","Are you getting your driver's license?","Phrase: den Führerschein machen."
"Ich will null reich sein! (absolutely)","unbedingt","unbedingt","Adverb of strong desire","I absolutely want to be rich!","Adverb: unbedingt."
"Hast du einen Plan null die Zukunft? (for)","für","für","Preposition taking Akkusativ","Do you have a plan for the future?","für + Akkusativ (die Zukunft)."
"Wir null eine Familie gründen. (want)","wollen","wollen","1st person plural 'wollen'","We want to start a family.","wollen: wir -> wollen."
"Er will Gitarre null. (play)","spielen","spielen","Infinitive at the end","He wants to play guitar.","Modal verb rule: Infinitive at the end."
"Ich habe einen Wunsch null dich. (for)","an","an","Preposition (einen Wunsch an jemanden haben)","I have a wish for you / request of you.","Phrase: einen Wunsch an dich."
"Geld null mir nicht wichtig. (is)","ist","sein","3rd person singular 'sein'","Money is not important to me.","sein: Geld (es) -> ist."
"Das null ich toll! (find)","finde","finden","1st person singular 'finden'","I find that great!","Phrase: Das finde ich toll."
"Wir null ein Praktikum machen. (want)","wollen","wollen","1st person plural 'wollen'","We want to do an internship.","wollen: wir -> wollen."
"Ich gehe null Schule. (to the)","zur","zu","Preposition zu + der","I am going to school.","zu + der = zur (zur Schule)."
"Er geht null Ausland. (into the)","ins","in","Preposition in + das (motion)","He is going abroad.","in + das = ins (ins Ausland)."
"Ich wohne null Ausland. (in the)","im","in","Preposition in + dem (location)","I live abroad.","in + dem = im (im Ausland)."
