text,question,answer,distractor1,distractor2,distractor3,translation,tip
"Ich kaufe eine neue Sonnenbrille, denn meine alte ist kaputt gegangen.","Warum kauft die Person eine Sonnenbrille?","Die alte ist kaputt gegangen.","Die Sonne scheint so hell.","Sie fährt in den Urlaub.","Sie hat zu viel Geld.","I am buying new sunglasses because my old ones broke.","Listen to the reason with 'denn'."
"Hast du deine Handschuhe und Mütze? Es sind minus 10 Grad draußen!","Welche Temperatur hat es draußen?","Minus 10 Grad","Plus 10 Grad","Minus 20 Grad","0 Grad","Do you have your gloves and beanie? It is minus 10 degrees outside!","Listen to the exact temperature."
"Ich fahre lieber ans Meer als in die Berge. Ich liebe den Strand und das Wasser.","Wo macht die Person am liebsten Urlaub?","Am Meer (Strand)","In den Bergen","In der Wüste","In der Großstadt","I prefer traveling to the sea rather than the mountains. I love the beach and the water.","Listen to the preference 'lieber ans Meer'."
"Warum ziehst du eine kurze Hose an? - Ich ziehe sie an, denn heute sollen es 35 Grad werden!","Warum trägt er eine kurze Hose?","Es wird sehr heiß (35 Grad).","Es regnet.","Er geht joggen.","Er ist im Urlaub.","Why are you putting on shorts? - I am putting them on because today it's supposed to be 35 degrees!","Listen to the reason '35 Grad'."
"Der Regen ist schrecklich, oder? - Ja, aber für die Pflanzen im Garten ist er wichtig.","Wie findet die zweite Person den Regen?","Wichtig für die Pflanzen","Auch schrecklich","Sie mag ihn nicht.","Sie hat keinen Garten.","The rain is terrible, isn't it? - Yes, but it is important for the plants in the garden.","Listen to the second speaker's perspective."
"Wir machen eine Radtour, denn die Sonne scheint und es ist nicht zu heiß.","Warum machen sie eine Radtour?","Die Sonne scheint und es ist nicht zu heiß.","Sie haben neue Fahrräder.","Das Auto ist kaputt.","Sie müssen Sport machen.","We are doing a bike tour because the sun is shining and it is not too hot.","Listen to the reasons connected with 'denn'."
"Wie ist das Klima in deinem Land? - Es ist sehr warm. Schnee haben wir dort nie.","Gibt es in dem Land der Person Schnee?","Nein, nie.","Ja, im Winter oft.","Ja, in den Bergen.","Manchmal.","How is the climate in your country? - It is very warm. We never have snow there.","Listen to the statement 'Schnee haben wir dort nie'."
"Gestern war es hier noch sonnig, aber heute ist der Himmel grau und bewölkt.","Wie ist der Himmel heute?","Grau und bewölkt","Sonnig und blau","Schwarz und stürmisch","Es gibt Nebel.","Yesterday it was still sunny here, but today the sky is gray and cloudy.","Listen to the description of 'heute'."
"Kommst du mit zum See? Das Wasser ist angenehm kühl. - Super Idee bei der Hitze!","Warum wollen sie zum See gehen?","Wegen der Hitze (das Wasser ist kühl).","Sie wollen angeln.","Sie haben ein Boot.","Es regnet.","Are you coming to the lake? The water is pleasantly cool. - Super idea in this heat!","Listen to the motivation 'bei der Hitze'."
"Ich fahre nach Norddeutschland. - Oh, dann brauchst du bestimmt eine Regenjacke! Das Wetter dort ist oft nass.","Was soll die Person nach Norddeutschland mitnehmen?","Eine Regenjacke","Einen dicken Pullover","Eine Sonnenbrille","Einen Schneeanzug","I am traveling to Northern Germany. - Oh, then you surely need a rain jacket! The weather there is often wet.","Listen to the advice."
"Warum gehst du nicht ins Schwimmbad? - Ich gehe nicht, denn ich habe eine starke Erkältung.","Warum verzichtet die Person auf das Schwimmbad?","Sie hat eine starke Erkältung.","Das Schwimmbad ist geschlossen.","Das Wasser ist zu kalt.","Sie kann nicht schwimmen.","Why are you not going to the swimming pool? - I am not going because I have a bad cold.","Listen to the reason with 'denn'."
"Die Kinder freuen sich. Warum? - Sie freuen sich, denn es hat in der Nacht geschneit.","Warum freuen sich die Kinder?","Es hat geschneit (Schnee!).","Sie haben schulfrei.","Die Sonne scheint.","Es gibt Geschenke.","The children are happy. Why? - They are happy because it snowed in the night.","Listen to the reason with 'denn' (geschneit)."
"Wollen wir heute grillen? - Nein, das geht nicht. Der Wetterbericht meldet Gewitter für heute Abend.","Warum grillen sie heute nicht?","Der Wetterbericht meldet Gewitter.","Sie haben kein Fleisch.","Der Grill ist kaputt.","Es ist zu kalt.","Do we want to grill today? - No, that won't work. The weather forecast predicts thunderstorms for tonight.","Listen to the forecast 'Gewitter'."
"Es ist so neblig! Ich kann die Straße kaum sehen. - Fahr bitte ganz langsam und vorsichtig.","Warum soll die Person langsam fahren?","Es ist sehr neblig (schlechte Sicht).","Es regnet in Strömen.","Die Straße ist vereist.","Die Ampel ist kaputt.","It is so foggy! I can barely see the street. - Please drive very slowly and carefully.","Listen to the condition 'neblig'."
"Ich packe meinen Koffer für den Skiurlaub im Süden von Deutschland.","Wo macht die Person Skiurlaub?","Im Süden von Deutschland","In Österreich","In der Schweiz","Im Norden von Deutschland","I am packing my suitcase for the ski vacation in the south of Germany.","Listen to the region specified."
"Ich nehme eine Jacke mit, denn am Abend wird es oft kühl hier.","Warum nimmt die Person eine Jacke mit?","Am Abend wird es oft kühl.","Sie findet die Jacke schick.","Es regnet gleich.","Es gibt ein Gewitter.","I am taking a jacket with me, because it often gets chilly here in the evening.","Listen to the reason with 'denn'."
"Ist es in Spanien im Sommer auch so regnerisch? - Nein, dort ist es im Sommer immer extrem heiß und trocken!","Wie ist das Wetter in Spanien im Sommer?","Extrem heiß und trocken","Regnerisch und kühl","Bewölkt und windig","Es gibt oft Gewitter.","Is it also so rainy in Spain in the summer? - No, there it is always extremely hot and dry in the summer!","Listen to the two adjectives 'heiß und trocken'."
"Wir bleiben lieber im Hotel, denn draußen tobt ein Sturm. Der Wind ist lebensgefährlich.","Warum bleiben sie im Hotel?","Draußen tobt ein Sturm (gefährlicher Wind).","Sie sind müde.","Das Hotel hat einen Pool.","Es regnet leicht.","We prefer to stay in the hotel, because a storm is raging outside. The wind is life-threatening.","Listen to the extreme weather 'Sturm'."
"Wie kalt ist es draußen? - Minus 8 Grad! Das Wasser auf dem See ist schon gefroren!","Was ist mit dem Wasser auf dem See passiert?","Es ist gefroren (Eis).","Es ist sehr warm.","Es ist weg.","Es regnet rein.","How cold is it outside? - Minus 8 degrees! The water on the lake is already frozen!","'gefroren' means frozen."
"Ich rufe dich an, denn ich habe eine Frage zum Putzplan. - Ja, was gibt es?","Warum ruft die Person an?","Sie hat eine Frage zum Putzplan.","Sie will sich verabreden.","Sie ist krank.","Sie will sich beschweren.","I am calling you because I have a question about the cleaning schedule. - Yes, what's up?","Listen to the reason with 'denn'."
"Ich liebe den Frühling. Alles wird grün und die Blumen fangen an zu blühen.","Warum liebt die Person den Frühling?","Alles wird grün und Blumen blühen.","Es ist endlich heiß.","Man kann Ski fahren.","Es gibt oft Gewitter.","I love spring. Everything turns green and the flowers start to bloom.","Listen to the description of spring."
"Fahrt ihr wieder in den Osten von Deutschland für den Urlaub? - Ja, auf die Insel Rügen.","In welche Himmelsrichtung fahren sie?","In den Osten","In den Westen","In den Norden","In den Süden","Are you traveling to the east of Germany again for vacation? - Yes, to the island of Rügen.","Listen to the compass direction 'Osten'."
"Zieh dir den Schneeanzug an, denn wir gehen jetzt raus einen Schneemann bauen!","Was wollen sie draußen machen?","Einen Schneemann bauen","Fußball spielen","Spazieren gehen","Einkaufen gehen","Put on your snowsuit, because we are going outside to build a snowman now!","Listen to the planned activity."
"Möchtest du einen Tee? - Ja, mir ist so kalt, denn ich stand lange draußen im Regen.","Warum ist der Person so kalt?","Sie stand lange im Regen.","Die Heizung ist kaputt.","Es hat geschneit.","Sie hat keine Jacke.","Would you like a tea? - Yes, I am so cold because I stood outside in the rain for a long time.","Listen to the reason with 'denn' (stand im Regen)."
"Das Wetter an der Ostsee ist oft wechselhaft. Mal scheint die Sonne, mal regnet es.","Wie ist das Wetter an der Ostsee oft?","Wechselhaft (Sonne und Regen)","Immer nur sonnig","Immer nur regnerisch","Es schneit viel.","The weather at the Baltic Sea is often changeable. Sometimes the sun shines, sometimes it rains.","'wechselhaft' means changeable."
"Der Wetterbericht für morgen ist leider nicht so gut. Nur 12 Grad und dicke Wolken.","Was meldet der Wetterbericht für morgen?","12 Grad und dicke Wolken","Sonne und 25 Grad","Schnee und Eis","Ein schweres Gewitter","The weather forecast for tomorrow is unfortunately not so good. Only 12 degrees and thick clouds.","Listen to the specific forecast details."
"Wir haben unseren Urlaub abgesagt, denn mein Mann ist krank geworden. - Oh, wie schade!","Warum wurde der Urlaub abgesagt?","Der Mann ist krank geworden.","Das Wetter war zu schlecht.","Sie hatten kein Geld mehr.","Der Flug fiel aus.","We canceled our vacation because my husband got sick. - Oh, what a pity!","Listen to the reason with 'denn' (Mann krank)."
"Im Westen scheint heute die Sonne, aber im Osten regnet es den ganzen Tag.","Wo regnet es heute?","Im Osten","Im Westen","Im Süden","Im Norden","In the west the sun is shining today, but in the east it is raining all day.","Pay attention to which weather condition applies to which direction (Osten = Regen)."
