test_text,answer,test_verb,tip,meaning,grammar_tip
"Kaufst du null Wasser? (a)","ein","ein","Akkusativ neuter indefinite article","Are you buying a water?","Akkusativ: das Wasser -> ein Wasser."
"Trinkst du Kaffee? - Nein, ich trinke null Tee. (rather/prefer)","lieber","lieber","Adverb for preference","Do you drink coffee? - No, I prefer drinking tea.","Adverb: lieber (rather/prefer)."
"Das Essen null sehr gut! (tastes)","schmeckt","schmecken","3rd person singular of 'schmecken'","The food tastes very good!","schmecken: das Essen (es) -> schmeckt."
"null dir der Wein? (tastes)","Schmeckt","schmecken","3rd person singular of 'schmecken'","Do you like the wine? (Does the wine taste good to you?)","schmecken takes dative: Schmeckt (es) dir?"
"Ja, er schmeckt null sehr gut. (me)","mir","ich","Dative pronoun for 'schmecken'","Yes, I like it very much. (It tastes very good to me.)","Dative pronoun: ich -> mir."
"null Sie noch ein Stück Kuchen? (would like)","Möchten","möchten","Formal 'you' of 'möchten'","Would you like another piece of cake?","möchten: Sie -> möchten."
"Wir null heute Abend Pizza. (make)","machen","machen","1st person plural","We are making pizza tonight.","machen: wir -> machen."
"Ich nehme null Fisch. (the)","den","der","Akkusativ masculine definite article","I will take the fish.","Akkusativ: der Fisch -> den Fisch."
"Guten Appetit! - Danke, null! (likewise/you too)","gleichfalls","gleichfalls","Common response to Guten Appetit","Enjoy your meal! - Thanks, you too!","Phrase: gleichfalls."
"null Wohl! (Cheers)","Zum","zum","Part of the toast 'Zum Wohl'","Cheers!","Phrase: Zum Wohl!"
"Was gibt es null Mittagessen? (for)","zum","zum","Preposition combination (zu + dem)","What is there for lunch?","Phrase: zum Frühstück, zum Mittagessen, zum Abendessen."
"null Frühstück esse ich ein Brötchen. (For)","Zum","zum","Preposition combination (zu + dem)","For breakfast I eat a bread roll.","Phrase: zum Frühstück."
"Wir essen null Nachmittag Kuchen. (in the)","am","an","Preposition for times of day","We eat cake in the afternoon.","Time of day: am Nachmittag."
"Ich null 2 Brötchen. (take)","nehme","nehmen","1st person singular of 'nehmen'","I'll take 2 rolls.","nehmen: ich -> nehme."
"Was null du? (take)","nimmst","nehmen","2nd person singular of 'nehmen' (e -> i)","What are you taking?","nehmen: du -> nimmst (irregular!)."
"Er null einen Kaffee. (takes)","nimmt","nehmen","3rd person singular of 'nehmen' (e -> i)","He takes a coffee.","nehmen: er -> nimmt (irregular!)."
"Ich brauche null Löffel. (a)","einen","ein","Akkusativ masculine indefinite article","I need a spoon.","Akkusativ: der Löffel -> einen Löffel."
"Ich brauche null Gabel. (a)","eine","ein","Akkusativ feminine indefinite article","I need a fork.","Akkusativ: die Gabel -> eine Gabel."
"Ich brauche null Messer. (a)","ein","ein","Akkusativ neuter indefinite article","I need a knife.","Akkusativ: das Messer -> ein Messer."
"Magst du Fleisch? - Nein, ich mag null Fleisch.","kein","kein","Akkusativ neuter negative article","Do you like meat? - No, I don't like meat.","Akkusativ: das Fleisch -> kein Fleisch."
"Ich null Durst. (have)","habe","haben","1st person singular of 'haben'","I am thirsty (have thirst).","haben: ich -> habe."
"Er null großen Hunger. (has)","hat","haben","3rd person singular of 'haben'","He is very hungry.","haben: er -> hat."
"Was null das Essen? (costs)","kostet","kosten","3rd person singular of 'kosten'","What does the food cost?","kosten: das Essen (es) -> kostet."
"Der Kühlschrank null leer. (is)","ist","sein","3rd person singular of 'sein'","The fridge is empty.","sein: der Kühlschrank (er) -> ist."
