sentence,words,tip,translation_en
"Ich finde das falsch.","Ich|finde|das|falsch|.","Expressing disagreement with a rule.","I think that is wrong."
"Das finde ich in Ordnung.","Das|finde|ich|in|Ordnung|.","Expressing acceptance.","I think that's okay/fine."
"Das finde ich überhaupt nicht gut.","Das|finde|ich|überhaupt|nicht|gut|.","Expressing strong disapproval.","I don't think that is good at all."
"Warum ist das verboten?","Warum|ist|das|verboten|?","Questioning a rule.","Why is that forbidden?"
"Das Gesetz verbietet es.","Das|Gesetz|verbietet|es|.","Giving a legal reason.","The law forbids it."
"Für Ihre eigene Sicherheit.","Für|Ihre|eigene|Sicherheit|.","Giving a safety reason.","For your own safety."
"Dürfen wir hier ein Picknick machen?","Dürfen|wir|hier|ein|Picknick|machen|?","Asking permission for a group.","Are we allowed to have a picnic here?"
"Ja, das ist erlaubt.","Ja|,|das|ist|erlaubt|.","Confirming permission.","Yes, that is allowed."
"Meiner Meinung nach ist das zu streng.","Meiner|Meinung|nach|ist|das|zu|streng|.","Expressing a personal opinion on a rule.","In my opinion that is too strict."
"Die Polizistin gibt ihm ein Ticket.","Die|Polizistin|gibt|ihm|ein|Ticket|.","Describing law enforcement action.","The police officer gives him a ticket."
"Man kann hier nicht schwimmen, das Wasser ist zu kalt.","Man|kann|hier|nicht|schwimmen|,|das|Wasser|ist|zu|kalt|.","Using 'können' with 'man' for physical impossibility.","One cannot swim here, the water is too cold."
"Hier darf man sein Auto waschen.","Hier|darf|man|sein|Auto|waschen|.","Stating permission.","One may wash one's car here."
"Das ist eine Gefahr für Kinder.","Das|ist|eine|Gefahr|für|Kinder|.","Stating a risk.","That is a danger for children."
"Bitte nehmen Sie Platz.","Bitte|nehmen|Sie|Platz|.","Polite instruction to sit.","Please take a seat."
"Stehenbleiben! Die Polizei!","Stehenbleiben|!|Die|Polizei|!","Police command.","Stop! Police!"
"Der Verkehr in der Stadt ist furchtbar.","Der|Verkehr|in|der|Stadt|ist|furchtbar|.","Complaining about traffic.","The traffic in the city is terrible."
"Fahrräder gehören auf den Radweg.","Fahrräder|gehören|auf|den|Radweg|.","Stating proper placement.","Bicycles belong on the bike path."
"Motorroller sind oft zu laut.","Motorroller|sind|oft|zu|laut|.","Giving an opinion on a vehicle.","Scooters are often too loud."
"Hast du das Schild nicht gesehen?","Hast|du|das|Schild|nicht|gesehen|?","Asking if a warning was missed.","Did you not see the sign?"
"Hier ist das Betreten der Wiese verboten.","Hier|ist|das|Betreten|der|Wiese|verboten|.","Stating a common park rule.","Keep off the grass here. (Entering the meadow is forbidden.)"
"Wirf den Zigarettenstummel in den Müll!","Wirf|den|Zigarettenstummel|in|den|Müll|!","Informal imperative regarding litter.","Throw the cigarette butt in the trash!"
"Das stört die anderen Leute.","Das|stört|die|anderen|Leute|.","Giving a social reason for a rule.","That bothers the other people."
"Bitte nehmen Sie Rücksicht.","Bitte|nehmen|Sie|Rücksicht|.","Asking for consideration.","Please be considerate."
"Das finde ich eine gute Regel.","Das|finde|ich|eine|gute|Regel|.","Approving of a rule.","I think that is a good rule."
"Man muss im Verkehr aufpassen.","Man|muss|im|Verkehr|aufpassen|.","Stating a general necessity.","One must pay attention in traffic."
"Er hat an der roten Ampel nicht gebremst.","Er|hat|an|der|roten|Ampel|nicht|gebremst|.","Describing a traffic violation in Perfekt.","He didn't brake at the red traffic light."
"Das ist nicht in Ordnung!","Das|ist|nicht|in|Ordnung|!","Expressing strong disapproval.","That is not okay!"
"Ich finde, man darf das nicht.","Ich|finde|,|man|darf|das|nicht|.","Expressing an opinion on a prohibition.","I think one is not allowed to do that."
"Sicherheit ist sehr wichtig.","Sicherheit|ist|sehr|wichtig|.","Stating a core value.","Safety is very important."
"Hier kann man schön entspannen.","Hier|kann|man|schön|entspannen|.","Using 'können' with 'man' for possibility.","One can relax nicely here."
"Kinder unter 12 Jahren müssen einen Helm tragen.","Kinder|unter|12|Jahren|müssen|einen|Helm|tragen|.","Stating a specific safety rule.","Children under 12 years must wear a helmet."
"Der Radweg ist nur für Fahrräder.","Der|Radweg|ist|nur|für|Fahrräder|.","Clarifying road use.","The bike path is only for bicycles."
"Darf ich hier mein Motorrad parken?","Darf|ich|hier|mein|Motorrad|parken|?","Asking about parking rules.","May I park my motorcycle here?"
"Nein, parken ist hier für alle Fahrzeuge verboten.","Nein|,|parken|ist|hier|für|alle|Fahrzeuge|verboten|.","Clarifying a strict parking rule.","No, parking is forbidden here for all vehicles."
