pos,word,article,gender,gender_tip,plural,meaning,ex1_de,ex1_en,ex2_de,ex2_en
adjective,weiß,-,-,-,-,white,"Die Lampe ist weiß.","The lamp is white.","Der Tisch ist weiß.","The table is white."
adjective,braun,-,-,-,-,brown,"Der Teppich ist braun.","The carpet is brown.","Dunkelbraun.","Dark brown."
adjective,grau,-,-,-,-,gray / grey,"Das Sofa ist grau.","The sofa is gray.","Grau ist auch schön.","Gray is also nice."
noun,Farbe,die,f,die Farbe — ends in -e.,Farben,color,"Welche Farbe hat der Tisch?","What color is the table?","Rot ist meine Lieblingsfarbe.","Red is my favorite color."
verb,kosten,-,-,-,-,to cost,"Was kostet das Bett?","What does the bed cost?","Es kostet 99 Euro.","It costs 99 euros."
verb,brauchen,-,-,-,-,to need,"Wir brauchen ein Sofa.","We need a sofa.","Brauchst du eine Lampe?","Do you need a lamp?"
verb,finden,-,-,-,-,to find / to think of,"Wie findest du den Tisch?","How do you like the table?","Ich finde ihn schön.","I find it beautiful."
verb,sagen,-,-,-,-,to say,"Was sagen Sie?","What do you say?","Er sagt, das ist teuer.","He says that is expensive."
verb,glauben,-,-,-,-,to believe / to think,"Ich glaube, das kostet 100 Euro.","I think that costs 100 euros.","Glaubst du?","Do you think so?"
adverb,sehr,-,-,-,-,very,"Das ist sehr schön.","That is very beautiful.","Der Schrank ist sehr groß.","The closet is very big."
adverb,wirklich,-,-,-,-,really,"Das ist wirklich teuer.","That is really expensive.","Bist du wirklich 30?","Are you really 30?"
adverb,zu,-,-,-,-,too (excessive),"Das Bett ist zu teuer.","The bed is too expensive.","Der Tisch ist zu klein.","The table is too small."
adverb,auch,-,-,-,-,also / too,"Die Lampe ist auch rot.","The lamp is also red.","Das Sofa ist auch schön.","The sofa is also beautiful."
adverb,nur,-,-,-,-,only,"Das kostet nur 10 Euro.","That costs only 10 euros.","Wir haben nur einen Stuhl.","We only have one chair."
article,ein,-,-,-,-,a / an (masculine/neuter nominative),"Das ist ein Tisch.","That is a table.","Das ist ein Bett.","That is a bed."
article,eine,-,-,-,-,a / an (feminine nominative),"Das ist eine Lampe.","That is a lamp.","Sie ist eine Frau.","She is a woman."
article,kein,-,-,-,-,no / not a (masculine/neuter nominative),"Das ist kein Tisch.","That is not a table.","Das ist kein Bett.","That is not a bed."
article,keine,-,-,-,-,no / not a (feminine/plural nominative),"Das ist keine Lampe.","That is not a lamp.","Das sind keine Möbel.","Those are not furniture."
pronoun,er,-,-,-,-,he / it (for masculine nouns),"Der Tisch ist groß. Er ist neu.","The table is big. It is new.","Er ist rot.","It (masc. noun) is red."
pronoun,es,-,-,-,-,it (for neuter nouns),"Das Bett ist schön. Es ist billig.","The bed is beautiful. It is cheap.","Es ist grün.","It (neut. noun) is green."
pronoun,sie,-,-,-,-,she / it (for feminine nouns) / they,"Die Lampe ist weiß. Sie ist modern.","The lamp is white. It is modern.","Wo ist sie?","Where is it (fem. noun)?"
noun,hundert,-,-,-,-,one hundred,"Hundert Euro.","One hundred euros.","Das macht hundert.","That makes one hundred."
noun,tausend,-,-,-,-,one thousand,"Tausend Euro.","One thousand euros.","Zweitausend.","Two thousand."
noun,Million,die,f,die Million.,Millionen,million,"Eine Million Euro.","One million euros.","Zwei Millionen.","Two millions."
noun,Geld,das,n,das Geld.,Gelder,money,"Das ist viel Geld.","That is a lot of money.","Ich brauche Geld.","I need money."
noun,Katalog,der,m,der Katalog.,Kataloge,catalog,"Im Katalog ist ein Bett.","There is a bed in the catalog.","Der Katalog ist neu.","The catalog is new."
noun,Designer,der,m,der Designer.,Designer,designer,"Der Designer ist aus Italien.","The designer is from Italy.","Das ist ein Designer-Bett.","That is a designer bed."
noun,Wort,das,n,das Wort.,Wörter,word,"Das Wort ist schwer.","The word is hard.","Wie heißt das Wort?","What is the word called?"
adjective,neu,-,-,-,-,new,"Das Sofa ist neu.","The sofa is new.","Wir brauchen neue Möbel.","We need new furniture."
adjective,alt,-,-,-,-,old,"Der Schrank ist alt.","The closet is old.","Wie alt ist das Bett?","How old is the bed?"
noun,Beispiel,das,n,das Beispiel.,Beispiele,example,"Zum Beispiel.","For example.","Das ist ein gutes Beispiel.","That is a good example."
adverb,jetzt,-,-,-,-,now,"Jetzt brauche ich ein Bett.","Now I need a bed.","Was kostet das jetzt?","What does that cost now?"
noun,Gewicht,das,n,das Gewicht.,Gewichte,weight,"Was ist das Gewicht?","What is the weight?","Das Gewicht ist 50 Kilo.","The weight is 50 kilos."
noun,Kilo,das,n,das Kilo (Kilogramm).,Kilos,kilo / kilogram,"Es wiegt 20 Kilo.","It weighs 20 kilos.","Ein Kilo, bitte.","One kilo, please."
noun,Maße,die,pl,die Maße (often plural).,-,dimensions / measurements,"Was sind die Maße?","What are the dimensions?","Die Maße sind 100 mal 50.","The dimensions are 100 by 50."
noun,Zentimeter,der,m,der Zentimeter.,Zentimeter,centimeter,"100 Zentimeter.","100 centimeters.","Das ist ein Zentimeter lang.","That is one centimeter long."
noun,Kunststoff,der,m,der Kunststoff.,Kunststoffe,plastic,"Der Stuhl ist aus Kunststoff.","The chair is made of plastic.","Ist das Kunststoff?","Is that plastic?"
noun,Holz,das,n,das Holz.,Hölzer,wood,"Der Tisch ist aus Holz.","The table is made of wood.","Das Holz ist dunkel.","The wood is dark."
noun,Metall,das,n,das Metall.,Metalle,metal,"Das Bett ist aus Metall.","The bed is made of metal.","Metall ist schwer.","Metal is heavy."
noun,Glas,das,n,das Glas.,Gläser,glass,"Der Tisch ist aus Glas.","The table is made of glass.","Ein Glas Wasser.","A glass of water."
noun,Papier,das,n,das Papier.,Papiere,paper,"Das ist aus Papier.","That is made of paper.","Ich brauche Papier.","I need paper."
preposition,aus,-,-,-,-,made of / from (material),"Der Tisch ist aus Holz.","The table is made of wood.","Aus Glas.","Made of glass."
noun,Form,die,f,die Form.,Formen,shape / form,"Die Form ist rund.","The shape is round.","Eine schöne Form.","A beautiful shape."
adjective,rund,-,-,-,-,round,"Der Tisch ist rund.","The table is round.","Rund und klein.","Round and small."
adjective,eckig,-,-,-,-,angular / square,"Der Schrank ist eckig.","The closet is angular.","Nicht rund, sondern eckig.","Not round, but angular."
conjunction,sondern,-,-,-,-,but (rather) - used after negative,"Nicht rot, sondern blau.","Not red, but blue.","Kein Tisch, sondern ein Stuhl.","Not a table, but a chair."
verb,wiegen,-,-,-,-,to weigh,"Wie viel wiegt das Sofa?","How much does the sofa weigh?","Es wiegt 60 Kilo.","It weighs 60 kilos."
