pos,word,article,gender,gender_tip,plural,meaning,ex1_de,ex1_en,ex2_de,ex2_en
noun,Tourist,der,m,der Tourist.,Touristen,tourist (male),"Der Tourist sucht den Bahnhof.","The tourist is looking for the train station.","Viele Touristen sind hier.","Many tourists are here."
noun,Fremde,der/die,m/f,der/die Fremde (adjectival noun).,Fremden,stranger,"Tut mir leid, ich bin auch fremd hier.","I'm sorry, I am also a stranger here.","Fragen Sie einen Fremden.","Ask a stranger."
noun,Plan,der,m,der Plan / Stadtplan.,Pläne,map / plan,"Haben Sie einen Stadtplan?","Do you have a city map?","Auf dem Plan ist der Bahnhof hier.","On the map, the station is here."
verb,suchen,-,-,-,-,to look for / to search,"Ich suche den Bahnhof.","I am looking for the train station.","Was suchen Sie?","What are you looking for?"
verb,finden,-,-,-,-,to find,"Sie finden die Post auf der linken Seite.","You will find the post office on the left side.","Ich finde den Weg nicht.","I cannot find the way."
verb,beschreiben,-,-,-,-,to describe,"Können Sie den Weg beschreiben?","Can you describe the way?","Er beschreibt das Hotel.","He describes the hotel."
verb,fragen,-,-,-,-,to ask,"Fragen Sie den Polizisten.","Ask the police officer.","Ich möchte Sie etwas fragen.","I would like to ask you something."
verb,helfen,-,-,-,-,to help (takes Dativ),"Können Sie mir bitte helfen?","Can you please help me?","Ich helfe dir gern.","I gladly help you."
verb,abbiegen,-,-,-,-,to turn (separable),"Biegen Sie rechts ab.","Turn right.","Hier müssen wir abbiegen.","We must turn here."
verb,wenden,-,-,-,-,to turn around / to make a U-turn,"Sie müssen wenden.","You must turn around.","Wenden Sie hier.","Make a U-turn here."
verb,überqueren,-,-,-,-,to cross (inseparable),"Überqueren Sie die Straße.","Cross the street.","Wir überqueren den Platz.","We cross the square."
verb,vorbeigehen,-,-,-,-,to go past / to walk past (separable),"Gehen Sie an der Kirche vorbei.","Walk past the church.","Wir gehen am Park vorbei.","We walk past the park."
verb,wissen,-,-,-,-,to know (a fact),"Wissen Sie, wo die Bank ist?","Do you know where the bank is?","Ich weiß es leider nicht.","I unfortunately don't know."
adverb,rechts,-,-,-,-,right (direction),"Gehen Sie nach rechts.","Go to the right.","Die Bank ist rechts.","The bank is on the right."
adverb,links,-,-,-,-,left (direction),"Biegen Sie links ab.","Turn left.","Das Hotel ist links.","The hotel is on the left."
adverb,geradeaus,-,-,-,-,straight ahead,"Gehen Sie immer geradeaus.","Go always straight ahead.","Fahren Sie hier geradeaus.","Drive straight ahead here."
adverb,zurück,-,-,-,-,back,"Gehen Sie ein Stück zurück.","Go back a little bit.","Sie müssen zurück fahren.","You must drive back."
adverb,weiter,-,-,-,-,further / further on,"Gehen Sie weiter geradeaus.","Keep going straight ahead.","Wir fahren weiter.","We drive further."
adverb,vorbei,-,-,-,-,past / by,"Gehen Sie an der Post vorbei.","Go past the post office.","Der Bus fährt vorbei.","The bus drives past."
adverb,drüben,-,-,-,-,over there,"Die Apotheke ist da drüben.","The pharmacy is over there.","Sehen Sie das Haus da drüben?","Do you see the house over there?"
adverb,vorn,-,-,-,-,in front / at the front,"Der Eingang ist vorn.","The entrance is at the front.","Bitte vorn einsteigen.","Please board at the front."
adverb,hinten,-,-,-,-,behind / at the back,"Der Parkplatz ist hinten.","The parking lot is at the back.","Bitte nach hinten durchgehen.","Please move to the back."
adverb,oben,-,-,-,-,up / upstairs,"Das Café ist oben im ersten Stock.","The cafe is upstairs on the first floor.","Gehen Sie nach oben.","Go upstairs."
adverb,unten,-,-,-,-,down / downstairs,"Die Toiletten sind unten.","The toilets are downstairs.","Wir warten unten.","We are waiting downstairs."
preposition,in,-,-,-,-,in / into,"Die Bank ist in der Goethestraße.","The bank is in Goethe Street.","Gehen Sie in das Museum.","Go into the museum."
preposition,an,-,-,-,-,at / on (vertical boundary),"Das Hotel ist am (an dem) Platz.","The hotel is at the square.","Das Bild hängt an der Wand.","The picture hangs on the wall."
preposition,auf,-,-,-,-,on (horizontal surface),"Der Markt ist auf dem Platz.","The market is on the square.","Das Buch liegt auf dem Tisch.","The book lies on the table."
preposition,neben,-,-,-,-,next to,"Die Post ist neben der Bank.","The post office is next to the bank.","Er steht neben mir.","He is standing next to me."
preposition,vor,-,-,-,-,in front of,"Wir treffen uns vor dem Kino.","We are meeting in front of the cinema.","Das Auto steht vor dem Haus.","The car is parked in front of the house."
preposition,hinter,-,-,-,-,behind,"Der Park ist hinter der Kirche.","The park is behind the church.","Gehen Sie hinter das Haus.","Go behind the house."
preposition,über,-,-,-,-,over / across / above,"Gehen Sie über die Brücke.","Go over the bridge.","Die Lampe hängt über dem Tisch.","The lamp hangs above the table."
preposition,unter,-,-,-,-,under / below,"Die U-Bahn fährt unter der Stadt.","The subway runs under the city.","Der Hund ist unter dem Tisch.","The dog is under the table."
preposition,zwischen,-,-,-,-,between,"Die Apotheke ist zwischen der Bank und der Post.","The pharmacy is between the bank and the post office.","Er sitzt zwischen uns.","He sits between us."
preposition,zu,-,-,-,-,to (directions, takes Dativ),"Wie komme ich zum Bahnhof?","How do I get to the train station?","Wir gehen zur Polizei.","We are going to the police."
adjective,fremd,-,-,-,-,foreign / stranger,"Ich bin hier fremd.","I am a stranger here.","Eine fremde Stadt.","A foreign city."
adjective,weit,-,-,-,-,far,"Ist der Bahnhof weit?","Is the train station far?","Nein, es ist nicht weit.","No, it is not far."
adjective,nah,-,-,-,-,near / close,"Die Post ist sehr nah.","The post office is very close.","Ist es nah?","Is it near?"
adjective,erste,-,-,-,-,first (1.),"Nehmen Sie die erste Straße rechts.","Take the first street on the right.","Das erste Haus.","The first house."
adjective,zweite,-,-,-,-,second (2.),"Gehen Sie die zweite Straße links.","Go down the second street on the left.","Im zweiten Stock.","On the second floor."
adjective,dritte,-,-,-,-,third (3.),"An der dritten Ampel biegen Sie ab.","At the third traffic light you turn.","Die dritte Tür rechts.","The third door on the right."
particle,also,-,-,-,-,so / therefore / well,"Also, Sie gehen hier geradeaus...","So, you go straight ahead here...","Also gut.","Well, okay."
particle,ungefähr,-,-,-,-,approximately / about,"Es sind ungefähr 500 Meter.","It is about 500 meters.","Ungefähr fünf Minuten zu Fuß.","About five minutes on foot."
noun,Meter,der,m,der Meter.,Meter,meter,"Gehen Sie 100 Meter geradeaus.","Go straight for 100 meters.","Das ist fünf Meter lang.","That is five meters long."
noun,Kilometer,der,m,der Kilometer.,Kilometer,kilometer,"Der Flughafen ist zwei Kilometer entfernt.","The airport is two kilometers away.","Wie viele Kilometer sind es?","How many kilometers is it?"
phrase,Entschuldigung,-,-,-,-,Excuse me / Sorry,"Entschuldigung, wo ist der Bahnhof?","Excuse me, where is the train station?","Entschuldigung für die Verspätung.","Sorry for the delay."
phrase,zu Fuß,-,-,-,-,on foot,"Gehen Sie zu Fuß?","Are you going on foot?","Wir können zu Fuß gehen.","We can go on foot."
noun,Stadtplan,der,m,der Stadtplan.,Stadtpläne,city map,"Haben Sie einen Stadtplan?","Do you have a city map?","Suchen Sie auf dem Stadtplan.","Look on the city map."
noun,Fluss,der,m,der Fluss.,Flüsse,river,"Die Brücke geht über den Fluss.","The bridge goes over the river.","Der Fluss ist groß.","The river is big."
noun,Baum,der,m,der Baum.,Bäume,tree,"Der Park hat viele Bäume.","The park has many trees.","Vor dem Haus ist ein Baum.","In front of the house is a tree."
noun,Park,der,m,der Park.,Parks,park,"Wir gehen im Park spazieren.","We walk in the park.","Der Park ist schön.","The park is beautiful."
noun,Kreuzung,die,f,die Kreuzung.,Kreuzungen,intersection / crossing,"An der Kreuzung fahren Sie links.","At the intersection you turn left.","Gehen Sie bis zur Kreuzung.","Go until the intersection."
