text,question,answer,distractor1,distractor2,distractor3,translation,tip
"Ich habe Rückenschmerzen vom Sitzen. - Geh spazieren! Das ist gut für den Rücken.","Welchen Tipp gibt die zweite Person?","Geh spazieren!","Bleib im Bett!","Geh zum Arzt!","Nimm eine Tablette!","I have back pain from sitting. - Go for a walk! That is good for the back.","Listen to the imperative 'Geh spazieren!'."
"Mein Ohr tut weh. - Welches? Das linke oder das rechte? - Das linke Ohr.","Welches Ohr tut weh?","Das linke Ohr","Das rechte Ohr","Beide Ohren","Die Nase","My ear hurts. - Which one? The left or the right? - The left ear.","Listen to the side specified 'das linke'."
"Haben Sie ein Hausmittel gegen Halsschmerzen? - Ja, trinken Sie heiße Zitrone mit Honig.","Was ist das Hausmittel?","Heiße Zitrone mit Honig","Tee mit Zucker","Kaffee mit Milch","Tabletten","Do you have a home remedy for a sore throat? - Yes, drink hot lemon with honey.","Listen to the remedy offered."
"Ich bin heute krankgeschrieben. Ich bleibe im Bett. - Oh, gute Besserung!","Geht die Person heute zur Arbeit?","Nein, sie ist krankgeschrieben (bleibt im Bett).","Ja, aber nur kurz.","Ja, sie ist gesund.","Sie arbeitet von zu Hause.","I am on sick leave today. I am staying in bed. - Oh, get well soon!","'krankgeschrieben' means officially excused from work due to illness."
"Trinken Sie auf keinen Fall Alkohol mit diesen Tabletten! - Okay, ich verstehe.","Was darf die Person nicht trinken?","Alkohol","Wasser","Tee","Kaffee","Under no circumstances drink alcohol with these pills! - Okay, I understand.","Listen to the warning 'auf keinen Fall Alkohol'."
"Nimm doch einen Hustensaft. Der hilft gut. - Nein, der schmeckt so furchtbar!","Warum will die Person den Hustensaft nicht nehmen?","Er schmeckt furchtbar.","Er ist zu teuer.","Sie hat keinen Husten.","Der Arzt hat es verboten.","Why don't you take some cough syrup. It helps well. - No, it tastes so terrible!","Listen to the reason 'schmeckt furchtbar'."
"Was fehlt deinem Baby? - Es hat den ganzen Tag geweint. Ich glaube, der Bauch tut weh.","Wo hat das Baby wahrscheinlich Schmerzen?","Im Bauch","Im Ohr","Im Kopf","Am Arm","What is wrong with your baby? - It cried all day. I think its tummy hurts.","Listen to the suspected body part 'Bauch'."
"Sind Sie oft müde? - Ja, ich schlafe in der Nacht sehr schlecht.","Warum ist die Person oft müde?","Sie schläft nachts sehr schlecht.","Sie arbeitet zu viel.","Sie macht viel Sport.","Sie ist krank.","Are you often tired? - Yes, I sleep very badly at night.","Listen to the reason involving 'schlafen'."
"Hier dürfen Sie nicht rauchen! Das ist ein Krankenhaus. - Oh, Entschuldigung!","Warum darf man da nicht rauchen?","Es ist ein Krankenhaus.","Es ist eine Schule.","Es ist eine Kirche.","Das Rauchen ist überall verboten.","You may not smoke here! This is a hospital. - Oh, excuse me!","Listen to the location 'Krankenhaus'."
"Meine Augen tun weh. - Du arbeitest zu viel am Computer. Mach mal eine Pause!","Warum tun die Augen weh?","Wegen der Arbeit am Computer","Vom Fernsehen","Vom Lesen","Vom Schlafen","My eyes hurt. - You work too much at the computer. Take a break!","Listen to the cause 'am Computer'."
"Soll ich morgen wieder in die Praxis kommen? - Nein, rufen Sie mich am Freitag an.","Soll der Patient morgen in die Praxis kommen?","Nein, er soll am Freitag anrufen.","Ja, morgen früh.","Ja, am Vormittag.","Er muss nie wieder kommen.","Should I come to the practice again tomorrow? - No, call me on Friday.","Listen to the instruction 'am Freitag anrufen'."
"Ich habe mir in den Finger geschnitten. Hast du ein Pflaster? - Ja, im Bad.","Was braucht die Person?","Ein Pflaster","Eine Salbe","Tropfen","Eine Tablette","I cut my finger. Do you have a Band-Aid? - Yes, in the bathroom.","Listen to the requested item 'Pflaster'."
"Der Arzt hat mich untersucht, aber er hat nichts gefunden. Ich bin ganz gesund!","Ist die Person krank?","Nein, sie ist ganz gesund.","Ja, sie muss Tabletten nehmen.","Ja, sie hat Fieber.","Der Arzt weiß es nicht.","The doctor examined me, but he found nothing. I am completely healthy!","Listen to the conclusion 'ganz gesund'."
"Schmier dir diese Salbe auf das Knie. Das kühlt. - Ah, das tut gut.","Was macht die Salbe?","Sie kühlt das Knie.","Sie macht warm.","Sie riecht gut.","Sie heilt den Husten.","Smear this ointment on your knee. That cools it. - Ah, that feels good.","Listen to the effect 'kühlt'."
"Sie sollen viel frisches Obst und Gemüse essen. Das ist wichtig für den Körper.","Was soll der Patient essen?","Frisches Obst und Gemüse","Viel Fleisch","Viel Brot","Pizza","You should eat lots of fresh fruit and vegetables. That is important for the body.","Listen to the recommended diet."
"Frau Meier, bitte ins Sprechzimmer 2. Der Arzt wartet schon. - Danke.","Wohin soll Frau Meier gehen?","Ins Sprechzimmer 2","In die Apotheke","Nach Hause","Zur Toilette","Mrs. Meier, please go to consultation room 2. The doctor is already waiting. - Thanks.","Listen to the location 'Sprechzimmer 2'."
"Was soll ich bei Halsschmerzen machen? - Sprechen Sie nicht so viel und trinken Sie warmen Tee.","Welchen Tipp gibt die Person?","Nicht so viel sprechen und warmen Tee trinken.","Viel singen.","Kalte Cola trinken.","Zum Arzt gehen.","What should I do for a sore throat? - Do not speak so much and drink warm tea.","Listen to the two pieces of advice."
"Meine Zähne tun so weh! - Ruf sofort den Zahnarzt an! - Der hat heute zu.","Was ist das Problem mit dem Zahnarzt?","Er hat heute zu (geschlossen).","Er ist zu teuer.","Er ist im Urlaub.","Er hat keinen Termin.","My teeth hurt so much! - Call the dentist immediately! - He is closed today.","'Der hat heute zu' means closed."
"Ich brauche die Tropfen aus der Apotheke. - Zeigen Sie mal Ihr Rezept.","Was muss der Kunde in der Apotheke zeigen?","Das Rezept","Den Ausweis","Das Geld","Die Gesundheitskarte","I need the drops from the pharmacy. - Show me your prescription.","Listen to the requested document 'Rezept'."
"Ich fühle mich heute nicht gut. Mir ist kalt und ich bin müde. - Leg dich ins Bett!","Welchen Imperativ benutzt die zweite Person?","Leg dich ins Bett!","Geh arbeiten!","Trink Kaffee!","Mach Sport!","I don't feel well today. I am cold and tired. - Lie down in bed!","Listen to the command 'Leg dich ins Bett'."
"Der Sportler hat Schmerzen im rechten Bein. Er kann heute nicht spielen.","Warum kann der Sportler nicht spielen?","Er hat Schmerzen im rechten Bein.","Er ist müde.","Er hat keine Lust.","Sein Arm tut weh.","The athlete has pain in his right leg. He cannot play today.","Listen to the specific location of the pain."
"Ich glaube, ich habe Fieber. Mein Kopf ist total heiß. - Warte, ich hole das Thermometer.","Was holt die zweite Person?","Das Thermometer","Einen Tee","Eine Tablette","Einen Arzt","I think I have a fever. My head is totally hot. - Wait, I'll fetch the thermometer.","Listen to the object fetched."
"Sie müssen das Antibiotikum zehn Tage lang nehmen. Hören Sie nicht früher auf!","Wie lange muss der Patient das Medikament nehmen?","Zehn Tage lang","Fünf Tage lang","Einen Monat","Bis das Fieber weg ist.","You must take the antibiotic for ten days. Do not stop earlier!","Listen to the duration 'zehn Tage'."
"Bitte seien Sie leise im Wartezimmer. Andere Patienten schlafen.","Warum soll man leise sein?","Andere Patienten schlafen.","Der Arzt telefoniert.","Es ist eine Bibliothek.","Das Baby schläft.","Please be quiet in the waiting room. Other patients are sleeping.","Listen to the reason given."
"Ich esse so gern Schokolade. Aber mein Arzt sagt, ich soll das nicht. - Er hat recht, es ist ungesund.","Was soll die Person nicht essen?","Schokolade","Obst","Gemüse","Brot","I like eating chocolate so much. But my doctor says I shouldn't. - He is right, it is unhealthy.","Listen to the food item."
"Mach den Computer aus! Deine Augen sind schon ganz rot. - Nur noch fünf Minuten!","Was verlangt die erste Person?","Mach den Computer aus!","Lies ein Buch!","Geh schlafen!","Mach das Licht an!","Turn off the computer! Your eyes are already quite red. - Just five more minutes!","Listen to the imperative 'Mach ... aus!'."
"Haben Sie Ihre Gesundheitskarte dabei? - Oh nein, die liegt zu Hause auf dem Tisch.","Wo ist die Gesundheitskarte?","Zu Hause auf dem Tisch","In der Tasche","Im Auto","Die Person hat keine.","Do you have your health insurance card with you? - Oh no, it is lying at home on the table.","Listen to the location of the card."
"Mein Rücken tut so weh. Ich kann nicht aufstehen. - Bleib liegen! Ich helfe dir.","Was ist das Problem der Person?","Der Rücken tut weh, sie kann nicht aufstehen.","Sie hat sich das Bein gebrochen.","Sie ist müde.","Sie hat Fieber.","My back hurts so much. I cannot get up. - Stay lying down! I will help you.","Listen to the symptom and consequence."
"Frau Berger, Sie sind wieder gesund! Sie dürfen morgen wieder zur Arbeit gehen.","Darf Frau Berger wieder arbeiten?","Ja, ab morgen.","Nein, sie ist noch krank.","Ja, aber nur halbtags.","Erst nächste Woche.","Mrs. Berger, you are healthy again! You may go back to work tomorrow.","Listen to the permission granted 'dürfen... gehen'."
"Trinken Sie diesen Kräutertee. Er schmeckt nicht besonders, aber er hilft. - Wenn es sein muss...","Wie schmeckt der Kräutertee?","Nicht besonders (gut)","Sehr lecker","Süß","Er schmeckt nach nichts.","Drink this herbal tea. It doesn't taste particularly good, but it helps. - If it must be...","'Schmeckt nicht besonders' means it doesn't taste great."
"Husten und Schnupfen? Da brauchen wir keinen Arzt, das ist nur eine Erkältung.","Warum wollen sie nicht zum Arzt?","Es ist nur eine Erkältung (nicht schlimm).","Der Arzt hat zu.","Sie haben keine Zeit.","Sie haben keine Tabletten.","Cough and sniffles? We don't need a doctor for that, that is just a cold.","Listen to the justification 'nur eine Erkältung'."
"Herr Doktor, soll ich die Tropfen vor oder nach dem Essen nehmen? - Immer vor dem Essen.","Wann sollen die Tropfen genommen werden?","Immer vor dem Essen","Nach dem Essen","Zum Essen","Morgens und abends","Doctor, should I take the drops before or after eating? - Always before eating.","Listen to the instruction 'vor dem Essen'."
"Die Schmerzen sind weg! Die Salbe ist ein Wundermittel.","Wie hat die Salbe gewirkt?","Die Schmerzen sind weg (sehr gut).","Sie hat nicht geholfen.","Die Schmerzen sind schlimmer.","Sie hat nur ein bisschen geholfen.","The pain is gone! The ointment is a miracle cure.","'Schmerzen sind weg' indicates success."
"Du hast dich verbrannt! Halt die Hand sofort unter kaltes Wasser!","Was ist der erste Hilfe Tipp?","Die Hand unter kaltes Wasser halten.","Ein Pflaster draufkleben.","Zum Arzt rennen.","Die Salbe nehmen.","You burned yourself! Hold your hand under cold water immediately!","Listen to the imperative instruction."
"Ich kann nicht sprechen, ich habe so starke Halsschmerzen. - Dann schreib mir eine SMS!","Warum kann die Person nicht sprechen?","Sie hat starke Halsschmerzen.","Sie hat keine Stimme.","Sie ist müde.","Sie darf nicht.","I cannot speak, I have such a severe sore throat. - Then write me a text message!","Listen to the specific pain."
"Ist die Apotheke noch offen? Es ist schon 19 Uhr. - Ja, die hat bis 20 Uhr auf.","Hat die Apotheke noch geöffnet?","Ja, bis 20 Uhr.","Nein, sie schließt um 19 Uhr.","Ja, sie hat immer offen.","Weiß nicht.","Is the pharmacy still open? It is already 7 PM. - Yes, it is open until 8 PM.","Listen to the closing time 'bis 20 Uhr auf'."
"Mein Arm ist gebrochen! Es tut höllisch weh! - Wir fahren sofort ins Krankenhaus!","Wohin fahren sie?","Ins Krankenhaus","Zur Apotheke","Zum Hausarzt","Nach Hause","My arm is broken! It hurts like hell! - We are driving to the hospital immediately!","Listen to the destination for severe injuries."
"Sie sollen viel Ruhe haben. Kein Stress! - Gut, dann bleibe ich diese Woche zu Hause.","Welchen Rat hat der Arzt gegeben?","Viel Ruhe, kein Stress.","Viel Sport machen.","Viel Wasser trinken.","Gesund essen.","You should have a lot of rest. No stress! - Good, then I am staying home this week.","Listen to 'Ruhe' and 'kein Stress'."
"Nehmen Sie das Rezept mit. Ohne Rezept bekommen Sie das Medikament nicht.","Bekommt man das Medikament ohne Rezept?","Nein, man braucht das Rezept.","Ja, das ist kein Problem.","Ja, aber es kostet mehr.","Vielleicht.","Take the prescription with you. Without a prescription you will not get the medication.","Listen to the condition 'Ohne Rezept ... nicht'."
"Ich habe Zahnschmerzen. - Dann iss keine Süßigkeiten! Das ist sehr schlecht für die Zähne.","Was soll die Person bei Zahnschmerzen nicht tun?","Keine Süßigkeiten essen.","Kein Fleisch essen.","Nichts Kaltes trinken.","Nicht schlafen.","I have a toothache. - Then don't eat sweets! That is very bad for the teeth.","Listen to the negated imperative 'iss keine Süßigkeiten'."
