text,question,answer,distractor1,distractor2,distractor3,translation,tip
"Ich habe am Nachmittag eine Pause gemacht. Ich habe Tee getrunken.","Was hat die Person in der Pause getrunken?","Tee","Kaffee","Wasser","Saft","I took a break in the afternoon. I drank tea.","Listen to the beverage."
"Was habt ihr am Sonntag gemacht? - Nichts. Wir haben nur ferngesehen.","Was haben sie am Sonntag gemacht?","Nur ferngesehen","Sport gemacht","Sie haben geputzt.","Sie haben gekocht.","What did you do on Sunday? - Nothing. We just watched TV.","Listen to the activity 'ferngesehen'."
"Hast du gestern Deutsch gesprochen? - Ja, im Deutschkurs.","Wo hat die Person Deutsch gesprochen?","Im Deutschkurs","Im Supermarkt","Mit Freunden","Zu Hause","Did you speak German yesterday? - Yes, in the German course.","Listen for the location 'im Deutschkurs'."
"Ich habe gestern meine Freunde getroffen. Wir haben Fußball gespielt.","Was haben sie gespielt?","Fußball","Tennis","Schach","Karten","I met my friends yesterday. We played soccer.","Listen to the sport 'Fußball'."
"Hast du die Wurst gekauft? - Nein, ich habe Käse gekauft.","Was hat die Person gekauft?","Käse","Wurst","Brot","Fleisch","Did you buy the sausage? - No, I bought cheese.","Listen to the correction."
"Früher habe ich oft Tennis gespielt. Heute habe ich keine Zeit mehr.","Spielt die Person heute noch oft Tennis?","Nein, sie hat keine Zeit mehr.","Ja, jeden Tag.","Ja, am Wochenende.","Sie spielt jetzt Fußball.","In the past I often played tennis. Today I have no more time.","Compare 'früher' (past) with 'heute' (today)."
"Wie war dein Tag? - Sehr anstrengend. Ich habe 10 Stunden gearbeitet.","Wie war der Tag?","Sehr anstrengend","Sehr schön","Langweilig","Entspannend","How was your day? - Very exhausting. I worked 10 hours.","Listen to the adjective 'anstrengend'."
"Zuerst habe ich eingekauft. Danach habe ich die Wohnung aufgeräumt.","Was hat die Person als Zweites gemacht?","Die Wohnung aufgeräumt","Eingekauft","Gekocht","Gelesen","First I shopped. After that I tidied up the apartment.","'Als Zweites' means secondly (Danach)."
"Ich habe gestern Pizza gemacht. - Hast du sie auch gegessen? - Natürlich!","Hat die Person die Pizza gegessen?","Ja, natürlich.","Nein, sie war verbrannt.","Nein, sie hat sie verkauft.","Sie hat Salat gegessen.","I made pizza yesterday. - Did you eat it too? - Of course!","'Natürlich' means of course."
"Wann bist du aufgewacht? - Schon um 5 Uhr!","Wann ist die Person aufgewacht?","Um 5 Uhr","Um 6 Uhr","Um 7 Uhr","Um 8 Uhr","When did you wake up? - Already at 5 o'clock!","Listen to the time '5 Uhr'."
"Wir haben gestern Abend lange telefoniert. Fast zwei Stunden.","Wie lange haben sie telefoniert?","Fast zwei Stunden","Eine Stunde","Drei Stunden","10 Minuten","We talked on the phone for a long time last night. Almost two hours.","Listen to the duration."
"Hast du das Projekt beendet? - Ja, ich habe bis 20 Uhr gearbeitet.","Bis wann hat die Person gearbeitet?","Bis 20 Uhr","Bis 18 Uhr","Bis 19 Uhr","Bis 22 Uhr","Did you finish the project? - Yes, I worked until 8 PM.","Listen to the time '20 Uhr'."
"Was hast du am Freitagabend gemacht? - Ich war auf einer Party. Wir haben getanzt.","Was hat die Person auf der Party gemacht?","Getanzt","Musik gemacht","Gekocht","Geschlafen","What did you do on Friday night? - I was at a party. We danced.","Listen to the past participle 'getanzt'."
"Ich habe gestern ein neues Auto gekauft. - Wahnsinn! Welches?","Was hat die Person gestern gekauft?","Ein neues Auto","Ein Fahrrad","Einen Computer","Einen Fernseher","I bought a new car yesterday. - Amazing! Which one?","Listen to the object 'Auto'."
"Hast du das Buch gelesen? - Ja, ich habe es gestern gelesen. Es ist toll.","Wie fand die Person das Buch?","Toll","Langweilig","Schlecht","Zu lang","Did you read the book? - Yes, I read it yesterday. It is great.","Listen to the positive adjective."
"Wir haben gestern zusammen studiert. - In der Bibliothek? - Ja, genau.","Wo haben sie studiert?","In der Bibliothek","Zu Hause","Im Café","Im Park","We studied together yesterday. - In the library? - Yes, exactly.","Listen to the location confirmed."
"Ich habe gestern nichts gemacht. Ich habe nur geschlafen.","Was hat die Person gemacht?","Nur geschlafen","Gelernt","Gearbeitet","Eingekauft","I did nothing yesterday. I only slept.","'Nichts gemacht' combined with 'nur geschlafen'."
"Hast du das gehört? - Nein, ich habe Musik gehört.","Warum hat die Person das nicht gehört?","Sie hat Musik gehört.","Sie hat geschlafen.","Sie war nicht da.","Sie hat telefoniert.","Did you hear that? - No, I was listening to music.","Listen to the reason."
"Ich habe am Morgen gefrühstückt und dann habe ich die Hausaufgaben gemacht.","Was hat die Person nach dem Frühstück gemacht?","Die Hausaufgaben gemacht","Geduscht","Gespielt","Gearbeitet","I had breakfast in the morning and then I did the homework.","Listen to the action after 'dann'."
"Der Film hat um 20 Uhr angefangen und um 22 Uhr aufgehört.","Um wie viel Uhr hat der Film aufgehört?","Um 22 Uhr","Um 20 Uhr","Um 21 Uhr","Um 23 Uhr","The movie started at 8 PM and ended at 10 PM.","'aufgehört' means ended."
"Ich habe gestern meinen Schlüssel gesucht. - Hast du ihn gefunden? - Ja, am Abend.","Wann hat die Person den Schlüssel gefunden?","Am Abend","Am Morgen","Am Mittag","Gar nicht","I looked for my key yesterday. - Did you find it? - Yes, in the evening.","Listen to the time phrase 'am Abend'."
"Was habt ihr gestern gekocht? - Tomatensuppe. Sie war sehr heiß!","Was haben sie gekocht?","Tomatensuppe","Gemüsesuppe","Pizza","Nudeln","What did you cook yesterday? - Tomato soup. It was very hot!","Listen to the specific soup."
"Ich habe gestern meine Chefin getroffen. Wir haben über das Projekt gesprochen.","Worüber haben sie gesprochen?","Über das Projekt","Über das Wochenende","Über das Wetter","Über den Urlaub","I met my boss yesterday. We talked about the project.","Listen to the topic after 'über'."
"Hast du gestern ferngesehen? - Nein, ich habe ein Buch gelesen.","Hat die Person ferngesehen?","Nein, sie hat ein Buch gelesen.","Ja, den ganzen Abend.","Ja, die Nachrichten.","Sie hat Musik gehört.","Did you watch TV yesterday? - No, I read a book.","Listen to the alternative activity."
"Zuerst haben wir gespielt. Danach haben wir gelernt.","Was haben sie zuerst gemacht?","Gespielt","Gelernt","Gegessen","Geschlafen","First we played. After that we studied.","Listen to the action matching 'Zuerst'."
"Ich habe gestern ein Foto von dir gemacht. - Wirklich? Zeig mal!","Was hat die erste Person gemacht?","Ein Foto","Einen Kuchen","Eine Zeichnung","Einen Kaffee","I took a photo of you yesterday. - Really? Show me!","Listen to the object 'Foto'."
"Wie lange hast du heute telefoniert? - Nur fünf Minuten.","Wie lange hat das Telefonat gedauert?","Fünf Minuten","Eine Stunde","Zehn Minuten","Gar nicht","How long did you talk on the phone today? - Only five minutes.","Listen to the duration."
"Ich habe gestern mein Zimmer aufgeräumt. Es sieht jetzt toll aus.","Was hat die Person aufgeräumt?","Ihr Zimmer","Die Küche","Das Bad","Das Büro","I tidied up my room yesterday. It looks great now.","Listen to the room 'Zimmer'."
"Wir haben gestern Deutsch gesprochen, nicht Englisch!","Welche Sprache haben sie gesprochen?","Deutsch","Englisch","Spanisch","Französisch","We spoke German yesterday, not English!","Listen to the language affirmed."
"Hast du am Sonntag gearbeitet? - Nein, am Sonntag arbeite ich nie.","Hat die Person am Sonntag gearbeitet?","Nein, nie.","Ja, immer.","Ja, ein bisschen.","Ja, am Vormittag.","Did you work on Sunday? - No, I never work on Sunday.","Listen to the strong negation 'nie'."
"Ich habe gestern einen Kuchen gekauft. Er war sehr lecker.","Hat die Person den Kuchen gebacken?","Nein, sie hat ihn gekauft.","Ja, sie hat ihn gebacken.","Nein, sie hat ihn geschenkt bekommen.","Sie mag keinen Kuchen.","I bought a cake yesterday. It was very delicious.","The verb is 'gekauft', not 'gebacken'."
