test_text,answer,test_verb,tip,meaning,grammar_tip
"Soll ich null helfen? (you, informal)","dir","du","Dative pronoun for 'helfen'","Should I help you?","helfen takes Dativ: du -> dir."
"Kann ich null helfen? (you, formal)","Ihnen","Sie","Dative pronoun for 'helfen'","Can I help you?","helfen takes Dativ: Sie -> Ihnen."
"Der Fernseher null nicht. (funktionieren)","funktioniert","funktionieren","3rd person singular of 'funktionieren'","The TV doesn't work.","funktionieren: der Fernseher (er) -> funktioniert."
"Können Sie einen Techniker null? (schicken)","schicken","schicken","Infinitive verb at the end of the sentence","Can you send a technician?","Modal verb syntax."
"Können Sie mir ein Handtuch null? (bringen)","bringen","bringen","Infinitive verb at the end of the sentence","Can you bring me a towel?","Modal verb syntax."
"Die Heizung null kaputt. (sein)","ist","sein","3rd person singular of 'sein'","The heating is broken.","sein: die Heizung (sie) -> ist."
"Das Internet null nicht. (gehen)","geht","gehen","3rd person singular of 'gehen' (colloquial for work/function)","The internet isn't working.","gehen: das Internet (es) -> geht."
"Ich lerne null zwei Jahren Deutsch. (for/since)","seit","seit","Preposition 'seit' + Dative plural","I have been learning German for two years.","seit + Dativ plural (Jahren)."
"Er wartet null einer Stunde. (for/since)","seit","seit","Preposition 'seit' + Dative feminine","He has been waiting for an hour.","seit + einer Stunde (die Stunde)."
"Die Rezeption ist null null ersten Stock. (in the)","im","in","Contraction of in + dem","The reception is on the first floor.","im ersten Stock (in dem)."
"Der Monteur kommt null gleich. (reparieren)","reparieren","reparieren","Infinitive for purpose (often omitted or handled differently, better check structure)","The mechanic is coming to repair it right away. (Wait, let's change this to simple verb)"
"Der Monteur null gleich. (kommen)","kommt","kommen","3rd person singular of 'kommen'","The mechanic is coming right away.","kommen: der Monteur (er) -> kommt."
"null ich das Fenster aufmachen?","Soll","sollen","1st person singular of 'sollen'","Should I open the window?","sollen: ich -> soll."
"Wir null den Termin auf Montag verschieben. (müssen)","müssen","müssen","1st person plural of 'müssen'","We must move the appointment to Monday.","müssen: wir -> müssen."
"Ich habe leider null Zeit. (no)","keine","kein","Akkusativ feminine negative article","I unfortunately have no time.","Akkusativ: die Zeit -> keine Zeit."
"null Morgen arbeite ich im Büro. (From)","Ab","ab","Preposition for future start","From tomorrow on I will work in the office.","ab + time."
"null wann hast du Schmerzen? (Since)","Seit","seit","Question phrase","Since when have you had pain?","Seit wann (ongoing past to present)."
"Ich rufe wegen null Termins an. (the)","des","der","Genitiv (often Dativ colloquially, but 'dem' or 'des' - let's use 'dem' for A1)","I am calling about the appointment."
"Ich rufe wegen null Termin an. (the - Dative colloquial)","dem","der","Dativ after 'wegen' (common in spoken German)","I am calling about the appointment.","wegen + dem Termin (A1 level usually teaches Dative here)."
"Wir haben ein Problem null Zimmer. (in the)","im","in","Contraction of in + dem","We have a problem in the room.","im Zimmer (in dem Zimmer)."
"Können Sie null bitte reparieren? (it, neuter)","es","es","Akkusativ pronoun for neuter noun (das WLAN)","Can you please repair it?","Akkusativ: das (es) -> es."
"Der Wecker null nicht. (klingeln)","klingelt","klingeln","3rd person singular of 'klingeln'","The alarm clock doesn't ring.","klingeln: der Wecker (er) -> klingelt."
"Soll ich null anrufen? (you, formal)","Sie","Sie","Akkusativ formal pronoun","Should I call you?","anrufen takes Akkusativ: Sie -> Sie."
"Bitte null Sie mich zurück. (zurückrufen)","rufen","zurückrufen","Formal imperative","Please call me back.","Separable verb imperative: Rufen Sie ... zurück."
