sentence,words,tip,translation_en
"Nein, ich habe keine Briefmarken.","Nein|,|ich|habe|keine|Briefmarken|.","Stating lack of plural items.","No, I have no stamps."
"Ich brauche einen neuen Laptop.","Ich|brauche|einen|neuen|Laptop|.","Expressing a need for a masculine object.","I need a new laptop."
"Der Bildschirm ist zu klein.","Der|Bildschirm|ist|zu|klein|.","Complaining about equipment size.","The screen is too small."
"Wo ist meine Maus?","Wo|ist|meine|Maus|?","Looking for an item.","Where is my mouse?"
"Die Tastatur ist nicht da.","Die|Tastatur|ist|nicht|da|.","Stating an item is missing.","The keyboard is not here."
"Ich suche das Büro von Herrn Müller.","Ich|suche|das|Büro|von|Herrn|Müller|.","Asking for directions to an office.","I am looking for Mr. Müller's office."
"Haben Sie heute einen Termin?","Haben|Sie|heute|einen|Termin|?","Asking about appointments.","Do you have an appointment today?"
"Ja, um 10 Uhr bei der Chefin.","Ja|,|um|10|Uhr|bei|der|Chefin|.","Confirming an appointment.","Yes, at 10 o'clock with the boss (female)."
"Ich trage das in den Kalender ein.","Ich|trage|das|in|den|Kalender|ein|.","Stating an action with the calendar.","I will enter that in the calendar."
"Der Chef hat heute keine Zeit.","Der|Chef|hat|heute|keine|Zeit|.","Stating someone's unavailability.","The boss has no time today."
"Wir haben viel Stress im Büro.","Wir|haben|viel|Stress|im|Büro|.","Describing the work environment.","We have a lot of stress in the office."
"Das ist kein Computer, sondern ein Fernseher.","Das|ist|kein|Computer|,|sondern|ein|Fernseher|.","Correcting a misconception (masculine).","That is not a computer, but a TV."
"Das ist kein Telefon, sondern ein Smartphone.","Das|ist|kein|Telefon|,|sondern|ein|Smartphone|.","Correcting a misconception (neuter).","That is not a telephone, but a smartphone."
"Ich rufe Sie morgen an.","Ich|rufe|Sie|morgen|an|.","Promising to call (separable verb).","I will call you tomorrow."
"Rufst du mich an?","Rufst|du|mich|an|?","Asking for a call.","Will you call me?"
"Haben wir noch Druckerpapier?","Haben|wir|noch|Druckerpapier|?","Asking about office supplies.","Do we still have printer paper?"
"Hier ist die Rechnung für das Smartphone.","Hier|ist|die|Rechnung|für|das|Smartphone|.","Giving a document.","Here is the bill for the smartphone."
"Machen Sie sich bitte eine Notiz.","Machen|Sie|sich|bitte|eine|Notiz|.","Instructing someone to write something down.","Please make a note."
"Ich sende Ihnen eine SMS.","Ich|sende|Ihnen|eine|SMS|.","Promising to send a text.","I will send you a text message."
"Das ist sehr wichtig und dringend.","Das|ist|sehr|wichtig|und|dringend|.","Emphasizing importance.","That is very important and urgent."
"Er liest die E-Mails am Computer.","Er|liest|die|E-Mails|am|Computer|.","Describing an action.","He reads the emails on the computer."
"Das Telefon ist kaputt, ich kann nicht anrufen.","Das|Telefon|ist|kaputt|,|ich|kann|nicht|anrufen|.","Explaining a problem.","The telephone is broken, I cannot call."
"Ich habe einen Laptop, aber keinen Drucker.","Ich|habe|einen|Laptop|,|aber|keinen|Drucker|.","Contrasting possession.","I have a laptop, but no printer."
"Hast du einen Brief für mich?","Hast|du|einen|Brief|für|mich|?","Asking about mail.","Do you have a letter for me?"
"Das Büro ist heute geschlossen.","Das|Büro|ist|heute|geschlossen|.","Stating business hours.","The office is closed today."
"Ich brauche einen Stuhl für den Schreibtisch.","Ich|brauche|einen|Stuhl|für|den|Schreibtisch|.","Expressing a need.","I need a chair for the desk."
"Wie buchstabiere ich Ihren Namen?","Wie|buchstabiere|ich|Ihren|Namen|?","Asking for spelling.","How do I spell your name?"
"Mit Doppel-M oder einem M?","Mit|Doppel-M|oder|einem|M|?","Clarifying spelling.","With a double M or one M?"
"Ich wünsche Ihnen einen schönen Tag.","Ich|wünsche|Ihnen|einen|schönen|Tag|.","Polite closing.","I wish you a nice day."
"Danke, gleichfalls!","Danke|,|gleichfalls|!","Polite response.","Thank you, same to you!"
