text,question,answer,distractor1,distractor2,distractor3,translation,tip
"Das Möbelhaus ist groß, aber ich finde kein Sofa.","Was sucht die Person?","Ein Sofa","Einen Tisch","Ein Bett","Einen Schrank","The furniture store is big, but I can't find a sofa.","Listen to the object being searched for."
"Die Farbe Weiß ist jetzt sehr modern für Möbel.","Welche Farbe ist modern?","Weiß","Schwarz","Grau","Rot","The color white is very modern for furniture right now.","Listen to the specific color highlighted."
"Ist das eine Designer-Lampe? - Ja, von Luigi Colani.","Woher kommt die Lampe vielleicht? (Name)","Von einem Designer (Luigi Colani)","Von Ikea","Aus dem Supermarkt","Vom Flohmarkt","Is that a designer lamp? - Yes, by Luigi Colani.","Recognize that it's a specific designer piece."
"Was kostet der runde Tisch? - 130 Euro. Und der eckige Tisch kostet 110.","Was kostet der eckige Tisch?","110 Euro","130 Euro","100 Euro","240 Euro","What does the round table cost? - 130 euros. And the angular table costs 110.","Distinguish between the round and angular table prices."
"Ich brauche einen Teppich für das Bad. Er muss blau sein.","Welche Farbe muss der Teppich haben?","Blau","Grün","Weiß","Rot","I need a rug for the bathroom. It must be blue.","Listen to the required color."
"Das ist kein Holz. Das ist Kunststoff mit Holz-Farbe.","Aus welchem Material ist das Möbelstück?","Kunststoff","Holz","Metall","Glas","That is not wood. That is plastic with wood color.","Listen to the actual material vs. the appearance."
"Der Sessel ist 80 Zentimeter breit und 100 Zentimeter hoch.","Wie hoch ist der Sessel?","100 Zentimeter","80 Zentimeter","180 Zentimeter","20 Zentimeter","The armchair is 80 centimeters wide and 100 centimeters high.","Listen to the number paired with 'hoch'."
"Glaubst du, 50 Euro ist billig für den Stuhl? - Ja, sehr billig.","Wie findet die zweite Person den Preis?","Sehr billig","Zu teuer","Normal","Teuer","Do you think 50 euros is cheap for the chair? - Yes, very cheap.","Listen to the confirmation of the price opinion."
"Die Möbel im Wohnzimmer sind alle schwarz. Das ist zu dunkel.","Wie findet die Person das Wohnzimmer?","Zu dunkel","Sehr hell","Sehr schön","Modern","The furniture in the living room is all black. That is too dark.","Listen to the negative opinion 'zu dunkel'."
"Das Bild ist ein Original! Eine Million Euro! - Wahnsinn!","Was kostet das Bild?","Eine Million Euro","Hunderttausend Euro","Zehntausend Euro","Tausend Euro","The painting is an original! One million euros! - Crazy!","Listen for the large number 'Million'."
"Ist das Angebot noch gültig? 99 Euro für das Bett? - Ja, noch bis morgen.","Was kostet das Bett im Angebot?","99 Euro","199 Euro","89 Euro","109 Euro","Is the offer still valid? 99 euros for the bed? - Yes, until tomorrow.","Listen to the price mentioned in the question."
"Der Schrank ist sehr schwer. Wie viel Kilo? - Genau 125 Kilo.","Wie viel wiegt der Schrank?","125 Kilo","152 Kilo","120 Kilo","135 Kilo","The closet is very heavy. How many kilos? - Exactly 125 kilos.","Listen for 'hundertfünfundzwanzig'."
"Ich finde den Tisch hässlich. Die Form ist nicht schön.","Warum mag die Person den Tisch nicht?","Die Form ist nicht schön (hässlich).","Er ist zu teuer.","Die Farbe ist schlecht.","Er ist aus Glas.","I find the table ugly. The shape is not beautiful.","Listen for the specific reason given (Form)."
"Brauchen wir wirklich einen Sessel? Wir haben doch ein Sofa.","Ist die Person sicher, dass sie einen Sessel brauchen?","Nein, sie fragt 'wirklich?'.","Ja, unbedingt.","Sie will zwei Sessel.","Sie will das Sofa verkaufen.","Do we really need an armchair? We do have a sofa after all.","The question 'wirklich?' expresses doubt."
"Der Katalog ist neu. Hier sind schöne Betten.","Was ist im Katalog?","Schöne Betten","Nur Lampen","Keine Möbel","Kleidung","The catalog is new. There are beautiful beds here.","Listen to what is featured in the catalog."
"Die Lampe kostet 39 Euro, der Tisch 120. Zusammen 159 Euro.","Was kosten Tisch und Lampe zusammen?","159 Euro","120 Euro","39 Euro","150 Euro","The lamp costs 39 euros, the table 120. Together 159 euros.","Listen for the total sum after 'Zusammen'."
"Das Zimmer ist klein, der Schrank ist zu groß. Er passt nicht.","Warum passt der Schrank nicht?","Das Zimmer ist zu klein / Der Schrank zu groß.","Er ist zu teuer.","Die Farbe ist falsch.","Er ist kaputt.","The room is small, the closet is too big. It doesn't fit.","Listen to the size comparison."
"Ich suche ein Bett. Es muss aus Holz sein, dunkelbraun.","Was sucht die Person?","Ein dunkelbraunes Holzbett","Ein Metallbett","Ein blaues Sofa","Einen weißen Schrank","I am looking for a bed. It must be made of wood, dark brown.","Listen to all the specifications (Holz, dunkelbraun)."
"Das Möbelhaus heißt 'Schöner Wohnen'. Es ist sehr günstig.","Wie ist das Möbelhaus?","Sehr günstig","Zu teuer","Sehr klein","Hässlich","The furniture store is called 'Schöner Wohnen'. It is very reasonably priced.","Listen to the adjective describing the store."
