pos,word,article,gender,gender_tip,plural,meaning,ex1_de,ex1_en,ex2_de,ex2_en
noun,Silvester,das,n,Silvester is mostly used without an article.,-,New Year's Eve,"An Silvester gibt es ein Feuerwerk.","On New Year's Eve there are fireworks.","Feierst du Silvester?","Do you celebrate New Year's Eve?"
noun,Neujahr,das,n,Neujahr.,-,New Year,"Frohes Neujahr!","Happy New Year!","Am Neujahrstag schlafe ich lange.","On New Year's Day I sleep late."
noun,Ostern,das,n,Ostern is mostly used without an article.,-,Easter,"Frohe Ostern!","Happy Easter!","Wir suchen Eier an Ostern.","We hunt for eggs at Easter."
noun,Karneval,der,m,der Karneval.,Karnevals,carnival,"Wir feiern Karneval.","We are celebrating carnival.","Der Karneval in Köln ist berühmt.","The carnival in Cologne is famous."
noun,Hochzeit,die,f,die Hochzeit — ends in -zeit.,Hochzeiten,wedding,"Wir gehen zu einer Hochzeit.","We are going to a wedding.","Die Hochzeit war wunderschön.","The wedding was wonderful."
noun,Urlaub,der,m,der Urlaub.,Urlaube,vacation / leave,"Ich habe Urlaub.","I am on vacation.","Wir fahren in den Urlaub.","We are going on vacation."
noun,Ferien,die,pl,die Ferien — always plural.,-,holidays / school break,"Schöne Ferien!","Have nice holidays!","Die Kinder haben Ferien.","The children are on school break."
noun,Geschenk,das,n,das Geschenk.,Geschenke,gift / present,"Ich habe ein Geschenk für dich.","I have a gift for you.","Das Geschenk ist schön.","The gift is nice."
noun,Glück,das,n,das Glück.,-,luck / happiness,"Viel Glück!","Good luck!","Ich habe Glück gehabt.","I was lucky."
verb,feiern,-,-,-,-,to celebrate,"Wir feiern meinen Geburtstag.","We are celebrating my birthday.","Feiert ihr Weihnachten?","Do you celebrate Christmas?"
verb,gefeiert,-,-,-,-,celebrated (Partizip II),"Wir haben toll gefeiert.","We celebrated great.","Habt ihr Silvester gefeiert?","Did you celebrate New Year's Eve?"
verb,gehen,-,-,-,-,to go / to walk,"Ich gehe nach Hause.","I am going home.","Gehst du ins Kino?","Are you going to the cinema?"
verb,gegangen,-,-,-,-,gone (Partizip II - takes 'sein'),"Ich bin ins Kino gegangen.","I went to the cinema.","Wir sind nach Hause gegangen.","We went home."
verb,fahren,-,-,-,-,to drive / to travel,"Wir fahren nach Berlin.","We travel to Berlin.","Fährst du mit dem Auto?","Are you going by car?"
verb,gefahren,-,-,-,-,driven / traveled (Partizip II - takes 'sein'),"Wir sind nach Italien gefahren.","We traveled to Italy.","Er ist mit dem Zug gefahren.","He traveled by train."
verb,kommen,-,-,-,-,to come,"Ich komme um acht.","I am coming at eight.","Woher kommst du?","Where do you come from?"
verb,gekommen,-,-,-,-,come (Partizip II - takes 'sein'),"Er ist zu spät gekommen.","He came too late.","Wann bist du gekommen?","When did you arrive/come?"
verb,fliegen,-,-,-,-,to fly,"Wir fliegen nach Spanien.","We are flying to Spain.","Fliegst du gern?","Do you like flying?"
verb,geflogen,-,-,-,-,flown (Partizip II - takes 'sein'),"Wir sind nach Mallorca geflogen.","We flew to Mallorca.","Ich bin noch nie geflogen.","I have never flown."
verb,reisen,-,-,-,-,to travel,"Ich reise gern.","I like to travel.","Wir reisen durch Europa.","We travel through Europe."
verb,gereist,-,-,-,-,traveled (Partizip II - takes 'sein'),"Wir sind viel gereist.","We traveled a lot.","Er ist nach Japan gereist.","He traveled to Japan."
verb,passieren,-,-,-,-,to happen,"Was passiert hier?","What is happening here?","Das passiert oft.","That happens often."
verb,passiert,-,-,-,-,happened (Partizip II - takes 'sein'),"Was ist passiert?","What happened?","Ein Unfall ist passiert.","An accident happened."
verb,bleiben,-,-,-,-,to stay,"Ich bleibe zu Hause.","I am staying home.","Wie lange bleibst du?","How long are you staying?"
verb,geblieben,-,-,-,-,stayed (Partizip II - takes 'sein'),"Ich bin drei Tage geblieben.","I stayed for three days.","Wir sind im Hotel geblieben.","We stayed in the hotel."
verb,sein,-,-,-,-,to be,"Ich bin müde.","I am tired.","Wo bist du?","Where are you?"
verb,gewesen,-,-,-,-,been (Partizip II - takes 'sein'),"Ich bin in Berlin gewesen.","I have been in Berlin.","Wo bist du gestern gewesen?","Where were you yesterday?"
verb,gratulieren,-,-,-,-,to congratulate (takes Dativ),"Ich gratuliere dir!","I congratulate you!","Wir gratulieren zum Geburtstag.","We congratulate you on your birthday."
verb,schenken,-,-,-,-,to gift / to give a present,"Ich schenke dir ein Buch.","I am giving you a book.","Was schenkst du ihr?","What are you giving her?"
verb,wünschen,-,-,-,-,to wish,"Ich wünsche dir viel Glück.","I wish you much luck.","Wir wünschen frohe Weihnachten.","We wish a merry Christmas."
adjective,erste,-,-,-,-,first (1.),"Der erste Mai.","The first of May.","Das ist mein erstes Auto.","That is my first car."
adjective,zweite,-,-,-,-,second (2.),"Der zweite Platz.","The second place.","Am zweiten März.","On the second of March."
adjective,dritte,-,-,-,-,third (3.),"Der dritte Tag.","The third day.","Am dritten April.","On the third of April."
adjective,siebte,-,-,-,-,seventh (7. - irregular!),"Der siebte Juli.","The seventh of July.","Am siebten August.","On the seventh of August."
adjective,achte,-,-,-,-,eighth (8. - irregular!),"Der achte Mai.","The eighth of May.","Am achten Oktober.","On the eighth of October."
adjective,zwanzigste,-,-,-,-,twentieth (20.),"Der zwanzigste Januar.","The twentieth of January.","Am zwanzigsten Februar.","On the twentieth of February."
adjective,einundzwanzigste,-,-,-,-,twenty-first (21.),"Am einundzwanzigsten Juni.","On the twenty-first of June.","Mein Geburtstag ist der 21.","My birthday is the 21st."
preposition,im,-,-,-,-,in the (for months and seasons),"Im Sommer ist es heiß.","In summer it is hot.","Wir reisen im Dezember.","We travel in December."
preposition,am,-,-,-,-,on the (for dates and days),"Am ersten Mai.","On the first of May.","Am dritten Oktober.","On the third of October."
phrase,Herzlichen Glückwunsch,-,-,-,-,Congratulations,"Herzlichen Glückwunsch zum Geburtstag!","Happy Birthday / Congratulations on your birthday!","Herzlichen Glückwunsch!","Congratulations!"
phrase,Frohes Fest,-,-,-,-,Happy Holidays / Merry Christmas,"Wir wünschen ein frohes Fest!","We wish a happy holiday!","Frohes Fest!","Happy holidays!"
phrase,Gute Reise,-,-,-,-,Have a good trip,"Gute Reise nach Paris!","Have a good trip to Paris!","Wir wünschen eine gute Reise.","We wish a good trip."
phrase,Alles Gute,-,-,-,-,All the best,"Alles Gute zum Geburtstag!","All the best for your birthday!","Alles Gute für die Zukunft.","All the best for the future."
noun,Grillparty,die,f,die Grillparty.,Grillpartys,barbecue party,"Wir machen eine Grillparty.","We are throwing a barbecue party.","Kommst du zur Grillparty?","Are you coming to the BBQ?"
noun,Einladung,die,f,die Einladung.,Einladungen,invitation,"Danke für die Einladung.","Thanks for the invitation.","Ich schreibe die Einladungen.","I am writing the invitations."
noun,Gutschein,der,m,der Gutschein.,Gutscheine,voucher / gift card,"Ich schenke ihm einen Gutschein.","I am giving him a gift card.","Ein Gutschein für das Kino.","A voucher for the cinema."
noun,Blume,die,f,die Blume.,Blumen,flower,"Er schenkt ihr Blumen.","He gives her flowers.","Die Blumen sind schön.","The flowers are beautiful."
noun,Wetter,das,n,das Wetter.,-,weather,"Wie ist das Wetter heute?","How is the weather today?","Das Wetter war schlecht.","The weather was bad."
adverb,gestern,-,-,-,-,yesterday,"Gestern bin ich gefahren.","Yesterday I drove.","Was war gestern?","What was yesterday?"
