text,question,answer,distractor1,distractor2,distractor3,translation,tip
"Ich treffe heute Nachmittag Anna und Tom. Wir gehen spazieren.","Was macht die Person heute Nachmittag?","Sie trifft Freunde (Anna und Tom).","Sie lernt Deutsch.","Sie surft im Internet.","Sie geht ins Museum.","I am meeting Anna and Tom this afternoon. We are going for a walk.","Meeting Anna and Tom means meeting friends."
"Treibst du Sport? - Ja, ich jogge jeden Morgen.","Welchen Sport macht die Person?","Joggen","Schwimmen","Fußball spielen","Ski fahren","Do you play sports? - Yes, I jog every morning.","Listen for the specific sport 'joggen'."
"Gehen wir in die Ausstellung? - Nein, ich habe keine Zeit. Ich muss arbeiten.","Warum geht die Person nicht in die Ausstellung?","Sie muss arbeiten.","Die Ausstellung ist langweilig.","Sie hat kein Geld.","Sie ist krank.","Are we going to the exhibition? - No, I don't have time. I have to work.","Listen to the reason 'muss arbeiten'."
"Kann sie gut tanzen? - Ja, sie tanzt wirklich wunderbar.","Wie kann sie tanzen?","Wunderbar","Ein bisschen","Gar nicht","Nicht so gut","Can she dance well? - Yes, she dances really wonderfully.","Listen to the positive adjective 'wunderbar'."
"Am Wochenende wandere ich immer in der Natur. Das ist mein Hobby.","Was ist das Hobby der Person?","Wandern","Schwimmen","Fotografieren","Fahrrad fahren","On the weekend I always hike in nature. That is my hobby.","Listen to the verb 'wandern'."
"Ich fahre nicht gern Fahrrad. Das ist so anstrengend.","Wie findet die Person Fahrradfahren?","Anstrengend","Toll","Gesund","Entspannend","I don't like riding a bike. It is so exhausting.","Listen to the negative adjective 'anstrengend'."
"Hast du Hobbys? - Ja, ich lerne Sprachen. Deutsch und Spanisch.","Was ist das Hobby?","Sprachen lernen","Bücher lesen","Reisen","Musik hören","Do you have hobbies? - Yes, I am learning languages. German and Spanish.","Listen to the activity 'Sprachen lerne'."
"Ich liebe Musik. Ich spiele Gitarre und Klavier.","Welche Instrumente spielt die Person?","Gitarre und Klavier","Nur Gitarre","Nur Klavier","Gar keine","I love music. I play the guitar and the piano.","Listen to both instruments mentioned."
"Können Sie mir helfen? Ich kann das Formular nicht lesen.","Warum braucht die Person Hilfe?","Sie kann das Formular nicht lesen.","Sie kann nicht schreiben.","Sie hat keinen Stift.","Das Formular ist weg.","Can you help me? I cannot read the form.","Listen to the problem with the form (lesen)."
"Dein Deutsch ist super! Du sprichst fantastisch! - Danke für das Kompliment.","Was ist super?","Das Deutsch von der Person","Das Buch","Die Musik","Das Foto","Your German is super! You speak fantastically! - Thanks for the compliment.","The compliment is about language skills."
"Was machen wir am Wochenende? - Wir können ins Theater gehen.","Was schlägt die zweite Person vor?","Ins Theater gehen","Ins Kino gehen","In ein Museum gehen","Einen Film schauen","What are we doing on the weekend? - We can go to the theater.","Listen to the suggestion 'Theater'."
"Ich surfe oft im Internet. Das macht Spaß.","Wie oft surft die Person im Internet?","Oft","Nie","Manchmal","Selten","I surf the internet often. That is fun.","Listen to the frequency word 'oft'."
"Kannst du schwimmen? - Ja, aber nur ein bisschen. Ich lerne es gerade.","Wie gut schwimmt die Person?","Nur ein bisschen","Sehr gut","Perfekt","Gar nicht","Can you swim? - Yes, but only a little. I am learning it right now.","Listen to the degree 'nur ein bisschen'."
"Mein Bruder fotografiert sehr gern. Er macht Fotos von der Natur.","Was fotografiert der Bruder?","Die Natur","Seine Familie","Die Stadt","Tiere","My brother likes taking pictures very much. He takes photos of nature.","Listen to the subject of the photos."
"Der Film fängt um 20 Uhr an. Gehen wir zusammen? - Ja, gerne.","Um wie viel Uhr fängt der Film an?","Um 20 Uhr","Um 18 Uhr","Um 10 Uhr","Um 22 Uhr","The movie starts at 8 PM. Are we going together? - Yes, gladly.","Listen to the time '20 Uhr'."
"Ich treffe mich heute Abend mit Nicole. Wir kochen zusammen.","Was machen die beiden heute Abend?","Sie kochen zusammen.","Sie gehen essen.","Sie schauen einen Film.","Sie lernen Deutsch.","I am meeting up with Nicole tonight. We are cooking together.","Listen to the planned activity 'kochen'."
"Singst du im Chor? - Ja, singen ist mein größtes Hobby.","Wo singt die Person?","Im Chor","In einer Band","Allein zu Hause","Im Auto","Do you sing in the choir? - Yes, singing is my biggest hobby.","Listen to the location 'im Chor'."
"Das Museum hat heute geschlossen. Wir können morgen gehen.","Warum können sie heute nicht ins Museum?","Es ist geschlossen.","Es ist zu teuer.","Sie haben keine Zeit.","Es regnet.","The museum is closed today. We can go tomorrow.","Listen to the status of the museum 'geschlossen'."
"Fährst du am Wochenende wieder Ski? - Nein, ich habe leider keine Zeit.","Fährt die Person am Wochenende Ski?","Nein, sie hat keine Zeit.","Ja, wie immer.","Vielleicht.","Sie fährt Fahrrad.","Are you skiing again this weekend? - No, unfortunately I don't have time.","Listen to the reason 'keine Zeit'."
"Wow! Das Bild ist toll! Kannst du gut malen!","Was kann die Person gut?","Malen","Singen","Kochen","Fotografieren","Wow! The picture is great! You can paint well!","The compliment is about the ability to 'malen'."
"Ich spiele nicht gern Fußball. Ich bin nicht sportlich.","Warum spielt die Person nicht gern Fußball?","Sie ist nicht sportlich.","Sie hat keinen Ball.","Fußball ist langweilig.","Sie hat keine Freunde.","I don't like playing soccer. I am not athletic.","Listen to the reason 'nicht sportlich'."
"Hörst du lieber Jazz oder Popmusik? - Ich höre eigentlich alles gern.","Was hört die Person gern?","Alles (Jazz und Popmusik)","Nur Jazz","Nur Popmusik","Klassik","Do you prefer listening to jazz or pop music? - I actually like listening to everything.","'alles' means everything."
"Spielen wir eine Runde Schach? - Oh nein, ich kann gar nicht Schach spielen.","Warum spielen sie nicht Schach?","Die zweite Person kann es nicht spielen.","Sie haben kein Schachbrett.","Es ist zu spät.","Schach ist langweilig.","Shall we play a game of chess? - Oh no, I cannot play chess at all.","Listen to the inability 'gar nicht Schach spielen'."
"Wir gehen morgen wandern. Kommst du mit? - Wohin wandert ihr? - In die Alpen.","Wohin gehen sie wandern?","In die Alpen","In den Wald","An den See","In die Stadt","We are going hiking tomorrow. Are you coming along? - Where are you hiking to? - In the Alps.","Listen to the destination."
"Hast du am Wochenende Zeit? - Ja, am Samstag habe ich frei.","An welchem Tag hat die Person Zeit?","Am Samstag","Am Sonntag","Am Freitag","Am Montag","Do you have time on the weekend? - Yes, on Saturday I am off.","Listen to the specific day."
"Ich backe heute einen Kuchen für meine Freunde.","Für wen ist der Kuchen?","Für die Freunde","Für die Familie","Für den Chef","Für sich selbst","I am baking a cake for my friends today.","Listen to who the cake is for."
"Kannst du Spanisch? - Ein bisschen. Ich lerne es im Kurs.","Wie gut spricht die Person Spanisch?","Ein bisschen","Perfekt","Gar nicht","Fließend","Do you know Spanish? - A little. I am learning it in the course.","Listen to the degree 'ein bisschen'."
"Was für ein wunderbares Konzert! Die Musik war fantastisch.","Wie war das Konzert?","Wunderbar / fantastisch","Langweilig","Zu laut","Schlecht","What a wonderful concert! The music was fantastic.","Listen to the positive adjectives."
"Ich lese gerade ein Buch über Kunst. Es ist sehr interessant.","Worüber ist das Buch?","Über Kunst","Über Sport","Über Musik","Über Natur","I am currently reading a book about art. It is very interesting.","Listen to the topic after 'über'."
"Sie fährt super Fahrrad! Sie ist sehr schnell.","Wie fährt sie Fahrrad?","Super / sehr schnell","Langsam","Ein bisschen","Gar nicht","She rides a bike super well! She is very fast.","Listen to the speed 'sehr schnell'."
"Ich gehe gern ins Kino, aber die Tickets sind sehr teuer.","Was ist das Problem beim Kino?","Die Tickets sind teuer.","Die Filme sind langweilig.","Das Kino ist zu weit weg.","Das Popcorn schmeckt nicht.","I like going to the cinema, but the tickets are very expensive.","Listen to the negative point 'teuer'."
"Mein Freund und ich surfen oft im Internet. Wir spielen Online-Spiele.","Was machen sie im Internet?","Sie spielen Online-Spiele.","Sie lesen Nachrichten.","Sie schreiben E-Mails.","Sie arbeiten.","My boyfriend and I often surf the internet. We play online games.","Listen to the specific internet activity."
"Toll, du kannst ja einen Handstand! - Das ist doch ganz leicht.","Wie findet die Person den Handstand?","Ganz leicht","Sehr schwer","Unmöglich","Gefährlich","Great, you can do a handstand! - That is quite easy.","Listen to the response 'ganz leicht' (quite easy)."
"Wir treffen uns um drei Uhr im Café. - Gut, bis später!","Wann treffen sie sich?","Um drei Uhr","Um zwei Uhr","Um vier Uhr","Am Abend","We are meeting at three o'clock in the cafe. - Good, see you later!","Listen to the time 'drei Uhr'."
"Ich bin am Wochenende immer allein. Ich lese viel.","Ist die Person am Wochenende oft mit Freunden?","Nein, sie ist immer allein.","Ja, sehr oft.","Manchmal.","Sie trifft die Familie.","I am always alone on the weekend. I read a lot.","Listen to the status 'immer allein'."
"Kann er gut Deutsch sprechen? - Ja, er lebt schon fünf Jahre in Berlin.","Warum kann er gut Deutsch sprechen?","Er lebt schon 5 Jahre in Berlin.","Er lernt viel.","Er ist Deutscher.","Er hat eine deutsche Freundin.","Can he speak German well? - Yes, he has been living in Berlin for five years.","Listen to the reason given."
"Ich liebe Theater! Die Schauspieler sind immer so gut.","Was liebt die Person?","Theater","Kino","Konzerte","Bücher","I love theater! The actors are always so good.","Listen to the noun 'Theater'."
"Machst du gern Sport? - Nein, Sport ist Mord!","Mag die Person Sport?","Nein, gar nicht.","Ja, sehr gern.","Ein bisschen.","Manchmal.","Do you like playing sports? - No, sport is murder!","The phrase 'Sport ist Mord' shows a strong dislike."
"Sie backt und kocht sehr gern. Am Sonntag macht sie eine Party.","Was macht sie am Sonntag?","Eine Party","Sie geht wandern.","Sie schläft.","Sie lernt.","She likes baking and cooking very much. On Sunday she is throwing a party.","Listen to the event 'Party'."
"Das Foto ist von mir. Ich habe es im Urlaub gemacht. - Wirklich? Wahnsinn!","Wer hat das Foto gemacht?","Die erste Person (Ich)","Ein Fotograf","Die zweite Person","Der Bruder","The photo is mine. I took it on vacation. - Really? Amazing!","'Das Foto ist von mir' means I took it."
