test_text,answer,test_verb,tip,meaning,grammar_tip
"null Rathaus meinst du? (Which)","Welches","welcher","Asking for specific neuter noun in Akkusativ","Which town hall do you mean?","'Welches' is for neuter in Nom/Akk."
"Was für null Hafen ist das? (a)","ein","was für ein","Asking for category of masculine noun in Nominative","What kind of harbor is that?","'Was für ein' for masculine Nominative."
"Wir haben einen Ausflug null. (machen)","gemacht","machen","Partizip II of 'machen'","We made an excursion.","Partizip II: gemacht."
"null Touristen fotografieren den Dom. (The)","Die","der","Definite article plural Nominative","The tourists photograph the cathedral.","Plural subject: Die Touristen."
"Was null ein Programm ist das? (for)","für","was für ein","Part of the phrase 'was für ein'","What kind of a program is that?","Phrase: Was für ein..."
"null Sie das Schloss besichtigen? (Would like)","Möchten","möchten","Formal 'you' of 'möchten'","Would you like to visit the castle?","möchten: Sie -> Möchten."
"Ich habe einen Reiseführer null. (kaufen)","gekauft","kaufen","Partizip II of 'kaufen'","I bought a travel guide.","Partizip II: gekauft."
"Welchen Platz null Sie? (mean)","meinen","meinen","Formal 'you' of 'meinen'","Which square do you mean?","meinen: Sie -> meinen."
"Der Blick vom Turm null wunderbar. (is)","ist","sein","3rd person singular of 'sein'","The view from the tower is wonderful.","sein: der Blick (er) -> ist."
"Das ist ein null Ort! (romantic)","romantischer","romantisch","Adjective ending for masculine Nominative (after ein)","That is a romantic place!","Adjective ending: ein romantischer Ort (masculine)."
"Ich suche eine null Altstadt. (historical)","historische","historisch","Adjective ending for feminine Akkusativ (after eine)","I am looking for a historical old town.","Adjective ending: eine historische Altstadt (feminine)."
"Wir besichtigen ein null Schloss. (old)","altes","alt","Adjective ending for neuter Akkusativ (after ein)","We are visiting an old castle.","Adjective ending: ein altes Schloss (neuter)."
"Welche Brücke null du? (mean)","meinst","meinen","2nd person singular of 'meinen'","Which bridge do you mean?","meinen: du -> meinst."
"Der Tourist gibt null Reiseführer ein Trinkgeld. (the)","dem","der","Dativ masculine definite article","The tourist gives the guide a tip.","geben takes Dativ for the person: der Reiseführer -> dem Reiseführer."
