text,question,answer,distractor1,distractor2,distractor3,translation,tip
"Herzlichen Glückwunsch zum 50. Geburtstag, Herr Weber! Wir wünschen Ihnen alles Gute.","Wie alt wird Herr Weber?","50 Jahre alt","15 Jahre alt","40 Jahre alt","60 Jahre alt","Heartfelt congratulations on your 50th birthday, Mr. Weber! We wish you all the best.","Listen to the number '50.' (fünfzigsten)."
"Wir organisieren eine Überraschungsparty für Lisa! Sag ihr nichts davon!","Was ist der Plan?","Eine Überraschungsparty für Lisa","Ein Kinobesuch","Ein Geschenk kaufen","Ein Urlaub","We are organizing a surprise party for Lisa! Don't tell her anything about it!","Listen to the event 'Überraschungsparty'."
"Liebe Anna, ich lade dich herzlich zu meiner Feier ein. Bitte antworte mir bis zum 10. Mai.","Bis wann soll Anna antworten?","Bis zum 10. Mai","Sofort","Gar nicht","Bis zum 1. Mai","Dear Anna, I cordially invite you to my celebration. Please answer me by the 10th of May.","Listen to the deadline 'bis zum 10. Mai'."
"Ich freue mich schon so auf das Fest! Hast du schon ein Geschenk gekauft? - Ja, ein Parfüm.","Worauf freut sich die Person?","Auf das Fest","Auf den Urlaub","Auf das Wochenende","Auf die Arbeit","I am already looking forward to the party so much! Have you already bought a gift? - Yes, a perfume.","'sich freuen auf' means looking forward to."
"Wer organisiert das Essen für Samstag? - Ich mache Salate und Tom bringt Fleisch für den Grill mit.","Wer bringt das Fleisch mit?","Tom","Die erste Person","Alle Gäste","Niemand","Who is organizing the food for Saturday? - I'm making salads and Tom is bringing meat for the grill.","Listen to the name associated with 'Fleisch'."
"Es tut mir leid, dass ich zu spät bin! Die Bahn hatte Verspätung. - Kein Problem, die Party hat gerade erst angefangen!","Warum ist der Gast zu spät?","Die Bahn hatte Verspätung.","Er musste arbeiten.","Er hat das Geschenk vergessen.","Er war krank.","I am sorry that I am late! The train had a delay. - No problem, the party just started!","Listen to the excuse."
"Ein frohes neues Jahr! Viel Glück und Gesundheit! - Danke, gleichfalls!","Wann sagt man das wahrscheinlich?","An Neujahr (oder Silvester)","An Ostern","Zum Geburtstag","Zur Hochzeit","A happy new year! Much luck and health! - Thanks, you too!","'Neues Jahr' gives it away."
"Kommen Sie zu unserem Firmenjubiläum am Freitag? - Ja, ich habe schon zugesagt.","Was feiert die Firma?","Ein Jubiläum","Einen Geburtstag","Weihnachten","Einen neuen Chef","Are you coming to our company anniversary on Friday? - Yes, I have already accepted.","Listen to the event 'Jubiläum'."
"Ich habe einen Blumenstrauß für die Gastgeberin gekauft. Ist der nicht schön? - Doch, sehr schön.","Für wen sind die Blumen?","Für die Gastgeberin","Für das Geburtstagskind","Für den Chef","Für die Mutter","I bought a bouquet of flowers for the hostess. Isn't it beautiful? - Yes, very beautiful.","Listen to the recipient 'Gastgeberin'."
"Heute ist der vierzehnte Februar. Hast du an Blumen für deine Frau gedacht? - Oh nein, Valentinstag! Ich muss schnell los!","Welches Datum haben wir heute im Dialog?","Den 14. Februar","Den 4. Februar","Den 24. Februar","Den 1. Mai","Today is the fourteenth of February. Did you think of flowers for your wife? - Oh no, Valentine's Day! I have to go quickly!","Listen to 'vierzehnte Februar' (14th of February)."
"Möchtest du Torte oder lieber nur ein paar Kekse? - Ein großes Stück Torte mit Schokolade, bitte!","Was möchte der Gast essen?","Ein großes Stück Torte","Nur ein paar Kekse","Nichts","Einen Apfel","Would you like cake or rather just a few cookies? - A big piece of cake with chocolate, please!","Listen to the choice 'Torte'."
"Wir haben leider keinen Platz mehr im Haus. Die Gäste müssen im Garten sitzen. - Hoffentlich regnet es nicht!","Wo sitzen die Gäste?","Im Garten","Im Wohnzimmer","Auf dem Balkon","Im Keller","We unfortunately have no more room in the house. The guests must sit in the garden. - Hopefully it won't rain!","Listen to the location 'im Garten'."
"Hast du Paco eingeladen? - Ja, aber er ist im Urlaub und kann nicht kommen.","Warum kommt Paco nicht?","Er ist im Urlaub.","Er ist krank.","Er mag keine Partys.","Er muss arbeiten.","Did you invite Paco? - Yes, but he is on vacation and cannot come.","Listen to the reason 'im Urlaub'."
"Wann ist das Fest? Am elften oder am zwölften? - Am zwölften! Am Samstag.","Wann ist das Fest genau?","Am 12. (zwölften)","Am 11. (elften)","Am 2. (zweiten)","Am 10. (zehnten)","When is the festival? On the eleventh or the twelfth? - On the twelfth! On Saturday.","Listen to the confirmation 'Am zwölften'."
"Schade, dass Anna nicht hier ist. Sie hätte sich so über die Musik gefreut!","Wie findet Anna wahrscheinlich die Musik?","Sie hätte sich gefreut (sie mag sie).","Sie findet sie zu laut.","Sie hasst Musik.","Sie spielt in der Band.","A pity that Anna isn't here. She would have been so happy about the music!","'hätte sich gefreut' means she would have liked it."
"Wir planen eine kleine Feier. Nur die Familie und die engsten Freunde. Etwa 15 Personen.","Wie groß wird die Feier?","Klein (etwa 15 Personen)","Sehr groß (100 Personen)","Ein riesiges Fest","Nur zu zweit","We are planning a small celebration. Only family and closest friends. About 15 people.","Listen to the scale 'klein' and '15 Personen'."
"Vielen Dank für die tollen Geschenke! Ich freue mich riesig! - Gern geschehen, pack sie doch gleich aus!","Was soll die Person machen?","Die Geschenke auspacken","Die Geschenke zurückgeben","Einen Kuchen anschneiden","Sich bedanken","Thank you very much for the great gifts! I am extremely happy! - You're welcome, unpack them right away!","Listen to the suggestion 'pack sie doch gleich aus'."
"Ich habe am dreißigsten September Geburtstag. Und meine Frau am ersten Oktober!","Wann hat die FRAU Geburtstag?","Am 1. Oktober","Am 30. September","Am 3. Oktober","Am 31. Oktober","I have my birthday on the thirtieth of September. And my wife on the first of October!","Pay attention to the wife's date (1. Oktober)."
"Darf ich dir ein Glas Wein anbieten? - Nein danke, ich trinke heute nur Wasser.","Was trinkt der Gast?","Nur Wasser","Wein","Bier","Kaffee","May I offer you a glass of wine? - No thanks, I am only drinking water today.","Listen to the declined offer and the actual choice."
"Was für ein schönes Fest! Die Stimmung ist toll. - Ja, alle Gäste amüsieren sich prächtig.","Wie ist das Fest?","Toll (gute Stimmung)","Langweilig","Viel zu laut","Schlecht organisiert","What a beautiful party! The atmosphere is great. - Yes, all guests are enjoying themselves splendidly.","Listen to the positive evaluation 'schönes Fest', 'tolle Stimmung'."
"Vergiss nicht, am Sonntag ist Muttertag! Du musst deiner Mutter gratulieren. - Das mache ich gleich morgens!","Was ist am Sonntag?","Muttertag","Ostern","Ein Geburtstag","Silvester","Don't forget, Sunday is Mother's Day! You have to congratulate your mother. - I will do that right in the morning!","Listen to the specific holiday mentioned."
"Wir haben leider eine Absage von Familie Schmidt bekommen. Sie sind am Wochenende nicht in der Stadt.","Kommen die Schmidts zur Feier?","Nein, sie haben abgesagt.","Ja, sie kommen.","Sie kommen später.","Sie bringen Essen mit.","We unfortunately received a cancellation from the Schmidt family. They are not in town on the weekend.","'Absage' means they declined/canceled."
"Ich wünsche dir viel Glück und Erfolg im neuen Job! - Danke, das ist sehr lieb von dir.","Wofür wünscht die Person Glück?","Für den neuen Job","Für die Hochzeit","Für die Prüfung","Für den Urlaub","I wish you much luck and success in the new job! - Thanks, that is very sweet of you.","Listen to the occasion 'im neuen Job'."
"Wir grillen heute Abend. Du bist herzlich eingeladen! - Oh, toll! Ich bringe einen Kartoffelsalat mit.","Was bringt die eingeladene Person mit?","Einen Kartoffelsalat","Fleisch","Getränke","Einen Kuchen","We are grilling tonight. You are cordially invited! - Oh, great! I will bring a potato salad.","Listen to the item 'Kartoffelsalat'."
"Mein Bruder feiert seinen 18. Geburtstag ganz groß. Er hat einen DJ gebucht!","Was gibt es auf der Party vom Bruder?","Einen DJ","Ein Feuerwerk","Eine Clown-Show","Keine Musik","My brother is celebrating his 18th birthday very big. He booked a DJ!","Listen to the special entertainment."
"Bitte sag mir bis morgen Bescheid, ob du zur Hochzeit kommst. Ich muss das Restaurant informieren.","Warum braucht die Person schnell eine Antwort?","Sie muss das Restaurant informieren.","Sie will einkaufen gehen.","Sie muss den Kuchen backen.","Sie fliegt in den Urlaub.","Please let me know by tomorrow if you are coming to the wedding. I have to inform the restaurant.","Listen to the reason 'Restaurant informieren'."
"Ich schenke ihm nichts Teures. Nur eine Flasche Wein und eine Karte.","Was bekommt er als Geschenk?","Wein und eine Karte","Ein teures Buch","Geld","Einen Gutschein","I am not giving him anything expensive. Just a bottle of wine and a card.","Listen to the actual gifts mentioned."
"Karneval in Köln war super! Wir haben auf der Straße getanzt und gesungen.","Was haben sie an Karneval gemacht?","Auf der Straße getanzt und gesungen","Nur im Haus gefeiert","Nichts, es war langweilig.","Sie haben gearbeitet.","Carnival in Cologne was super! We danced and sang on the street.","Listen to the activities."
"Es gibt eine Überraschung für dich! Mach die Augen zu! - Okay, ich bin gespannt!","Was soll die Person tun?","Die Augen zumachen","Singen","Das Geschenk auspacken","Die Kerzen anmachen","There is a surprise for you! Close your eyes! - Okay, I am excited!","'Augen zu' means close eyes."
"Am siebten Siebten haben wir geheiratet. Das war vor genau 10 Jahren!","An welchem Datum haben sie geheiratet?","Am 7. Juli (7.7.)","Am 17. Juli","Am 7. September","Am 7. Juni","On the seventh of the seventh we got married. That was exactly 10 years ago!","'siebten Siebten' means 7.7. (July 7th)."
"Zum Wohl! Auf unser neues Haus! - Auf das neue Haus! Prost!","Worauf stoßen sie an?","Auf das neue Haus","Auf das neue Jahr","Auf den neuen Job","Auf den Geburtstag","Cheers! To our new house! - To the new house! Cheers!","Listen to the toast subject 'neues Haus'."
"Wir müssen noch Kerzen für die Torte kaufen. Er wird 30! - Ich kaufe so Kerzen mit Zahlen, eine 3 und eine 0.","Was für Kerzen kaufen sie?","Kerzen mit Zahlen (3 und 0)","30 kleine Kerzen","Gar keine Kerzen","Eine große Wunderkerze","We still have to buy candles for the cake. He is turning 30! - I will buy those candles with numbers, a 3 and a 0.","Listen to the specific type of candles."
"Sind die Einladungen schon per Post weg? - Nein, ich schicke sie heute Abend per E-Mail.","Wie werden die Einladungen verschickt?","Per E-Mail","Per Post","Per SMS","Gar nicht","Are the invitations already gone by mail? - No, I will send them tonight by email.","Listen to the method 'per E-Mail'."
"Ich freue mich auf Ostern. Wir fahren zu meinen Großeltern aufs Land.","Wohin fahren sie an Ostern?","Zu den Großeltern aufs Land","Ans Meer","In die Stadt","In den Süden","I look forward to Easter. We are traveling to my grandparents in the countryside.","Listen to the destination 'Großeltern aufs Land'."
"Es war eine wunderschöne Hochzeit! Die Braut sah fantastisch aus. - Ja, das Kleid war ein Traum.","Worüber sprechen sie?","Über eine Hochzeit (und das Kleid der Braut)","Über einen Geburtstag","Über Karneval","Über eine Party im Club","It was a beautiful wedding! The bride looked fantastic. - Yes, the dress was a dream.","Listen to the event 'Hochzeit' and 'Braut'."
"Ich habe leider dein Geschenk zu Hause vergessen! Es tut mir so leid! - Macht doch nichts! Hauptsache, du bist da.","Was ist das Problem des Gastes?","Er hat das Geschenk vergessen.","Er ist zu spät.","Er ist krank.","Er hat den Wein fallen lassen.","I unfortunately forgot your gift at home! I am so sorry! - It doesn't matter at all! The main thing is you are here.","Listen to the apology about the 'Geschenk'."
"Geben Sie mir bitte rechtzeitig Bescheid, wenn Sie noch jemanden mitbringen wollen. - Mache ich!","Worum bittet der Gastgeber?","Man soll Bescheid sagen, wenn man noch jemanden mitbringt.","Man soll pünktlich kommen.","Man soll ein Geschenk kaufen.","Man soll absagen.","Please let me know in time if you want to bring someone else along. - I will!","Listen to the condition 'jemanden mitbringen'."
"Der fünfzehnte Mai ist ein Feiertag. Da haben die Geschäfte zu. - Gut zu wissen, dann kaufe ich vorher ein.","Was ist am 15. Mai?","Ein Feiertag (Geschäfte sind zu)","Ein Geburtstag","Der erste Urlaubstag","Ein Wochenende","The fifteenth of May is a holiday. The stores are closed then. - Good to know, then I will shop beforehand.","Listen to the fact 'Feiertag'."
"Wir feiern erst nachmittags um drei. Es gibt Kaffee und Torte. Das Abendessen machen wir nicht.","Was gibt es auf der Feier zu essen?","Kaffee und Torte","Ein großes Abendessen","Grillfleisch","Pizza","We are celebrating only in the afternoon at three. There is coffee and cake. We are not making dinner.","Listen to the food offered 'Kaffee und Torte'."
"Ich danke euch allen, dass ihr heute gekommen seid, um mit mir zu feiern!","Wer spricht hier wahrscheinlich?","Der Gastgeber (bedankt sich bei den Gästen)","Ein Gast","Der Kellner","Der DJ","I thank you all that you came today to celebrate with me!","The person thanking everyone for coming is the host."
