sentence,words,tip,translation_en
"Die Kaution sind zwei Monatsmieten.","Die|Kaution|sind|zwei|Monatsmieten|.","Stating the deposit terms.","The deposit is two months' rent."
"Wo liegt die Wohnung genau?","Wo|liegt|die|Wohnung|genau|?","Asking for the exact location.","Where exactly is the apartment located?"
"Sie liegt im Zentrum.","Sie|liegt|im|Zentrum|.","Stating a central location.","It is located in the center."
"Die Wohnung ist im Erdgeschoss.","Die|Wohnung|ist|im|Erdgeschoss|.","Stating the floor level.","The apartment is on the ground floor."
"Wir wohnen im dritten Stock.","Wir|wohnen|im|dritten|Stock|.","Stating the floor level.","We live on the third floor."
"Gibt es einen Aufzug im Haus?","Gibt|es|einen|Aufzug|im|Haus|?","Asking about an elevator.","Is there an elevator in the house?"
"Nein, Sie müssen die Treppe nehmen.","Nein|,|Sie|müssen|die|Treppe|nehmen|.","Explaining the lack of an elevator.","No, you must take the stairs."
"Ich suche ein möbliertes WG-Zimmer.","Ich|suche|ein|möbliertes|WG-Zimmer|.","Stating what you are looking for.","I am looking for a furnished flatshare room."
"Wann kann ich die Wohnung besichtigen?","Wann|kann|ich|die|Wohnung|besichtigen|?","Asking for a viewing appointment.","When can I view the apartment?"
"Passt es Ihnen am Dienstag um 17 Uhr?","Passt|es|Ihnen|am|Dienstag|um|17|Uhr|?","Suggesting an appointment time.","Does Tuesday at 5 PM suit you?"
"Ja, das passt mir sehr gut.","Ja|,|das|passt|mir|sehr|gut|.","Confirming an appointment time.","Yes, that suits me very well."
"Wann können wir einziehen?","Wann|können|wir|einziehen|?","Asking about the move-in date.","When can we move in?"
"Die Wohnung ist ab dem ersten Mai frei.","Die|Wohnung|ist|ab|dem|ersten|Mai|frei|.","Stating availability date.","The apartment is available from the first of May."
"Die Küche ist komplett neu.","Die|Küche|ist|komplett|neu|.","Describing a specific room.","The kitchen is completely new."
"Wir haben leider keine Garage.","Wir|haben|leider|keine|Garage|.","Stating a missing feature.","Unfortunately, we don't have a garage."
"Die Waschmaschine steht im Keller.","Die|Waschmaschine|steht|im|Keller|.","Locating an appliance.","The washing machine is in the basement."
"Das Haus am Stadtrand ist sehr ruhig.","Das|Haus|am|Stadtrand|ist|sehr|ruhig|.","Describing location and atmosphere.","The house on the outskirts is very quiet."
"Ich danke Ihnen für die Informationen.","Ich|danke|Ihnen|für|die|Informationen|.","Polite closing on the phone.","I thank you for the information."
"Das Zimmer gefällt mir gar nicht.","Das|Zimmer|gefällt|mir|gar|nicht|.","Expressing strong dislike.","I don't like the room at all."
"Der Vermieter wohnt im ersten Stock.","Der|Vermieter|wohnt|im|ersten|Stock|.","Giving info about the landlord.","The landlord lives on the first floor."
"Das Bad hat eine Badewanne und eine Dusche.","Das|Bad|hat|eine|Badewanne|und|eine|Dusche|.","Describing bathroom features.","The bathroom has a bathtub and a shower."
"Gehören diese Schuhe dir?","Gehören|diese|Schuhe|dir|?","Asking about ownership of plural items.","Do these shoes belong to you?"
"Die Anzeige steht heute in der Zeitung.","Die|Anzeige|steht|heute|in|der|Zeitung|.","Stating where an ad is found.","The ad is in the newspaper today."
