text,question,answer,distractor1,distractor2,distractor3,translation,tip
"Ich lese einen Text auf Russisch. - Oh, sprichst du Russisch? - Ja, perfekt.","Wie spricht die Person Russisch?","Perfekt","Ein bisschen","Nicht so gut","Gar nicht","I am reading a text in Russian. - Oh, do you speak Russian? - Yes, perfectly.","Listen to the strong positive response."
"Das ist meine Kollegin. Sie kommt aus China.","Woher kommt die Kollegin?","Aus China","Aus Japan","Aus Spanien","Aus Deutschland","This is my colleague. She comes from China.","Listen to the country name."
"Wer ist die Frau hier? - Das ist die Frau von Markus.","Wer ist die Frau?","Die Frau von Markus","Die Schwester","Die Mutter","Die Kollegin","Who is the woman here? - That is Markus's wife.","'Frau von Markus' means Markus's wife."
"Liest du das Buch auf Englisch? - Nein, auf Deutsch.","Auf welcher Sprache liest die Person?","Auf Deutsch","Auf Englisch","Auf Spanisch","Auf Französisch","Are you reading the book in English? - No, in German.","Listen to the correction 'auf Deutsch'."
"Hast du Kinder? - Ja, eine Tochter. Und das ist mein Baby.","Wie viele Kinder sieht man vielleicht?","Zwei (Tochter und Baby)","Keine","Eins","Drei","Do you have children? - Yes, a daughter. And that is my baby.","She mentions a daughter AND a baby."
"Sprichst du kein Spanisch? - Doch! Meine Mutter kommt aus Madrid.","Spricht die Person Spanisch?","Ja","Nein","Nur ein bisschen","Weiß nicht","Do you not speak Spanish? - Yes! My mother comes from Madrid.","'Doch' means yes."
"Meine Eltern leben in Polen. Sie sprechen Polnisch.","Wo leben die Eltern?","In Polen","In Deutschland","In Russland","In Spanien","My parents live in Poland. They speak Polish.","Listen to the country name."
"Ist das Ihr Mann, Frau Wachter? - Nein, das ist mein Bruder.","Wer ist der Mann?","Ihr Bruder","Ihr Mann","Ihr Vater","Ihr Kollege","Is that your husband, Mrs. Wachter? - No, that is my brother.","Listen to the correction."
"Ich spreche Italienisch, Französisch und Arabisch.","Wie viele Sprachen nennt die Person?","Drei","Zwei","Vier","Eine","I speak Italian, French, and Arabic.","Count the languages mentioned."
"Kommst du nicht aus Österreich? - Doch, aus Wien.","Woher kommt die Person?","Aus Österreich (Wien)","Aus Deutschland","Aus der Schweiz","Aus Italien","Do you not come from Austria? - Yes, from Vienna.","'Doch' confirms Austria, specifically Vienna."
"Wer ist das? - Das ist Leon. Er ist der Sohn von Nicole.","Wer ist Leon?","Der Sohn von Nicole","Der Bruder","Der Vater","Der Enkel","Who is that? - That is Leon. He is Nicole's son.","Listen to the relationship."
"Spricht er Japanisch? - Ja, aber nicht so gut.","Wie spricht er Japanisch?","Nicht so gut","Perfekt","Sehr gut","Fließend","Does he speak Japanese? - Yes, but not so well.","Listen to the limitation 'nicht so gut'."
"Wir sind fünf Personen in der Familie: Meine Eltern, ich und zwei Schwestern.","Wie viele Schwestern hat die Person?","Zwei","Keine","Drei","Eine","We are five people in the family: My parents, me, and two sisters.","Listen for the number before 'Schwestern'."
"Ist das deine Familie? - Ja, mein Mann und unsere Tochter.","Wer ist auf dem Bild?","Mann und Tochter","Bruder und Schwester","Eltern und Sohn","Nur die Tochter","Is that your family? - Yes, my husband and our daughter.","Listen to who she lists."
"Ich lese gern. Und du? - Ich auch.","Was macht die Person gern?","Lesen","Sprechen","Lernen","Schreiben","I like to read. And you? - Me too.","Listen to the verb 'lesen'."
"Mein Großvater ist 75 und meine Großmutter ist 72.","Wie alt ist die Großmutter?","72","75","70","82","My grandfather is 75 and my grandmother is 72.","Listen carefully to the numbers for each person."
"Das ist mein Partner, Sven.","Wer ist Sven?","Der Partner","Der Bruder","Der Kollege","Der Vater","That is my partner, Sven.","Listen to the noun 'Partner'."
"Sprichst du Griechisch? - Nein, leider nicht.","Spricht die Person Griechisch?","Nein","Ja","Ein bisschen","Perfekt","Do you speak Greek? - No, unfortunately not.","'Nein, leider nicht' means no, unfortunately not."
"Sind das Ihre Enkel? - Ja, genau.","Wer sind die Kinder?","Die Enkel","Die Söhne","Die Geschwister","Die Schüler","Are those your grandchildren? - Yes, exactly.","Listen to the confirmation 'Ja, genau'."
"Meine Frau spricht sehr gut Chinesisch.","Wer spricht Chinesisch?","Seine Frau","Seine Mutter","Seine Tochter","Er selbst","My wife speaks very good Chinese.","Listen to the possessive phrase 'Meine Frau'."
"Ich habe keine Geschwister. Ich bin Einzelkind.","Hat die Person Geschwister?","Nein","Ja, einen Bruder","Ja, eine Schwester","Zwei","I have no siblings. I am an only child.","'keine Geschwister' means no siblings."
"Das Baby heißt Mia. Es ist ein Jahr alt.","Wie alt ist das Baby?","Ein Jahr","Zwei Jahre","Drei Monate","Sechs Monate","The baby's name is Mia. It is one year old.","Listen to the age."
"Wohnen deine Eltern hier? - Nein, sie wohnen in Italien.","Wo wohnen die Eltern?","In Italien","Hier","In Spanien","In der Türkei","Do your parents live here? - No, they live in Italy.","Listen to the country name."
"Bist du das auf dem Foto? - Ja, das bin ich mit meiner Schwester.","Wer ist noch auf dem Foto?","Die Schwester","Die Mutter","Die Freundin","Die Kollegin","Is that you in the photo? - Yes, that's me with my sister.","Listen to the person mentioned after 'mit'."
"Ich spreche nur Englisch und meine Muttersprache.","Wie viele Sprachen spricht die Person?","Zwei (Englisch + Muttersprache)","Eine","Drei","Viele","I only speak English and my native language.","Count English plus the native tongue."
"Ist er nicht dein Freund? - Doch!","Ist er der Freund?","Ja","Nein","Vielleicht","Weiß nicht","Is he not your friend? - Yes (he is)!","'Doch' means yes."
"Der Text ist auf Arabisch. Ich verstehe das nicht.","Warum versteht die Person den Text nicht?","Er ist auf Arabisch.","Er ist zu schwer.","Die Schrift ist klein.","Sie kann nicht lesen.","The text is in Arabic. I don't understand that.","Listen to the language of the text."
"Wer ist die Frau? - Das ist meine Kollegin.","Wer ist die Frau?","Die Kollegin","Die Schwester","Die Partnerin","Die Mutter","Who is the woman? - That is my colleague.","Listen to the noun."
"Das sind nicht meine Eltern. Das sind meine Großeltern.","Wer sind die Personen?","Die Großeltern","Die Eltern","Die Geschwister","Freunde","These are not my parents. These are my grandparents.","Listen to the correction."
"Ich lerne Spanisch. Ich spreche schon ein bisschen.","Wie gut spricht die Person Spanisch?","Ein bisschen","Perfekt","Sehr gut","Gar nicht","I am learning Spanish. I already speak a little.","Listen to the degree."
"Hast du kein Foto von deinem Opa? - Doch, hier.","Hat er ein Foto vom Opa?","Ja","Nein","Er sucht es","Das Foto ist weg","Do you not have a photo of your grandpa? - Yes, here.","'Doch' means yes he does."
"Mein Bruder ist Arzt. Er lebt in der Schweiz.","Was ist der Bruder von Beruf?","Arzt","Journalist","Ingenieur","Student","My brother is a doctor. He lives in Switzerland.","Listen to the profession."
"Verstehst du mich? - Nein, bitte sprechen Sie langsam.","Versteht die Person alles?","Nein","Ja","Ein bisschen","Perfekt","Do you understand me? - No, please speak slowly.","Listen to the negative response."
"Ist das deine Tochter? - Nein, meine Enkelin.","Wer ist das Mädchen?","Die Enkelin","Die Tochter","Die Schwester","Die Nichte","Is that your daughter? - No, my granddaughter.","Listen to the correction."
"Ich bin 20 und mein Bruder ist 24.","Wie alt ist der Bruder?","24","20","22","42","I am 20 and my brother is 24.","Listen to the number for the brother."
"Sie liest ein Buch auf Deutsch.","Auf welcher Sprache ist das Buch?","Auf Deutsch","Auf Englisch","Auf Russisch","Auf Spanisch","She is reading a book in German.","Listen to the language."
"Was ist das? Ein Stammbaum? - Ja, genau.","Was ist auf dem Bild?","Ein Stammbaum","Ein Foto","Ein Text","Ein Haus","What is that? A family tree? - Yes, exactly.","Listen to the confirmation of 'Stammbaum'."
"Sprecht ihr Türkisch? - Ja, das ist unsere Muttersprache.","Was ist ihre Muttersprache?","Türkisch","Deutsch","Arabisch","Griechisch","Do you all speak Turkish? - Yes, that is our native language.","Listen to the language they confirm."
"Meine Eltern sind geschieden.","Sind die Eltern verheiratet?","Nein, geschieden","Ja","Sie sind Singles","Sie leben zusammen","My parents are divorced.","'geschieden' means divorced."
"Wer ist der Mann? - Welcher Mann? Der hier? Das ist mein Vater.","Wer ist der Mann auf dem Bild?","Der Vater","Der Opa","Der Onkel","Der Bruder","Who is the man? - Which man? This one here? That is my father.","Listen to the final identification."
