pos,word,article,gender,gender_tip,plural,meaning,ex1_de,ex1_en,ex2_de,ex2_en
noun,Kaltmiete,die,f,die Kaltmiete (KM).,Kaltmieten,basic rent (without heating/utilities),"Die Kaltmiete ist 600 Euro.","The basic rent is 600 euros.","Zur Kaltmiete kommen noch Nebenkosten.","Utilities are added to the basic rent."
noun,Warmmiete,die,f,die Warmmiete (WM).,Warmmieten,total rent (with heating/utilities),"Die Warmmiete beträgt 750 Euro.","The total rent is 750 euros.","Ist das die Warmmiete?","Is that the total rent?"
noun,Nebenkosten,die,pl,die Nebenkosten (NK) — always plural.,-,additional costs / utilities,"Die Nebenkosten sind 150 Euro.","The utilities are 150 euros.","Wie hoch sind die Nebenkosten?","How high are the utilities?"
noun,Kaution,die,f,die Kaution — ends in -tion.,Kautionen,deposit (for an apartment),"Sie müssen 1000 Euro Kaution bezahlen.","You must pay a 1000 euro deposit.","Die Kaution sind zwei Monatsmieten.","The deposit is two months' rent."
noun,Anzeige,die,f,die Anzeige — ends in -e.,Anzeigen,advertisement / ad,"Ich lese die Anzeigen in der Zeitung.","I read the ads in the newspaper.","Ich rufe wegen der Anzeige an.","I am calling about the ad."
noun,Vermieter,der,m,der Vermieter — ends in -er.,Vermieter,landlord,"Der Vermieter ist sehr nett.","The landlord is very nice.","Ich muss den Vermieter anrufen.","I have to call the landlord."
noun,Mieter,der,m,der Mieter.,Mieter,tenant,"Der Mieter bezahlt die Miete.","The tenant pays the rent.","Wir suchen neue Mieter.","We are looking for new tenants."
noun,Stock,der,m,der Stock.,Stockwerke,floor / story (of a building),"Wir wohnen im ersten Stock.","We live on the first floor.","Das Haus hat vier Stockwerke.","The house has four floors."
noun,Erdgeschoss,das,n,das Erdgeschoss.,Erdgeschosse,ground floor,"Die Wohnung ist im Erdgeschoss.","The apartment is on the ground floor.","Im Erdgeschoss gibt es keinen Balkon.","There is no balcony on the ground floor."
noun,Zentrum,das,n,das Zentrum.,Zentren,center / city center,"Die Wohnung liegt im Zentrum.","The apartment is in the city center.","Das Zentrum ist sehr laut.","The center is very loud."
noun,Stadtrand,der,m,der Stadtrand.,Stadtränder,outskirts / edge of town,"Wir wohnen am Stadtrand.","We live on the outskirts of town.","Am Stadtrand ist es ruhig.","On the outskirts it is quiet."
noun,Dusche,die,f,die Dusche — ends in -e.,Duschen,shower,"Das Bad hat eine Dusche.","The bathroom has a shower.","Die Dusche ist kaputt.","The shower is broken."
noun,Badewanne,die,f,die Badewanne.,Badewannen,bathtub,"Ich liege in der Badewanne.","I am lying in the bathtub.","Das Bad hat keine Badewanne.","The bathroom has no bathtub."
noun,Waschbecken,das,n,das Waschbecken.,Waschbecken,sink / washbasin,"Das Waschbecken ist weiß.","The sink is white.","Hände waschen am Waschbecken.","Washing hands at the sink."
noun,Herd,der,m,der Herd.,Herde,stove / cooker,"Der Herd ist in der Küche.","The stove is in the kitchen.","Ich koche auf dem Herd.","I cook on the stove."
noun,Spüle,die,f,die Spüle — ends in -e.,Spülen,kitchen sink,"Die Spüle ist voll.","The kitchen sink is full.","Wir brauchen eine neue Spüle.","We need a new kitchen sink."
noun,Fenster,das,n,das Fenster.,Fenster,window,"Mach bitte das Fenster zu.","Please close the window.","Das Zimmer hat große Fenster.","The room has big windows."
noun,Tür,die,f,die Tür.,Türen,door,"Mach die Tür auf.","Open the door.","Die Tür ist geschlossen.","The door is closed."
verb,mieten,-,-,-,-,to rent (as a tenant),"Wir mieten eine Wohnung.","We are renting an apartment.","Ich möchte das Haus mieten.","I would like to rent the house."
verb,vermieten,-,-,-,-,to let / to rent out (as a landlord),"Er vermietet seine Wohnung.","He is renting out his apartment.","Das Haus ist schon vermietet.","The house is already rented out."
verb,umziehen,-,-,-,-,to move (houses) (separable),"Wir ziehen am Wochenende um.","We are moving on the weekend.","Bist du umgezogen?","Did you move?"
verb,einziehen,-,-,-,-,to move in (separable),"Wann können wir einziehen?","When can we move in?","Ich ziehe morgen ein.","I am moving in tomorrow."
verb,gefallen,-,-,-,-,to please / to be liked by (takes Dativ),"Die Wohnung gefällt mir.","I like the apartment (The apartment pleases me).","Gefällt dir das Zimmer?","Do you like the room?"
verb,gehören,-,-,-,-,to belong to (takes Dativ),"Das Haus gehört mir.","The house belongs to me.","Wem gehört das Auto?","Who does the car belong to?"
verb,danken,-,-,-,-,to thank (takes Dativ),"Ich danke dir.","I thank you.","Wir danken Ihnen für die Hilfe.","We thank you for the help."
verb,helfen,-,-,-,-,to help (takes Dativ),"Kannst du mir helfen?","Can you help me?","Ich helfe dir beim Umzug.","I'll help you with the move."
verb,antworten,-,-,-,-,to answer (takes Dativ),"Bitte antworte mir.","Please answer me.","Er antwortet der Frau.","He answers the woman."
adjective,hell,-,-,-,-,bright / light,"Das Wohnzimmer ist sehr hell.","The living room is very bright.","Ein helles Zimmer.","A bright room."
adjective,dunkel,-,-,-,-,dark,"Der Flur ist dunkel.","The hallway is dark.","Es ist schon dunkel.","It is already dark."
adjective,ruhig,-,-,-,-,quiet,"Die Wohnung ist sehr ruhig.","The apartment is very quiet.","Am Stadtrand ist es ruhig.","It is quiet on the outskirts."
adjective,laut,-,-,-,-,loud / noisy,"Die Straße ist zu laut.","The street is too loud.","Die Nachbarn sind laut.","The neighbors are loud."
adjective,teuer,-,-,-,-,expensive,"Die Miete ist zu teuer.","The rent is too expensive.","München ist teuer.","Munich is expensive."
adjective,billig,-,-,-,-,cheap,"Das Zimmer ist billig.","The room is cheap.","Die Wohnung ist nicht billig.","The apartment is not cheap."
adjective,groß,-,-,-,-,big / large,"Das Haus ist groß.","The house is big.","Wie groß ist die Wohnung?","How big is the apartment?"
adjective,klein,-,-,-,-,small,"Das Kinderzimmer ist klein.","The children's room is small.","Eine kleine Küche.","A small kitchen."
adjective,alt,-,-,-,-,old,"Das Haus ist sehr alt.","The house is very old.","Wir wohnen in einem alten Haus.","We live in an old house."
adjective,neu,-,-,-,-,new,"Wir suchen eine neue Wohnung.","We are looking for a new apartment.","Das Bad ist ganz neu.","The bathroom is completely new."
adjective,möbliert,-,-,-,-,furnished,"Das Zimmer ist möbliert.","The room is furnished.","Ich suche eine möblierte Wohnung.","I am looking for a furnished apartment."
adjective,zentral,-,-,-,-,central,"Die Wohnung liegt sehr zentral.","The apartment is very central.","Ein zentrales Hotel.","A central hotel."
adjective,gemütlich,-,-,-,-,cozy / comfortable,"Das Wohnzimmer ist sehr gemütlich.","The living room is very cozy.","Machen Sie es sich gemütlich.","Make yourself comfortable."
adjective,breit,-,-,-,-,wide / broad,"Der Flur ist sehr breit.","The hallway is very wide.","Ein breites Bett.","A wide bed."
adjective,schmal,-,-,-,-,narrow,"Die Treppe ist schmal.","The stairs are narrow.","Ein schmales Zimmer.","A narrow room."
pronoun,mir,-,-,-,-,me / to me (Dativ of 'ich'),"Das gefällt mir.","I like that (It pleases me).","Gehört das dir? - Nein, das gehört mir nicht.","Does that belong to you? - No, that doesn't belong to me."
pronoun,dir,-,-,-,-,"you / to you (Dativ of 'du', informal)",Ich helfe dir.,I help you.,Gefällt dir die Wohnung?,Do you like the apartment?
pronoun,ihm,-,-,-,-,him / to him / to it (Dativ of 'er' & 'es'),"Das Auto gehört ihm.","The car belongs to him.","Wie geht es ihm?","How is he doing?"
pronoun,ihr,-,-,-,-,her / to her (Dativ of 'sie' singular),"Die Wohnung gefällt ihr.","She likes the apartment.","Ich danke ihr.","I thank her."
pronoun,uns,-,-,-,-,us / to us (Dativ of 'wir'),"Das Haus gehört uns.","The house belongs to us.","Können Sie uns helfen?","Can you help us?"
pronoun,euch,-,-,-,-,"you / to you (Dativ of 'ihr', informal plural)",Gefällt euch das Zimmer?,Do you all like the room?,Ich helfe euch gern.,I gladly help you all.
pronoun,ihnen,-,-,-,-,them / to them (Dativ of 'sie' plural),"Das gefällt ihnen nicht.","They do not like that.","Das gehört ihnen.","That belongs to them."
pronoun,Ihnen,-,-,-,-,"you / to you (Dativ of 'Sie', formal)",Ich danke Ihnen.,I thank you.,Gefällt Ihnen die Wohnung?,Do you like the apartment?
abbreviation,ZKB,-,-,-,-,"rooms kitchen bathroom (Zimmer, Küche, Bad)",Suche 3 ZKB.,"Looking for 3 rooms, kitchen, bathroom.",Die Wohnung hat 2 ZKB.,"The apartment has 2 rooms, kitchen, and bathroom."
abbreviation,NK,-,-,-,-,utilities (Nebenkosten),"Plus 150 Euro NK.","Plus 150 euros utilities.","Die NK sind hoch.","The utilities are high."
abbreviation,KM,-,-,-,-,basic rent (Kaltmiete),"KM 500 Euro.","Basic rent 500 euros.","Was ist die KM?","What is the basic rent?"
abbreviation,WM,-,-,-,-,total rent (Warmmiete),"WM 650 Euro.","Total rent 650 euros.","Ist das inkl. WM?","Is that including total rent?"
abbreviation,qm,-,-,-,-,square meters (Quadratmeter),"Die Wohnung hat 70 qm.","The apartment has 70 sqm.","Preis pro qm.","Price per sqm."
adverb,zu,-,-,-,-,too (excessive),"Das ist zu teuer.","That is too expensive.","Das Zimmer ist zu klein.","The room is too small."
adverb,sehr,-,-,-,-,very,"Das ist sehr schön.","That is very beautiful.","Die Wohnung ist sehr groß.","The apartment is very big."
noun,Wohngemeinschaft,die,f,die Wohngemeinschaft (WG).,Wohngemeinschaften,shared apartment / flatshare,"Ich wohne in einer WG.","I live in a flatshare.","Wir suchen ein WG-Zimmer.","We are looking for a flatshare room."
