test_text,answer,test_verb,tip,meaning,grammar_tip
"Ich bin zu Hause null. (bleiben)","geblieben","bleiben","Partizip II of 'bleiben'","I stayed at home.","Partizip II: geblieben."
"Bist du in Spanien null? (sein)","gewesen","sein","Partizip II of 'sein'","Were you in Spain?","Partizip II of 'sein' is 'gewesen'."
"Am null Mai ist ein Feiertag. (1.)","ersten","Zahlen","Ordinal number for 1 (with am)","On the first of May is a holiday.","Ordinal: 1. -> ersten."
"Am null Oktober. (3.)","dritten","Zahlen","Ordinal number for 3 (with am)","On the third of October.","Ordinal: 3. -> dritten."
"Am null August. (7.)","siebten","Zahlen","Ordinal number for 7 (with am)","On the seventh of August.","Ordinal: 7. -> siebten (drops 'en')."
"Am null September. (8.)","achten","Zahlen","Ordinal number for 8 (with am)","On the eighth of September.","Ordinal: 8. -> achten (drops one 't')."
"Am null Juni. (20.)","zwanzigsten","Zahlen","Ordinal number for 20 (with am)","On the twentieth of June.","Ordinal >= 20: add -sten -> zwanzigsten."
"Am null Juli. (21.)","einundzwanzigsten","Zahlen","Ordinal number for 21 (with am)","On the twenty-first of July.","Ordinal >= 20: add -sten -> einundzwanzigsten."
"Ich habe null Januar Geburtstag.","im","in","Preposition for months","I have my birthday in January.","Months use 'im'."
"Ich gratuliere null zum Geburtstag! (you, informal)","dir","du","Dative pronoun for 'gratulieren'","I congratulate you on your birthday!","gratulieren takes Dativ: dir."
"Wir gratulieren null! (you, formal)","Ihnen","Sie","Dative pronoun for 'gratulieren'","We congratulate you!","gratulieren takes Dativ: Ihnen."
"Ich schenke null ein Buch. (him)","ihm","er","Dative pronoun for 'schenken'","I am giving him a book.","schenken takes Dativ for the person: ihm."
"Was schenkst du null? (her)","ihr","sie","Dative pronoun for 'schenken'","What are you giving her?","schenken takes Dativ for the person: ihr."
"null du im Sommer gereist? (sein)","Bist","sein","2nd person singular 'sein'","Did you travel in summer?","'reisen' takes 'sein' in Perfekt."
"Er ist am Samstag null. (kommen)","gekommen","kommen","Partizip II of 'kommen'","He came on Saturday.","Partizip II: gekommen."
"Wir sind am Wochenende in Berlin null. (sein)","gewesen","sein","Partizip II of 'sein'","We were in Berlin on the weekend.","Partizip II: gewesen."
"Ich habe viel Glück null. (haben)","gehabt","haben","Partizip II of 'haben'","I had a lot of luck.","Perfekt of haben: habe ... gehabt."
"Am null Dezember ist Silvester. (31.)","einunddreißigsten","Zahlen","Ordinal number for 31 (with am)","On the thirty-first of December is New Year's Eve.","Ordinal >= 20: add -sten -> einunddreißigsten."
