sentence,words,tip,translation_en
"Holst du mich am Bahnhof ab?","Holst|du|mich|am|Bahnhof|ab|?","Asking to be picked up.","Are you picking me up at the train station?"
"Der Bus hält an der nächsten Haltestelle.","Der|Bus|hält|an|der|nächsten|Haltestelle|.","Describing the bus route.","The bus stops at the next stop."
"Wo ist die Haltestelle für die Straßenbahn?","Wo|ist|die|Haltestelle|für|die|Straßenbahn|?","Asking for a tram stop.","Where is the stop for the tram?"
"Ich kaufe die Fahrkarte am Automaten.","Ich|kaufe|die|Fahrkarte|am|Automaten|.","Stating where to buy a ticket.","I buy the ticket at the machine."
"Haben Sie Gepäck?","Haben|Sie|Gepäck|?","Asking about luggage.","Do you have luggage?"
"Ja, ich habe einen Koffer und eine Tasche.","Ja|,|ich|habe|einen|Koffer|und|eine|Tasche|.","Listing luggage items.","Yes, I have a suitcase and a bag."
"Wir fliegen vom Flughafen Frankfurt.","Wir|fliegen|vom|Flughafen|Frankfurt|.","Stating departure airport.","We are flying from Frankfurt airport."
"Zeigen Sie bitte Ihren Ausweis.","Zeigen|Sie|bitte|Ihren|Ausweis|.","Requesting identification.","Please show your ID."
"Hier ist mein Pass.","Hier|ist|mein|Pass|.","Providing a passport.","Here is my passport."
"Bitte alle Passagiere aussteigen.","Bitte|alle|Passagiere|aussteigen|.","Announcement to disembark.","All passengers disembark, please."
"Gute Fahrt!","Gute|Fahrt|!","Wishing a good trip (by vehicle).","Have a good trip!"
"Guten Flug!","Guten|Flug|!","Wishing a good flight.","Have a good flight!"
"Entschuldigung, fährt dieser Zug nach Bremen?","Entschuldigung|,|fährt|dieser|Zug|nach|Bremen|?","Asking if a train goes to a specific place.","Excuse me, does this train go to Bremen?"
"Der Zug ist pünktlich.","Der|Zug|ist|pünktlich|.","Stating the train is on time.","The train is on time."
"Leider hat der Bus Verspätung.","Leider|hat|der|Bus|Verspätung|.","Stating a delay.","Unfortunately, the bus is delayed."
"Ich nehme lieber das Fahrrad.","Ich|nehme|lieber|das|Fahrrad|.","Expressing a transport preference.","I prefer to take the bike."
"Gehst du zu Fuß?","Gehst|du|zu|Fuß|?","Asking if someone is walking.","Are you going on foot?"
"Nein, es ist zu weit.","Nein|,|es|ist|zu|weit|.","Giving a reason not to walk.","No, it is too far."
"Ja, es ist ganz nah.","Ja|,|es|ist|ganz|nah|.","Giving a reason to walk.","Yes, it is very close."
"Wir wollen pünktlich ankommen.","Wir|wollen|pünktlich|ankommen|.","Expressing an intention.","We want to arrive on time."
"Der Anschluss nach Wien wartet auf Gleis 2.","Der|Anschluss|nach|Wien|wartet|auf|Gleis|2|.","Announcement about a connection.","The connection to Vienna is waiting on track 2."
"Wo finde ich die Information?","Wo|finde|ich|die|Information|?","Asking for the info desk.","Where can I find the information desk?"
"Am Schalter können Sie Tickets kaufen.","Am|Schalter|können|Sie|Tickets|kaufen|.","Directing someone to the ticket window.","You can buy tickets at the counter."
"Haben Sie den Fahrplan?","Haben|Sie|den|Fahrplan|?","Asking for the schedule.","Do you have the timetable?"
"Der Abflug ist in 30 Minuten.","Der|Abflug|ist|in|30|Minuten|.","Stating time until takeoff.","Departure is in 30 minutes."
