pos,word,article,gender,gender_tip,plural,meaning,ex1_de,ex1_en,ex2_de,ex2_en
verb,planen,-,-,-,-,to plan,"Wir planen eine Überraschung.","We are planning a surprise.","Habt ihr die Hochzeit schon geplant?","Have you already planned the wedding?"
adverb,herzlich,-,-,-,-,cordially / warmly / heartfelt,"Herzlichen Glückwunsch!","Heartfelt congratulations!","Ich lade dich herzlich ein.","I cordially invite you."
adverb,froh,-,-,-,-,happy / merry,"Frohe Weihnachten!","Merry Christmas!","Frohes neues Jahr!","Happy New Year!"
adverb,alles,-,-,-,-,everything / all,"Alles Gute!","All the best!","Alles Liebe zum Geburtstag!","All the love for your birthday!"
adjective,erste,-,-,-,-,first (1.),"Heute ist der erste Mai.","Today is the first of May.","Das erste Geschenk.","The first gift."
adjective,zweite,-,-,-,-,second (2.),"Morgen ist der zweite Mai.","Tomorrow is the second of May.","Die zweite Tür rechts.","The second door on the right."
adjective,dritte,-,-,-,-,third (3. - irregular),"Am dritten Oktober ist ein Feiertag.","On the third of October is a holiday.","Der dritte Platz.","The third place."
adjective,vierte,-,-,-,-,fourth (4.),"Heute ist der vierte April.","Today is the fourth of April.","Das vierte Kind.","The fourth child."
adjective,fünfte,-,-,-,-,fifth (5.),"Am fünften Juli.","On the fifth of July.","Der fünfte Tag.","The fifth day."
adjective,sechste,-,-,-,-,sixth (6.),"Der sechste Dezember.","The sixth of December.","Am sechsten.","On the sixth."
adjective,siebte,-,-,-,-,seventh (7. - irregular),"Heute ist der siebte.","Today is the seventh.","Am siebten August.","On the seventh of August."
adjective,achte,-,-,-,-,eighth (8. - irregular),"Der achte Mai.","The eighth of May.","Am achten.","On the eighth."
adjective,neunte,-,-,-,-,ninth (9.),"Der neunte November.","The ninth of November.","Am neunten.","On the ninth."
adjective,zehnte,-,-,-,-,tenth (10.),"Der zehnte Oktober.","The tenth of October.","Am zehnten.","On the tenth."
adjective,elfte,-,-,-,-,eleventh (11.),"Der elfte November.","The eleventh of November.","Am elften.","On the eleventh."
adjective,zwölfte,-,-,-,-,twelfth (12.),"Der zwölfte Dezember.","The twelfth of December.","Am zwölften.","On the twelfth."
adjective,zwanzigste,-,-,-,-,twentieth (20.),"Der zwanzigste Januar.","The twentieth of January.","Am zwanzigsten.","On the twentieth."
adjective,einundzwanzigste,-,-,-,-,twenty-first (21.),"Der einundzwanzigste März.","The twenty-first of March.","Am einundzwanzigsten.","On the twenty-first."
adjective,dreißigste,-,-,-,-,thirtieth (30.),"Der dreißigste April.","The thirtieth of April.","Am dreißigsten.","On the thirtieth."
adjective,einunddreißigste,-,-,-,-,thirty-first (31.),"Der einunddreißigste Dezember.","The thirty-first of December.","Am einunddreißigsten feiern wir Silvester.","On the thirty-first we celebrate New Year's Eve."
phrase,Viel Glück,-,-,-,-,Good luck,"Viel Glück im neuen Jahr!","Good luck in the new year!","Ich wünsche dir viel Glück.","I wish you a lot of luck."
phrase,Schade,-,-,-,-,Pity / Too bad,"Schade, dass du nicht kommen kannst.","It's a pity you can't come.","Oh, wie schade!","Oh, what a pity!"
adverb,liebe,-,-,-,-,dear (for females/plural in letters),"Liebe Maria,...","Dear Maria,...","Liebe Freunde,...","Dear friends,..."
adverb,lieber,-,-,-,-,dear (for males in letters),"Lieber Tom,...","Dear Tom,...","Lieber Herr Müller,...","Dear Mr. Müller,..."
noun,Brief,der,m,der Brief.,Briefe,letter,"Ich schreibe einen Brief.","I am writing a letter.","Ein Brief von meiner Familie.","A letter from my family."
noun,Gruß,der,m,der Gruß.,Grüße,greeting,"Viele Grüße!","Many greetings!","Liebe Grüße aus Berlin.","Warm greetings from Berlin."
noun,Getränk,das,n,das Getränk.,Getränke,drink / beverage,"Wir kaufen Getränke für die Party.","We are buying drinks for the party.","Kaltes Getränk.","Cold drink."
noun,Essen,das,n,das Essen.,-,food / meal,"Das Essen ist lecker.","The food is delicious.","Wer macht das Essen?","Who is making the food?"
noun,Musik,die,f,die Musik.,-,music,"Wir brauchen gute Musik für das Fest.","We need good music for the party.","Die Musik ist laut.","The music is loud."
noun,Spaß,der,m,der Spaß.,Späße,fun,"Viel Spaß auf der Party!","Have fun at the party!","Das macht Spaß.","That is fun."
noun,Garten,der,m,der Garten.,Gärten,garden,"Die Feier ist im Garten.","The celebration is in the garden.","Wir grillen im Garten.","We are grilling in the garden."
adverb,später,-,-,-,-,later,"Wir sehen uns später.","We'll see each other later.","Ich komme später.","I'll come later."
adverb,pünktlich,-,-,-,-,punctual / on time,"Bitte komm pünktlich.","Please come on time.","Die Party fängt pünktlich an.","The party starts on time."
adverb,vielleicht,-,-,-,-,maybe / perhaps,"Vielleicht bringe ich einen Kuchen mit.","Maybe I will bring a cake.","Kommst du? - Vielleicht.","Are you coming? - Maybe."
noun,Antwort,die,f,die Antwort — ends in -ort (exception to some rules).,Antworten,answer / reply,"Ich brauche eine Antwort bis Freitag.","I need an answer by Friday.","Danke für deine schnelle Antwort.","Thanks for your quick reply."
