sentence,words,tip,translation_en
"Ja, ein bisschen.","Ja|,|ein|bisschen|.","Answering with low proficiency.","Yes, a little bit."
"Nein, ich spreche kein Spanisch.","Nein|,|ich|spreche|kein|Spanisch|.","Negative answer to language question.","No, I don't speak Spanish."
"Meine Muttersprache ist Arabisch.","Meine|Muttersprache|ist|Arabisch|.","Stating native language.","My mother tongue is Arabic."
"Er spricht perfekt Französisch.","Er|spricht|perfekt|Französisch|.","Describing someone else's proficiency.","He speaks perfect French."
"Sie spricht nicht so gut Russisch.","Sie|spricht|nicht|so|gut|Russisch|.","Describing lower proficiency.","She doesn't speak Russian very well."
"Ich lerne jetzt Italienisch.","Ich|lerne|jetzt|Italienisch|.","Stating a language currently being learned.","I am learning Italian now."
"Was liest du?","Was|liest|du|?","Asking what someone is reading.","What are you reading?"
"Ich lese einen Text auf Deutsch.","Ich|lese|einen|Text|auf|Deutsch|.","Stating what is being read.","I am reading a text in German."
"Liest er das Buch?","Liest|er|das|Buch|?","Asking if someone is reading.","Is he reading the book?"
"Der Großvater liest die Zeitung.","Der|Großvater|liest|die|Zeitung|.","Describing an action.","The grandfather is reading the newspaper."
"Wir lernen zusammen Deutsch.","Wir|lernen|zusammen|Deutsch|.","Describing a shared activity.","We are learning German together."
"Wer ist das hier?","Wer|ist|das|hier|?","Asking about someone specific in a picture.","Who is that here?"
"Das ist mein Kollege, Paco.","Das|ist|mein|Kollege|,|Paco|.","Introducing a coworker.","That is my colleague, Paco."
"Das ist meine Kollegin, Nicole.","Das|ist|meine|Kollegin|,|Nicole|.","Introducing a female coworker.","That is my colleague, Nicole."
"Haben Sie ein Foto von Ihrer Familie?","Haben|Sie|ein|Foto|von|Ihrer|Familie|?","Asking for a picture (formal).","Do you have a photo of your family?"
"Meine Familie lebt in Österreich.","Meine|Familie|lebt|in|Österreich|.","Stating where family lives.","My family lives in Austria."
"Ihre Familie ist sehr groß.","Ihre|Familie|ist|sehr|groß|.","Describing someone's family.","Her family is very big."
"Ich habe einen Sohn und eine Tochter.","Ich|habe|einen|Sohn|und|eine|Tochter|.","Listing children.","I have a son and a daughter."
"Mein Enkel ist fünf Jahre alt.","Mein|Enkel|ist|fünf|Jahre|alt|.","Stating a grandchild's age.","My grandson is five years old."
"Ist deine Oma aus Polen?","Ist|deine|Oma|aus|Polen|?","Asking about origin of a family member.","Is your grandma from Poland?"
"Mein Opa spricht Polnisch.","Mein|Opa|spricht|Polnisch|.","Describing a family member's skill.","My grandpa speaks Polish."
"Spricht er auch Deutsch?","Spricht|er|auch|Deutsch|?","Asking for an additional language.","Does he also speak German?"
"Nein, nur Polnisch.","Nein|,|nur|Polnisch|.","Stating a limitation.","No, only Polish."
"Hören Sie die Interviews.","Hören|Sie|die|Interviews|.","Instruction to listen.","Listen to the interviews."
"Kreuzen Sie an: richtig oder falsch.","Kreuzen|Sie|an|:|richtig|oder|falsch|.","Instruction for an exercise.","Tick: right or wrong."
"Verstehst du das Wort?","Verstehst|du|das|Wort|?","Asking about comprehension.","Do you understand the word?"
"Ich verstehe das nicht.","Ich|verstehe|das|nicht|.","Stating lack of comprehension.","I don't understand that."
"Sprechen Sie bitte langsam.","Sprechen|Sie|bitte|langsam|.","Asking someone to speak slowly.","Please speak slowly."
"Ich weiß es nicht.","Ich|weiß|es|nicht|.","Stating lack of knowledge.","I don't know."
"Das Baby heißt Leon.","Das|Baby|heißt|Leon|.","Giving the name of a baby.","The baby is called Leon."
"Wir sind Partner.","Wir|sind|Partner|.","Stating relationship status.","We are partners."
"Er ist der Partner von Nicole.","Er|ist|der|Partner|von|Nicole|.","Specifying whose partner someone is.","He is Nicole's partner."
"Das ist ein Stammbaum.","Das|ist|ein|Stammbaum|.","Identifying a family tree.","That is a family tree."
