text,question,answer,distractor1,distractor2,distractor3,translation,tip
"Ist noch Eis da? Ich möchte ein Eis mit Schokolade. - Nein, das Eis ist alle.","Bekommt die Person ein Eis?","Nein, das Eis ist alle (leer).","Ja, mit Schokolade.","Ja, mit Früchten.","Sie mag kein Eis.","Is there still ice cream left? I would like an ice cream with chocolate. - No, the ice cream is all gone.","'alle' means empty or finished in this context."
"Magst du das Gemüse nicht? - Doch, aber ich bin schon satt.","Warum isst die Person nicht weiter?","Sie ist satt.","Das Gemüse schmeckt nicht.","Das Gemüse ist kalt.","Sie mag kein Gemüse.","Do you not like the vegetables? - Yes I do, but I am already full.","'satt' means full / not hungry anymore."
"Wir haben Gäste heute Abend. Was kochen wir? - Machen wir doch Nudeln. Das mögen alle.","Was kochen sie für die Gäste?","Nudeln","Pizza","Fisch","Suppe","We have guests tonight. What are we cooking? - Let's make pasta. Everyone likes that.","Listen to the suggested meal."
"Ich nehme nur einen Salat. Ich habe keinen großen Hunger.","Warum bestellt die Person nur einen Salat?","Sie hat keinen großen Hunger.","Sie hat kein Geld.","Sie ist Vegetarier.","Der Salat ist lecker.","I will only take a salad. I am not very hungry.","Listen to the reason provided."
"Der Kaffee ist heiß. Hast du etwas kalte Milch? - Ja, hier bitte.","Was braucht die Person für den Kaffee?","Kalte Milch","Zucker","Eis","Wasser","The coffee is hot. Do you have some cold milk? - Yes, here you go.","Listen to what she asks for."
"Ich trinke auf dich! Zum Wohl! - Zum Wohl!","Was machen die Personen?","Sie stoßen an (trinken zusammen).","Sie essen Kuchen.","Sie kochen.","Sie bestellen Pizza.","I drink to you! Cheers! - Cheers!","'Zum Wohl' is a toasting phrase."
"Ich esse kein Obst. Äpfel, Bananen, Orangen... das mag ich alles nicht.","Was isst die Person nicht?","Obst (Äpfel, Bananen, Orangen)","Gemüse","Fleisch","Brot","I don't eat fruit. Apples, bananas, oranges... I don't like any of that.","Listen to the category 'Obst' and the examples."
"Entschuldigung, mir fehlt ein Löffel für die Suppe. - Oh, ich bringe Ihnen sofort einen Löffel.","Was bringt der Kellner?","Einen Löffel","Eine Gabel","Ein Messer","Einen Teller","Excuse me, I am missing a spoon for the soup. - Oh, I will bring you a spoon immediately.","Listen to the utensil requested."
"Isst du jeden Tag Fleisch? - Nein, nur am Wochenende. In der Woche esse ich oft Reis und Gemüse.","Wann isst die Person Fleisch?","Am Wochenende","Jeden Tag","Nie","In der Woche","Do you eat meat every day? - No, only on the weekend. During the week I often eat rice and vegetables.","Listen to the time frame 'am Wochenende'."
"Das Frühstück im Hotel ist super! Es gibt Brötchen, Eier, Käse, Wurst und vieles mehr.","Wie ist das Frühstück im Hotel?","Super (es gibt sehr viel)","Nicht gut","Sehr teuer","Es gibt kein Frühstück.","The breakfast in the hotel is super! There are rolls, eggs, cheese, sausage, and much more.","Listen to the positive review."
"Möchtest du mein Brötchen? Ich kann nicht mehr essen. - Gerne, danke!","Warum gibt die Person das Brötchen ab?","Sie kann nicht mehr essen (ist satt).","Das Brötchen ist alt.","Sie mag keine Brötchen.","Sie möchte lieber Brot.","Would you like my roll? I cannot eat anymore. - Gladly, thanks!","Listen to the reason 'kann nicht mehr essen'."
"Haben Sie einen Tisch für zwei Personen? - Ja, hier am Fenster. Setzen Sie sich bitte.","Wie viele Personen möchten essen?","Zwei","Drei","Vier","Eine","Do you have a table for two people? - Yes, here by the window. Please sit down.","Listen to the number 'zwei Personen'."
"Ich kaufe das Brot immer in der Bäckerei. Das Brot im Supermarkt schmeckt mir nicht.","Wo kauft die Person Brot?","In der Bäckerei","Im Supermarkt","Auf dem Markt","An der Tankstelle","I always buy bread at the bakery. The bread in the supermarket doesn't taste good to me.","Listen to the preferred location 'Bäckerei'."
"Bringen Sie uns bitte zwei Bier und ein Wasser. - Kommt sofort.","Was bestellen die Gäste?","Zwei Bier und ein Wasser","Drei Bier","Ein Bier und zwei Wasser","Nur Wasser","Bring us two beers and a water, please. - Coming right up.","Listen to the exact drink order."
"Der Honig ist leer. Kannst du neuen Honig kaufen? - Ja, mache ich.","Was ist leer?","Der Honig","Die Marmelade","Die Butter","Die Milch","The honey is empty. Can you buy new honey? - Yes, I will.","Listen to the missing item."
"Ich lade dich zu meiner Party ein! Es gibt Pizza für alle.","Was gibt es auf der Party zu essen?","Pizza","Kuchen","Suppe","Nudeln","I invite you to my party! There is pizza for everyone.","Listen to the food mentioned."
"Wie findest du die Suppe? - Ein bisschen zu salzig.","Wie schmeckt die Suppe?","Zu salzig","Sehr lecker","Fantastisch","Süß","How do you find the soup? - A bit too salty.","Listen to the critique 'zu salzig'."
"Magst du das Hähnchen nicht? - Doch, aber ich esse zuerst den Salat.","Was isst die Person zuerst?","Den Salat","Das Hähnchen","Die Pizza","Das Brot","Do you not like the chicken? - Yes I do, but I am eating the salad first.","Listen to the time word 'zuerst'."
"Wir trinken heute keinen Wein, wir müssen noch Auto fahren. - Gut, dann nehmen wir Apfelsaft.","Warum trinken sie keinen Wein?","Sie müssen noch Auto fahren.","Der Wein ist zu teuer.","Sie mögen keinen Wein.","Es gibt keinen Wein.","We are not drinking wine today, we still have to drive. - Good, then we will have apple juice.","Listen to the reason involving the car."
"Kommst du zum Kaffeetrinken? Ich habe einen Kuchen gebacken. - Toll, ich komme gleich.","Was hat die Person gebacken?","Einen Kuchen","Eine Pizza","Ein Brot","Brötchen","Are you coming over for coffee? I baked a cake. - Great, I'll be right there.","Listen to the baked good."
"Entschuldigung, mein Teller ist schmutzig. Kann ich einen neuen haben? - Oh, natürlich!","Was ist mit dem Teller?","Er ist schmutzig.","Er ist zu klein.","Er ist zerbrochen.","Er ist leer.","Excuse me, my plate is dirty. Can I have a new one? - Oh, of course!","Listen to the adjective 'schmutzig' (dirty)."
"Ich mag nichts Warmes am Mittag. Ich esse lieber nur ein Brötchen mit Käse.","Was isst die Person am Mittag lieber?","Ein Brötchen mit Käse (nichts Warmes)","Eine Suppe","Nudeln mit Fleisch","Pizza","I don't like anything warm for lunch. I prefer to eat just a roll with cheese.","Listen to the preference."
