test_text,answer,test_verb,tip,meaning,grammar_tip
"Fährst du mit null Auto? (das)","dem","mit","Dativ neuter article after 'mit'","Are you traveling by car?","mit + Dativ: das Auto -> dem Auto."
"Ich reise mit null Flugzeug. (das)","dem","mit","Dativ neuter article after 'mit'","I travel by airplane.","mit + Dativ: das Flugzeug -> dem Flugzeug."
"Ich fahre mit null Fahrrad. (das)","dem","mit","Dativ neuter article after 'mit'","I ride a bicycle.","mit + Dativ: das Fahrrad -> dem Fahrrad."
"Er fährt mit null S-Bahn. (die)","der","mit","Dativ feminine article after 'mit'","He travels by S-Bahn.","mit + Dativ: die S-Bahn -> der S-Bahn."
"Wir fliegen null Spanien. (to)","nach","nach","Preposition for countries/cities","We fly to Spain.","Cities/Countries with no article use 'nach' (nach Spanien, nach Berlin)."
"Ich fahre null München. (to)","nach","nach","Preposition for countries/cities","I travel to Munich.","Cities/Countries use 'nach'."
"Ich fahre null Bahnhof. (der)","zum","zu","Preposition + Dativ (zu + dem)","I am going to the train station.","zu + dem = zum (zum Bahnhof)."
"Wir gehen null Arbeit. (die)","zur","zu","Preposition + Dativ (zu + der)","We are going to work.","zu + der = zur (zur Arbeit)."
"Fährst du null Flughafen? (der)","zum","zu","Preposition + Dativ (zu + dem)","Are you driving to the airport?","zu + dem = zum."
"Der Zug fahrt in München null. (abfahren)","ab","abfahren","Separable prefix at the end","The train departs in Munich.","Separable verb: abfahren -> fährt ... ab."
"Wann kommt der Bus null? (ankommen)","an","ankommen","Separable prefix at the end","When does the bus arrive?","Separable verb: ankommen -> kommt ... an."
"Wir müssen in Berlin null. (umsteigen)","umsteigen","umsteigen","Infinitive stays at the end with modal verb","We must transfer in Berlin.","Modal verbs put the infinitive (umsteigen) at the end."
"null Sie einsteigen, bitte! (einsteigen)","Steigen","einsteigen","Formal imperative of separable verb","Please board!","Imperative: Steigen Sie ... ein."
"Ich null dich am Bahnhof ab. (abholen)","hole","abholen","1st person singular of separable verb","I pick you up at the train station.","Separable verb: abholen -> hole ... ab."
"Ich will ein Ticket null. (kaufen)","kaufen","kaufen","Infinitive at the end with modal verb","I want to buy a ticket.","Modal verbs put the infinitive (kaufen) at the end."
"Was null Sie machen? (want)","wollen","wollen","Formal 'you' of 'wollen'","What do you want to do?","wollen: Sie -> wollen."
"null Sie umsteigen? (must)","Müssen","müssen","Formal 'you' of 'müssen'","Do you have to transfer?","müssen: Sie -> müssen."
"Fährt der Zug nach Köln? - Ja, er null direkt nach Köln.","fährt","fahren","3rd person singular of 'fahren' (a -> ä)","Does the train go to Cologne? - Yes, it goes directly to Cologne.","fahren: er -> fährt."
"Ich null den Bus. (take)","nehme","nehmen","1st person singular of 'nehmen'","I take the bus.","nehmen: ich -> nehme."
"null du ein Taxi? (take)","Nimmst","nehmen","2nd person singular of 'nehmen' (e -> i)","Are you taking a taxi?","nehmen: du -> nimmst (irregular)."
"Er null die U-Bahn. (takes)","nimmt","nehmen","3rd person singular of 'nehmen' (e -> i)","He takes the subway.","nehmen: er -> nimmt (irregular)."
"Der Zug null nicht in Bonn. (stops)","hält","halten","3rd person singular of 'halten' (a -> ä)","The train does not stop in Bonn.","halten: er -> hält."
"null du am Bahnhof? (stop)","Hältst","halten","2nd person singular of 'halten' (a -> ä)","Are you stopping at the train station?","halten: du -> hältst."
"Ich fahre mit null S-Bahn. (a)","einer","ein","Dativ feminine indefinite article","I am traveling by a commuter train.","mit + Dativ: eine S-Bahn -> einer S-Bahn."
"Wir fahren mit null Taxi. (a)","einem","ein","Dativ neuter indefinite article","We are traveling by a taxi.","mit + Dativ: ein Taxi -> einem Taxi."
"Ich komme mit null Freund. (a)","einem","ein","Dativ masculine indefinite article","I am coming with a friend.","mit + Dativ: ein Freund -> einem Freund."
"Die Abfahrt null um 10 Uhr. (is)","ist","sein","3rd person singular of 'sein'","The departure is at 10 o'clock.","sein: die Abfahrt (sie) -> ist."
"Der Zug null 20 Minuten Verspätung. (has)","hat","haben","3rd person singular of 'haben'","The train has a 20-minute delay.","haben: der Zug (er) -> hat."
"Woher null du? (come)","kommst","kommen","2nd person singular of 'kommen'","Where do you come from?","kommen: du -> kommst."
"Wohin null ihr? (drive/travel)","fahrt","fahren","2nd person plural of 'fahren' (no umlaut)","Where are you all traveling to?","fahren: ihr -> fahrt."
"Ich null mein Gepäck nicht. (find)","finde","finden","1st person singular of 'finden'","I cannot find my luggage.","finden: ich -> finde."
"Wir müssen die Fahrkarte null. (buy)","kaufen","kaufen","Infinitive at the end","We must buy the ticket.","Modal verbs put the infinitive (kaufen) at the end."
"null Sie die Durchsage? (hear)","Hören","hören","Formal 'you' of 'hören'","Do you hear the announcement?","hören: Sie -> Hören."
"Ich fahre null Fahrrad. (the)","dem","mit","mit + das Fahrrad = mit dem Fahrrad","I ride the bike.","mit + Dativ: das Fahrrad -> dem Fahrrad."
"Sie fahren mit null Auto. (the)","dem","mit","mit + das Auto = mit dem Auto","They travel by car.","mit + Dativ: das Auto -> dem Auto."
