text,question,answer,distractor1,distractor2,distractor3,translation,tip
"Das Haus ist super! Es hat sogar einen großen Garten. - Der Garten gefällt mir auch sehr gut!","Was gefällt der zweiten Person gut?","Der Garten","Der Balkon","Die Garage","Der Keller","The house is super! It even has a big garden. - I also like the garden very much!","Listen to the noun combined with 'gefällt mir'."
"Wie hoch ist die Kaution? - Die Kaution beträgt drei Kaltmieten. Also 1500 Euro.","Wie viel Kaution muss man bezahlen?","1500 Euro (drei Kaltmieten)","500 Euro","1000 Euro","3000 Euro","How high is the deposit? - The deposit is three basic rents. So 1500 euros.","Listen to the final sum."
"Ist die Wohnung möbliert? - Nein, sie ist komplett leer. Sie müssen Ihre Möbel mitbringen.","Sind Möbel in der Wohnung?","Nein, sie ist komplett leer.","Ja, sie ist voll möbliert.","Ja, aber nur eine Küche.","Weiß nicht.","Is the apartment furnished? - No, it is completely empty. You have to bring your furniture.","'leer' means empty, 'möbliert' means furnished."
"Gefallen euch die Zimmer? - Das Wohnzimmer ist toll, aber das Kinderzimmer ist zu klein.","Welches Zimmer ist zu klein?","Das Kinderzimmer","Das Wohnzimmer","Das Schlafzimmer","Das Badezimmer","Do you all like the rooms? - The living room is great, but the kids' room is too small.","Listen to the complaint about the 'Kinderzimmer'."
"Der Flur ist sehr schmal. Mein Schrank passt da nicht rein!","Was ist das Problem mit dem Flur?","Er ist sehr schmal.","Er ist zu dunkel.","Er ist zu kurz.","Er ist zu dreckig.","The hallway is very narrow. My closet won't fit in there!","Listen to the adjective 'schmal'."
"Wem gehören die Fahrräder im Keller? - Die gehören dem Vermieter.","Wem gehören die Fahrräder?","Dem Vermieter","Dem Mieter","Der ersten Person","Dem Nachbarn","Who do the bicycles in the basement belong to? - They belong to the landlord.","Listen to the answer 'dem Vermieter'."
"Wir wohnen in einer WG. Wir sind drei Studenten und teilen uns Küche und Bad.","Wie viele Studenten wohnen in der WG?","Drei","Zwei","Vier","Einer","We live in a flatshare. We are three students and share the kitchen and bathroom.","Listen to the number 'drei'."
"Die Waschmaschine gehört in den Keller, nicht in die Küche!","Wo soll die Waschmaschine stehen?","Im Keller","In der Küche","Im Badezimmer","Auf dem Balkon","The washing machine belongs in the basement, not in the kitchen!","Listen to the location specified 'in den Keller'."
"Ich möchte die Wohnung mieten. Wann kann ich einziehen? - Ab dem ersten September.","Wann ist die Wohnung frei?","Ab 1. September","Ab 1. Oktober","Sofort","Nächstes Jahr","I would like to rent the apartment. When can I move in? - From the first of September.","Listen to the date 'ersten September'."
"Das Haus ist sehr alt. Die Fenster sind schlecht und es ist kalt. - Das gefällt mir nicht.","Wie findet die Person das alte Haus?","Sie mag es nicht (es ist kalt).","Sie findet es sehr gemütlich.","Sie findet es modern.","Sie will es sofort mieten.","The house is very old. The windows are bad and it is cold. - I don't like that.","Listen to 'Das gefällt mir nicht'."
"Die Straße ist eine Fußgängerzone. Es ist hier sehr ruhig. Kein Auto-Lärm!","Warum ist es hier ruhig?","Es ist eine Fußgängerzone (keine Autos).","Die Fenster sind neu.","Die Nachbarn sind leise.","Das Haus ist auf dem Land.","The street is a pedestrian zone. It is very quiet here. No car noise!","Listen to the reason 'Fußgängerzone'."
"Sind in den Nebenkosten Strom und Heizung inklusive? - Ja, alles ist in den 200 Euro NK drin.","Was ist in den Nebenkosten inklusive?","Strom und Heizung","Nur Strom","Nur Wasser","Internet und Strom","Are electricity and heating included in the utilities? - Yes, everything is in the 200 euros utilities.","Listen to the items asked and confirmed."
"Ich suche eine 2-Zimmer-Wohnung mit Balkon bis 800 Euro Warmmiete.","Was darf die Wohnung maximal kosten?","800 Euro Warmmiete","800 Euro Kaltmiete","1000 Euro","600 Euro","I am looking for a 2-room apartment with a balcony up to 800 euros total rent.","Listen to the exact price and type of rent."
"Wem gehört dieser Brief? - Ah, der gehört mir! Danke!","Wem gehört der Brief?","Der zweiten Person (mir)","Dem Briefträger","Dem Vermieter","Der Nachbarin","Who does this letter belong to? - Ah, that belongs to me! Thanks!","'der gehört mir' means it belongs to the speaker."
"Die Wohnung liegt im Erdgeschoss. Ist das ein Problem? - Nein, das ist super. Ich mag keine Treppen.","Warum mag die Person das Erdgeschoss?","Sie mag keine Treppen.","Sie hat einen Hund.","Sie hat einen Garten.","Sie will den Aufzug nicht nutzen.","The apartment is on the ground floor. Is that a problem? - No, that is super. I don't like stairs.","Listen to the justification 'mag keine Treppen'."
"Der Herd in der Küche ist neu. Aber die Spüle ist alt.","Was in der Küche ist neu?","Der Herd","Die Spüle","Der Kühlschrank","Der Boden","The stove in the kitchen is new. But the sink is old.","Listen to what the adjective 'neu' refers to."
"Guten Tag, Herr Meier. Ich habe Ihre Anzeige im Internet gesehen. Suchen Sie noch einen Nachmieter?","Wo hat die Person die Anzeige gesehen?","Im Internet","In der Zeitung","Am Supermarkt","An der Uni","Good day, Mr. Meier. I saw your ad on the internet. Are you still looking for a new tenant?","Listen to the source of the ad."
"Wir danken Ihnen für Ihr Interesse an der Wohnung. Leider haben wir schon einen Mieter gefunden.","Bekommt die Person die Wohnung?","Nein, die Wohnung ist schon weg.","Ja, sie kann den Mietvertrag unterschreiben.","Vielleicht, sie muss warten.","Ja, sie kann morgen einziehen.","We thank you for your interest in the apartment. Unfortunately, we have already found a tenant.","The polite rejection means the apartment is gone."
"Gefallen euch die Möbel? - Das Sofa ist toll, aber der Sessel ist hässlich.","Welches Möbelstück finden sie hässlich?","Den Sessel","Das Sofa","Den Schrank","Das Bett","Do you all like the furniture? - The sofa is great, but the armchair is ugly.","Listen to the item associated with 'hässlich'."
"Das Arbeitszimmer ist neben dem Schlafzimmer. Und das Bad ist gegenüber.","Wo ist das Bad?","Gegenüber","Neben dem Wohnzimmer","Im Schlafzimmer","Am Ende vom Flur","The study is next to the bedroom. And the bathroom is opposite.","Listen to the location of the 'Bad'."
"Hast du einen eigenen Balkon in deiner WG? - Ja, mein Zimmer hat einen kleinen Balkon.","Was hat das WG-Zimmer der Person?","Einen eigenen kleinen Balkon","Ein eigenes Bad","Eine eigene Küche","Zwei Fenster","Do you have your own balcony in your flatshare? - Yes, my room has a small balcony.","Listen to the feature of the room."
"Wem gehören die Schuhe im Flur? Räumt bitte auf!","Was ist das Problem im Flur?","Da stehen Schuhe (es ist unordentlich).","Das Licht ist kaputt.","Die Tür ist offen.","Der Flur ist zu dunkel.","Who do the shoes in the hallway belong to? Please tidy up!","The shoes need to be tidied up."
"Die Miete ist günstig, aber die Wohnung liegt direkt an einer Hauptstraße. Es ist sehr laut.","Was ist negativ an der Wohnung?","Sie ist sehr laut (an der Hauptstraße).","Die Miete ist zu teuer.","Sie ist zu klein.","Sie hat keine Küche.","The rent is cheap, but the apartment is directly on a main road. It is very loud.","Listen to the negative aspect 'sehr laut'."
"Ich helfe dir gern beim Umzug. Hast du schon Kisten gepackt? - Ja, alle Kisten sind fertig.","Wobei hilft die erste Person?","Beim Umzug","Beim Kochen","Beim Putzen","Beim Suchen","I'll gladly help you with the move. Have you already packed boxes? - Yes, all boxes are ready.","'Umzug' means the move."
"Das Zimmer hat 25 Quadratmeter. Es ist groß genug für ein Bett und einen Schreibtisch.","Wie groß ist das Zimmer?","25 Quadratmeter","15 Quadratmeter","35 Quadratmeter","20 Quadratmeter","The room is 25 square meters. It is big enough for a bed and a desk.","Listen to the exact number."
"Ist die Kaution hoch? - Ja, leider. Man muss 2000 Euro bezahlen, bevor man einzieht.","Wann muss man die Kaution bezahlen?","Bevor man einzieht","Wenn man auszieht","Jeden Monat","Einmal im Jahr","Is the deposit high? - Yes, unfortunately. You have to pay 2000 euros before you move in.","Listen to 'bevor man einzieht'."
"Mir gefällt das Wohnzimmer nicht. Es ist zu schmal.","Warum gefällt der Person das Wohnzimmer nicht?","Es ist zu schmal.","Es ist zu dunkel.","Es ist zu klein.","Es ist zu laut.","I don't like the living room. It is too narrow.","Listen to the adjective 'schmal'."
"Die Wohnung im zweiten Stock ist noch frei. Die im ersten Stock ist vermietet.","Welche Wohnung ist frei?","Die im zweiten Stock","Die im ersten Stock","Die im Erdgeschoss","Die im dritten Stock","The apartment on the second floor is still available. The one on the first floor is rented out.","Listen to the available floor."
"Gehört dieser Regenschirm Ihnen, Frau Müller? - Nein, der gehört mir nicht. Ich habe keinen Regenschirm.","Gehört Frau Müller der Regenschirm?","Nein, sie hat keinen.","Ja, es ist ihrer.","Vielleicht.","Ja, aber er ist kaputt.","Does this umbrella belong to you, Mrs. Müller? - No, that doesn't belong to me. I don't have an umbrella.","Listen to the strong denial."
"Wir suchen eine Wohnung für unsere Familie. Wir brauchen mindestens vier Zimmer.","Wie viele Zimmer braucht die Familie?","Mindestens vier Zimmer","Drei Zimmer","Zwei Zimmer","Fünf Zimmer","We are looking for an apartment for our family. We need at least four rooms.","Listen to the minimum requirement."
"Das Haus hat eine Garage, aber sie kostet 50 Euro extra im Monat.","Was kostet 50 Euro extra?","Die Garage","Der Balkon","Der Keller","Der Aufzug","The house has a garage, but it costs 50 euros extra a month.","Listen to what costs extra."
"Die Heizung funktioniert nicht. Es ist total kalt im Wohnzimmer! Ich muss den Vermieter anrufen.","Wen muss die Person anrufen?","Den Vermieter","Die Polizei","Den Hausmeister","Einen Freund","The heating doesn't work. It is totally cold in the living room! I have to call the landlord.","Listen to who she needs to call."
"Ich wohne gern im Zentrum. Ich brauche kein Auto, alles ist in der Nähe.","Warum braucht die Person kein Auto?","Alles ist in der Nähe (im Zentrum).","Sie hat kein Geld.","Sie fährt gern Fahrrad.","Autos sind ihr zu laut.","I like living in the center. I don't need a car, everything is nearby.","Listen to the reason 'alles ist in der Nähe'."
"Wollen wir uns die Wohnung ansehen? - Ja, am Donnerstagabend habe ich Zeit.","Was wollen sie am Donnerstagabend machen?","Eine Wohnung ansehen (besichtigen)","Ins Kino gehen","Einen Mietvertrag unterschreiben","Möbel kaufen","Shall we take a look at the apartment? - Yes, on Thursday evening I have time.","'sich ansehen' or 'besichtigen' means to view the apartment."
"Das Bad ist schön groß, aber es hat leider kein Fenster. - Oh, das gefällt mir nicht.","Was fehlt im Bad?","Ein Fenster","Eine Dusche","Eine Badewanne","Ein Waschbecken","The bathroom is nicely big, but unfortunately it has no window. - Oh, I don't like that.","Listen to what the bathroom does not have."
