text,question,answer,distractor1,distractor2,distractor3,translation,tip
"Das ist Nicole. Sie arbeitet als Friseurin.","Was ist Nicole von Beruf?","Friseurin","Kellnerin","Schauspielerin","Journalistin","This is Nicole. She works as a hairdresser.","Listen to the profession."
"Ich bin 29 und habe keine Kinder.","Hat die Person Kinder?","Nein","Ja, eins","Ja, zwei","Weiß nicht","I am 29 and have no children.","Listen to 'keine Kinder'."
"Wir arbeiten nicht zusammen. Er ist Arzt, ich bin Architekt.","Arbeiten sie zusammen?","Nein","Ja","Manchmal","Weiß nicht","We do not work together. He is a doctor, I am an architect.","Listen to the negation 'nicht zusammen'."
"Wo wohnt ihr? - Wir wohnen in Wolfsburg.","Wo wohnen sie?","In Wolfsburg","In Berlin","In Frankfurt","In Stuttgart","Where do you live? - We live in Wolfsburg.","Listen to the city."
"Was haben Peter und Franziska gemeinsam? - Sie sind nicht verheiratet.","Was haben sie gemeinsam?","Sie sind nicht verheiratet.","Sie haben zwei Kinder.","Sie sind Ärzte.","Sie leben in Berlin.","What do Peter and Franziska have in common? - They are not married.","Listen to the answer about their shared trait."
"Ich arbeite als Ingenieurin bei BMW.","Wo arbeitet die Frau?","Bei BMW","Bei Siemens","Bei VW","Bei X-Media","I work as an engineer at BMW.","Listen for the company name after 'bei'."
"Bist du 21? - Nein, ich bin 22.","Wie alt ist die Person?","22","21","12","20","Are you 21? - No, I am 22.","Listen to the correction."
"Ich komme aus Spanien, aber ich lebe in Köln.","Wo lebt die Person?","In Köln","In Spanien","In Madrid","In Berlin","I come from Spain, but I live in Cologne.","Distinguish between origin (aus) and current residence (lebe in)."
"Das ist mein Freund Bo. Er kommt aus Schweden.","Woher kommt Bo?","Aus Schweden","Aus Deutschland","Aus Dänemark","Aus Spanien","This is my friend Bo. He comes from Sweden.","Listen for the country after 'kommt aus'."
"Sie ist 32 und arbeitet als Krankenschwester.","Wie alt ist sie?","32","23","30","42","She is 32 and works as a nurse.","Listen to the number 'zweiunddreißig'."
"Mein Wohnort ist Essen. Ich bin 50 Jahre alt.","Wo wohnt der Mann?","In Essen","In Hamburg","In München","In Köln","My place of residence is Essen. I am 50 years old.","'Wohnort' is another way to say where someone lives."
"Familienstand? - Ich bin geschieden.","Wie ist der Familienstand?","Geschieden","Verheiratet","Single","Ledig","Marital status? - I am divorced.","Listen to the answer."
"Wir haben null Kinder. Wir sind nur zu zweit.","Wie viele Kinder haben sie?","Null (keine)","Zwei","Eins","Drei","We have zero children. It's just the two of us.","'Null' means zero."
"Ich bin Kellner. Ich arbeite in einem Restaurant in Wien.","Was ist sein Beruf?","Kellner","Student","Koch","Arzt","I am a waiter. I work in a restaurant in Vienna.","Listen for the profession."
"Arbeiten Sie als Historiker? - Ja, genau.","Ist er Historiker?","Ja","Nein","Vielleicht","Weiß nicht","Do you work as a historian? - Yes, exactly.","'Ja, genau' is a strong confirmation."
"Ich bin Mechatronikerin. - Ah, eine Frau als Mechatroniker, toll!","Was ist die Frau von Beruf?","Mechatronikerin","Ingenieurin","Friseurin","Architektin","I am a female mechatronics engineer. - Ah, a woman as a mechatronics engineer, great!","Listen to the female profession (-in)."
"Sie ist 80. - Wahnsinn, 80 Jahre alt!","Wie alt ist die Frau?","80","18","8","88","She is 80. - Crazy, 80 years old!","Listen for the number 'achtzig'."
"Das ist mein Steckbrief. Name: Mette. Wohnort: Kopenhagen.","Wie heißt die Person?","Mette","Kopenhagen","Anna","Julia","This is my profile. Name: Mette. Residence: Copenhagen.","Distinguish between name and residence."
"Sind das Ihre Visitenkarten? - Ja, danke.","Was ist das?","Visitenkarten","Kreditkarten","Steckbriefe","Fotos","Are those your business cards? - Yes, thanks.","Listen to the noun."
"Was haben wir gemeinsam? Wir sind beide 25.","Was ist ihre Gemeinsamkeit?","Das Alter (25)","Der Beruf","Der Wohnort","Der Familienstand","What do we have in common? We are both 25.","They share the same age."
"Sie arbeiten nicht zusammen, aber sie sind verheiratet.","Wie ist ihr Familienstand?","Verheiratet","Geschieden","Single","Ledig","They do not work together, but they are married.","Listen to the status at the end of the sentence."
"Ich arbeite bei einer Zeitung. Ich bin Journalist.","Was ist sein Beruf?","Journalist","Arzt","Ingenieur","Student","I work at a newspaper. I am a journalist.","Listen for the specific job title."
"Er ist 19, Student und Single.","Wie alt ist er?","19","90","29","9","He is 19, a student, and single.","Listen to the number 'neunzehn'."
