sentence,words,tip,translation_en
"Der Koffer ist zu schwer.","Der|Koffer|ist|zu|schwer|.","Describing a problem with an item.","The suitcase is too heavy."
"Die Uhr ist sehr modern.","Die|Uhr|ist|sehr|modern|.","Describing an item.","The watch is very modern."
"Der Ring ist sehr teuer.","Der|Ring|ist|sehr|teuer|.","Describing a price.","The ring is very expensive."
"Ein Kuli ist billig.","Ein|Kuli|ist|billig|.","Stating a general fact.","A pen is cheap."
"Das Buch ist eckig.","Das|Buch|ist|eckig|.","Describing a shape.","The book is angular (square/rectangular)."
"Kennen Sie das Wort?","Kennen|Sie|das|Wort|?","Asking about vocabulary knowledge.","Do you know the word?"
"Spielen Sie das Gespräch.","Spielen|Sie|das|Gespräch|.","Classroom instruction.","Role-play the conversation."
"Füllen Sie das Formular aus.","Füllen|Sie|das|Formular|aus|.","Instruction at an office.","Fill out the form."
"Ordnen Sie die Bilder zu.","Ordnen|Sie|die|Bilder|zu|.","Classroom instruction.","Match the pictures."
"Das ist kein Ausweis.","Das|ist|kein|Ausweis|.","Correcting an assumption.","That is not an ID card."
"Das ist ein Koffer aus Kunststoff.","Das|ist|ein|Koffer|aus|Kunststoff|.","Describing an object and its material together.","That is a plastic suitcase."
"Das ist eine Menge Geld!","Das|ist|eine|Menge|Geld|!","Expressing surprise at a price.","That is a lot of money!"
"Die Kette ist aus Glas und Metall.","Die|Kette|ist|aus|Glas|und|Metall|.","Listing multiple materials.","The necklace is made of glass and metal."
"Ein Portemonnaie aus Leder.","Ein|Portemonnaie|aus|Leder|.","Describing an object phrase.","A wallet made of leather."
"Das ist mein Wörterbuch.","Das|ist|mein|Wörterbuch|.","Identifying a possession.","That is my dictionary."
"Haben Sie ein Heft?","Haben|Sie|ein|Heft|?","Asking for an item.","Do you have a notebook?"
