test_text,answer,test_verb,tip,meaning,grammar_tip
"Sind das null Enkel? (formal)","Ihre","Ihr","Possessive for plural noun","Are those your grandsons?","Possessive: die Enkel -> Ihre"
"Sind Sie nicht aus Spanien? - null, aus Madrid.","Doch","doch","Answering negative question positively","Are you not from Spain? - Yes, from Madrid.","Doch contradicts 'nicht'."
"Lernst du nicht Deutsch? - null!","Doch","doch","Answering negative question positively","Are you not learning German? - Yes, I am!","Doch contradicts 'nicht'."
"Er null sehr gut Polnisch.","spricht","sprechen","3rd person singular of 'sprechen'","He speaks Polish very well.","sprechen: er → spricht"
"Ich null den Dialog.","lese","lesen","1st person singular of 'lesen'","I read the dialogue.","lesen: ich → lese"
"Ihr null Türkisch und Griechisch.","sprecht","sprechen","2nd person plural of 'sprechen'","You all speak Turkish and Greek.","sprechen: ihr → sprecht"
"null du den Text?","Liest","lesen","2nd person singular of 'lesen'","Are you reading the text?","lesen: du → liest"
"Wer null das?","ist","sein","Question asking for identity","Who is that?","Phrase: Wer ist das?"
"Das null meine Geschwister.","sind","sein","Plural verb for plural noun","These are my siblings.","Plural subject requires 'sind'."
"Ich verstehe null nicht.","das","das","Demonstrative pronoun","I do not understand that.","'das' refers to the situation or thing."
"Kommst du nicht aus Italien? - null!","Doch","doch","Answering negative question positively","Do you not come from Italy? - Yes, I do!","Doch contradicts 'nicht'."
"Ich spreche null Französisch.","ein bisschen","ein bisschen","Adverbial phrase for degree","I speak a little French.","Phrase: ein bisschen."
"Das ist null Opa.","mein","mein","Possessive for masculine noun","That is my grandpa.","Possessive: der Opa -> mein"
"Das ist null Oma.","meine","mein","Possessive for feminine noun","That is my grandma.","Possessive: die Oma -> meine"
"null ist das auf dem Foto?","Wer","wer","Question word 'who'","Who is that in the photo?","W-Frage for person: Wer."
"null Sprachen sprichst du?","Welche","welche","Question word 'which'","Which languages do you speak?","W-Frage for selection: Welche."
"null Sie den Text.","Hören","hören","Formal imperative","Listen to the text.","Imperative: Hören Sie."
"Die Eltern null in Berlin.","leben","leben","3rd person plural of 'leben'","The parents live in Berlin.","Plural subject requires infinitive form."
