test_text,answer,test_verb,tip,meaning,grammar_tip
"Ich null nicht verheiratet.","bin","sein","1st person singular of 'sein' with negation","I am not married.","Negation: nicht comes after the conjugated verb 'sein'."
"Er wohnt null in Köln.","nicht","nicht","Negation word","He does not live in Cologne.","Negation: nicht negates the location 'in Köln'."
"Wir leben null zusammen.","nicht","nicht","Negation word","We do not live together.","Negation: nicht negates the adverb 'zusammen'."
"Ich arbeite null Journalistin.","als","als","Preposition for profession","I work as a journalist.","Profession: arbeiten + als + Beruf."
"Ich arbeite null X-Media.","bei","bei","Preposition for company","I work at X-Media.","Company: arbeiten + bei + Firma."
"Sie arbeitet null Siemens.","bei","bei","Preposition for company","She works at Siemens.","Company: arbeiten + bei + Firma."
"Er arbeitet null Arzt.","als","als","Preposition for profession","He works as a doctor.","Profession: arbeiten + als + Beruf."
"Der Arzt -> die null.","Ärztin","Wortbildung","Feminine form of Arzt","The female doctor.","Wortbildung -in: Arzt changes to Ärztin (with Umlaut)."
"Der Journalist -> die null.","Journalistin","Wortbildung","Feminine form of Journalist","The female journalist.","Wortbildung -in: add -in."
"Der Student -> die null.","Studentin","Wortbildung","Feminine form of Student","The female student.","Wortbildung -in: add -in."
"Der Friseur -> die null.","Friseurin","Wortbildung","Feminine form of Friseur","The female hairdresser.","Wortbildung -in: add -in."
"Der Kellner -> die null.","Kellnerin","Wortbildung","Feminine form of Kellner","The waitress.","Wortbildung -in: add -in."
"Der Architekt -> die null.","Architektin","Wortbildung","Feminine form of Architekt","The female architect.","Wortbildung -in: add -in."
"Wir null 24 Jahre alt.","sind","sein","1st person plural of 'sein'","We are 24 years old.","sein: wir → sind"
"Wie alt null du?","bist","sein","2nd person singular of 'sein'","How old are you?","sein: du → bist"
"Wie alt null Sie?","sind","sein","Formal 'you' for 'sein'","How old are you? (formal)","sein: Sie → sind"
"Er null 30 Jahre alt.","ist","sein","3rd person singular of 'sein'","He is 30 years old.","sein: er/sie/es → ist"
"Ich null in München.","studiere","studieren","1st person singular of 'studieren'","I study in Munich.","studieren: ich → studiere"
"Du null in Wien.","studierst","studieren","2nd person singular of 'studieren'","You study in Vienna.","studieren: du → studierst"
"Ihr null in Bonn.","studiert","studieren","2nd person plural of 'studieren'","You all study in Bonn.","studieren: ihr → studiert"
"Sie (she) null keine Kinder.","hat","haben","3rd person singular of 'haben'","She has no children.","haben: sie (she) → hat"
"Was null ihr gemeinsam?","habt","haben","2nd person plural of 'haben'","What do you have in common?","haben: ihr → habt"
"Wir null beide Studenten.","sind","sein","1st person plural of 'sein'","We are both students.","sein: wir → sind"
"Du null bei VW.","arbeitest","arbeiten","2nd person singular of 'arbeiten'","You work at VW.","arbeiten: du → arbeitest"
"Ihr null als Mechatroniker.","arbeitet","arbeiten","2nd person plural of 'arbeiten'","You all work as mechatronics engineers.","arbeiten: ihr → arbeitet"
"Ich null Single.","bin","sein","1st person singular of 'sein'","I am single.","sein: ich → bin"
"Sie (plural) null geschieden.","sind","sein","3rd person plural of 'sein'","They are divorced.","sein: sie (they) → sind"
