test_text,answer,test_verb,tip,meaning,grammar_tip
"Ich habe null Drucker. Er ist neu. (a)","einen","ein","Akkusativ masculine indefinite article","I have a printer. It is new.","Akkusativ: der Drucker -> einen Drucker."
"Ich habe null Briefmarken. (no plural)","keine","kein","Akkusativ plural negative article","I have no stamps.","Akkusativ Plural: die Briefmarken -> keine Briefmarken."
"Wir brauchen null Computer. (plural, no article)","-","Wortbildung","Akkusativ plural indefinite (leave blank)","We need computers.","Akkusativ Plural: indefinite article 'ein' disappears."
"Der Drucker null nicht.","funktioniert","funktionieren","3rd person singular of 'funktionieren'","The printer is not working.","funktionieren: der Drucker (er) -> funktioniert."
"Die Tastatur null kaputt.","ist","sein","3rd person singular of 'sein'","The keyboard is broken.","sein: die Tastatur (sie) -> ist."
"Wo null du?","bist","sein","2nd person singular of 'sein'","Where are you?","sein: du -> bist."
"Ich null den Brief. (write)","schreibe","schreiben","1st person singular of 'schreiben'","I write the letter.","schreiben: ich -> schreibe."
"Was null Sie? (search)","suchen","suchen","Formal 'you' of 'suchen'","What are you looking for?","suchen: Sie -> suchen."
"Ich null die Nummer nicht. (find)","finde","finden","1st person singular of 'finden'","I cannot find the number.","finden: ich -> finde."
"Wir null jeden Tag. (telephone)","telefonieren","telefonieren","1st person plural of 'telefonieren'","We talk on the phone every day.","telefonieren: wir -> telefonieren."
"Ich brauche null Stift und ein Papier. (a)","einen","ein","Akkusativ masculine indefinite article","I need a pen and a paper.","Akkusativ: der Stift -> einen Stift."
"Ist der Chef da? - Nein, er hat null Zeit. (no)","keine","kein","Akkusativ feminine negative article","Is the boss here? - No, he has no time.","Akkusativ: die Zeit -> keine Zeit."
"Haben Sie null Termin? (a)","einen","ein","Akkusativ masculine indefinite article","Do you have an appointment?","Akkusativ: der Termin -> einen Termin."
"Wer ist null Apparat?","am","am","Preposition phrase 'am Apparat'","Who is on the line?","Phrase: am Apparat."
"Ist Herr Meier null Büro?","im","in","Preposition phrase 'im Büro'","Is Mr. Meier in the office?","Phrase: im Büro (in dem Büro)."
"null Wiederhören!","Auf","auf","Part of the phrase 'Auf Wiederhören'","Goodbye! (on the phone)","Phrase: Auf Wiederhören."
"Ich habe null Laptop, sondern einen Computer.","keinen","kein","Akkusativ masculine negative article","I don't have a laptop, but a computer.","Akkusativ: der Laptop -> keinen Laptop."
"Das ist null Telefon, sondern ein Smartphone.","kein","kein","Akkusativ neuter negative article","That is not a telephone, but a smartphone.","Akkusativ: das Telefon -> kein Telefon."
"Das ist kein Computer, null ein Fernseher.","sondern","sondern","Conjunction for correcting a negative","That is not a computer, but a TV.","Conjunction: sondern is used to correct 'kein' or 'nicht'."
"Ich rufe null an. (you, informal)","dich","du","Akkusativ of 'du'","I will call you.","Akkusativ pronoun: du -> dich."
"Rufen Sie null morgen an. (me)","mich","ich","Akkusativ of 'ich'","Call me tomorrow.","Akkusativ pronoun: ich -> mich."
"Ist das null Kalender? (your, informal)","dein","dein","Nominativ masculine possessive","Is that your calendar?","Nominativ: der Kalender -> dein Kalender."
"Ich brauche null Kalender. (your, informal)","deinen","dein","Akkusativ masculine possessive","I need your calendar.","Akkusativ: der Kalender -> deinen Kalender."
"Ist das null E-Mail? (your, formal)","Ihre","Ihr","Nominativ feminine possessive","Is that your email?","Nominativ: die E-Mail -> Ihre E-Mail."
"Ich lese null E-Mail. (your, formal)","Ihre","Ihr","Akkusativ feminine possessive","I read your email.","Akkusativ: die E-Mail -> Ihre E-Mail."
"Der Drucker ist kaputt. null druckt nicht.","Er","sein","Nominativ pronoun for masculine noun","The printer is broken. It does not print.","Pronoun for der Drucker -> Er."
"Die Tastatur ist neu. null ist sehr gut.","Sie","sein","Nominativ pronoun for feminine noun","The keyboard is new. It is very good.","Pronoun for die Tastatur -> Sie."
"Das Telefon klingelt. null ist laut.","Es","sein","Nominativ pronoun for neuter noun","The telephone rings. It is loud.","Pronoun for das Telefon -> Es."
"null du den Chef an?","Rufst","anrufen","2nd person singular of 'anrufen'","Are you calling the boss?","Separable verb: Rufst du ... an?"
"null bitte eine Nachricht!","Hinterlass","hinterlassen","Informal imperative of 'hinterlassen'","Leave a message, please!","Imperative informal: Hinterlass."
"Ich brauche null Kuli. Hast du einen? (no)","keinen","kein","Akkusativ masculine negative article","I need no pen. Do you have one?","Akkusativ: der Kuli -> keinen Kuli."
"Die Firma null Siemens.","heißt","heißen","3rd person singular of 'heißen'","The company is called Siemens.","heißen: die Firma (sie) -> heißt."
"Ich null 20 Briefmarken. (need)","brauche","brauchen","1st person singular of 'brauchen'","I need 20 stamps.","brauchen: ich -> brauche."
"Die Nummer null falsch.","ist","sein","3rd person singular of 'sein'","The number is wrong.","sein: die Nummer (sie) -> ist."
