test_text,answer,test_verb,tip,meaning,grammar_tip
"Wir gratulieren null herzlich! (you, formal)","Ihnen","Sie","Dative pronoun for 'gratulieren'","We congratulate you warmly!","gratulieren takes Dative: Sie -> Ihnen."
"Er gratuliert null zur Hochzeit. (me)","mir","ich","Dative pronoun for 'gratulieren'","He congratulates me on the wedding.","gratulieren takes Dative: ich -> mir."
"Was schenkst du null? (him)","ihm","er","Dative pronoun for 'schenken'","What are you giving him (as a gift)?","schenken takes Dative for the person: er -> ihm."
"Ich schenke null Blumen. (her)","ihr","sie","Dative pronoun for 'schenken'","I am giving her flowers.","schenken takes Dative for the person: sie (she) -> ihr."
"Wir schenken null ein Buch. (you all)","euch","ihr","Dative pronoun for 'schenken'","We are giving you all a book.","schenken takes Dative for the person: ihr -> euch."
"null bringe ich mit? (What)","Was","was","Question word 'what'","What should I bring? / What am I bringing?","W-Frage: Was (What)."
"Bringst du etwas zu trinken null? (mitbringen)","mit","mitbringen","Separable prefix at the end","Are you bringing something to drink?","Separable verb: mitbringen -> bringst ... mit."
"Soll ich einen Kuchen null? (mitbringen)","mitbringen","mitbringen","Infinitive at the end with modal verb","Should I bring a cake?","Modal syntax: sollen + Infinitive at the end."
"null Maria, ich lade dich ein... (Dear, f)","Liebe","lieb","Salutation adjective for feminine","Dear Maria, I invite you...","Salutation: Liebe (for feminine)."
"null Tom, kommst du zu meiner Party? (Dear, m)","Lieber","lieb","Salutation adjective for masculine","Dear Tom, are you coming to my party?","Salutation: Lieber (for masculine)."
"Wir danken null für das Geschenk. (you, informal)","dir","du","Dative pronoun for 'danken'","We thank you for the gift.","danken takes Dative: du -> dir."
"Ich wünsche null alles Gute! (you, informal)","dir","du","Dative pronoun for 'wünschen'","I wish you all the best!","wünschen takes Dativ for the person: du -> dir."
"null Sie mir bitte bis Freitag zu. (zusagen)","Sagen","zusagen","Formal imperative of separable verb","Please confirm (accept) by Friday.","Imperative separable: Sagen Sie ... zu."
"Ich muss den Termin leider null. (absagen)","absagen","absagen","Infinitive at the end with modal verb","I unfortunately have to cancel the appointment.","Modal syntax: müssen + Infinitive at the end."
"Ich null mich auf die Feier! (freuen)","freue","freuen","1st person singular reflexive","I am looking forward to the celebration! (I am happy!)","Reflexive verb: ich freue mich."
"null du dich über das Geschenk? (freuen)","Freust","freuen","2nd person singular reflexive","Are you happy about the gift?","Reflexive verb: du freust dich."
"Am null Juni machen wir eine Party. (21.)","einundzwanzigsten","Zahlen","Ordinal number in Dative","On the twenty-first of June we are having a party.","Dates in Dativ: am einundzwanzigsten."
"Heute ist der null Dezember. (31.)","einunddreißigste","Zahlen","Ordinal number in Nominative","Today is the thirty-first of December.","Dates in Nominative: der einunddreißigste."
"null Datum haben wir heute? (Which/What)","Welches","welcher","Question word for neuter noun (das Datum)","What date is it today? (Which date do we have today?)","welches + das Datum."
"Den null finde ich wichtig. (Feiertag - Akk)","Feiertag","Feiertag","Noun","I find the public holiday important.","Akkusativ masculine: den Feiertag."
"Wir haben am Wochenende null eingeladen. (Gäste - Akk)","Gäste","Gast","Plural noun (no article indefinite)","We invited guests on the weekend.","Akkusativ plural: Gäste."
"Ich schreibe eine null für meinen Geburtstag. (Einladung)","Einladung","Einladung","Feminine noun","I am writing an invitation for my birthday.","Akkusativ feminine: eine Einladung."
"Wir planen null Überraschung für Tom. (a)","eine","ein","Akkusativ feminine indefinite article","We are planning a surprise for Tom.","Akkusativ feminine: eine Überraschung."
"Sie hat sofort null. (zugesagt)","zugesagt","zusagen","Partizip II of separable verb","She accepted immediately.","Partizip II separable: zu + ge + sagt."
"Er hat leider null. (abgesagt)","abgesagt","absagen","Partizip II of separable verb","He unfortunately canceled/declined.","Partizip II separable: ab + ge + sagt."
"Wir haben bis in die Nacht null. (gefeiert)","gefeiert","feiern","Partizip II of 'feiern'","We celebrated into the night.","Partizip II regular: gefeiert."
"Hast du ihm null? (gratulieren)","gratuliert","gratulieren","Partizip II of verb ending in -ieren","Did you congratulate him?","Partizip II in -ieren: gratuliert (no 'ge')."
"Wir haben Blumen null. (schenken)","geschenkt","schenken","Partizip II of 'schenken'","We gave flowers as a gift.","Partizip II regular: geschenkt."
"Die Party hat im Garten null. (stattfinden)","stattgefunden","stattfinden","Partizip II of separable irregular verb","The party took place in the garden.","Partizip II separable irregular: statt + ge + funden."
