sentence,words,tip,translation_en
"Nein, ich bin nicht verheiratet.","Nein|,|ich|bin|nicht|verheiratet|.","Negating marital status.","No, I am not married."
"Ich bin Single.","Ich|bin|Single|.","Alternative to 'nicht verheiratet'.","I am single."
"Wir sind geschieden.","Wir|sind|geschieden|.","Stating divorced status.","We are divorced."
"Wir leben zusammen.","Wir|leben|zusammen|.","Describing living situation.","We live together."
"Wir leben nicht zusammen.","Wir|leben|nicht|zusammen|.","Negating living situation.","We do not live together."
"Haben Sie Kinder?","Haben|Sie|Kinder|?","Formal question about children.","Do you have children?"
"Hast du Kinder?","Hast|du|Kinder|?","Informal question about children.","Do you have children?"
"Ich habe ein Kind.","Ich|habe|ein|Kind|.","Stating one child.","I have one child."
"Ich habe zwei Kinder.","Ich|habe|zwei|Kinder|.","Stating plural children.","I have two children."
"Wir haben keine Kinder.","Wir|haben|keine|Kinder|.","Negating having children.","We have no children."
"Was haben Sie gemeinsam?","Was|haben|Sie|gemeinsam|?","Asking about commonalities.","What do you have in common?"
"Wir arbeiten als Architekten.","Wir|arbeiten|als|Architekten|.","Sharing a common profession.","We work as architects."
"Was haben Sven und Nadine gemeinsam?","Was|haben|Sven|und|Nadine|gemeinsam|?","Asking about third parties.","What do Sven and Nadine have in common?"
"Sie wohnen in Berlin.","Sie|wohnen|in|Berlin|.","Answering commonality.","They live in Berlin."
"Ich studiere in Kopenhagen.","Ich|studiere|in|Kopenhagen|.","Stating place of study.","I study in Copenhagen."
"Er studiert Geschichte.","Er|studiert|Geschichte|.","Stating what someone studies.","He studies history."
"Die Frau auf dem Bild ist Architektin.","Die|Frau|auf|dem|Bild|ist|Architektin|.","Describing a picture.","The woman in the picture is an architect."
"Das ist Markus Bäuerlein.","Das|ist|Markus|Bäuerlein|.","Identifying someone from a business card.","That is Markus Bäuerlein."
"Ich glaube, das ist Barbara.","Ich|glaube|,|das|ist|Barbara|.","Expressing an assumption.","I think that is Barbara."
"Ja, das glaube ich auch.","Ja|,|das|glaube|ich|auch|.","Agreeing with an assumption.","Yes, I think so too."
"Nein, das glaube ich nicht.","Nein|,|das|glaube|ich|nicht|.","Disagreeing with an assumption.","No, I don't think so."
"Das ist ein kurzer Text über mich.","Das|ist|ein|kurzer|Text|über|mich|.","Introducing a profile.","That is a short text about me."
"Mein Wohnort ist Köln.","Mein|Wohnort|ist|Köln|.","Using 'Wohnort' instead of 'wohnen in'.","My place of residence is Cologne."
"Familienstand: ledig.","Familienstand|:|ledig|.","Profile format phrase.","Marital status: single."
"Ich buchstabiere meinen Namen.","Ich|buchstabiere|meinen|Namen|.","Action of spelling.","I spell my name."
"Mette ist Kellnerin.","Mette|ist|Kellnerin|.","Stating job.","Mette is a waitress."
"Er hat einen Job als Kellner.","Er|hat|einen|Job|als|Kellner|.","Alternative way to state a job.","He has a job as a waiter."
"Sie ist Ärztin im Krankenhaus.","Sie|ist|Ärztin|im|Krankenhaus|.","Stating job and general location.","She is a doctor in the hospital."
"Er lernt Deutsch und Englisch.","Er|lernt|Deutsch|und|Englisch|.","Stating language learning.","He is learning German and English."
"Wir sprechen ein bisschen Spanisch.","Wir|sprechen|ein|bisschen|Spanisch|.","Stating language skills.","We speak a little Spanish."
"Die Zahl ist fünfunddreißig.","Die|Zahl|ist|fünfunddreißig|.","Stating a number.","The number is thirty-five."
"Mein Arbeitgeber ist VW.","Mein|Arbeitgeber|ist|VW|.","Stating employer.","My employer is VW."
"Wir sind beide IT-Spezialisten.","Wir|sind|beide|IT-Spezialisten|.","Stating a shared job.","We are both IT specialists."
