pos,word,article,gender,gender_tip,plural,meaning,ex1_de,ex1_en,ex2_de,ex2_en
adjective,blau,-,-,-,-,blue,"Der Himmel ist blau.","The sky is blue.","Eine blaue Jeans.","Blue jeans."
adjective,grün,-,-,-,-,green,"Das Gras ist grün.","The grass is green.","Ein grüner Pullover.","A green sweater."
adjective,gelb,-,-,-,-,yellow,"Die Sonne ist gelb.","The sun is yellow.","Ein gelbes Hemd.","A yellow shirt."
adjective,schwarz,-,-,-,-,black,"Ein schwarzer Anzug.","A black suit.","Schwarze Schuhe.","Black shoes."
adjective,weiß,-,-,-,-,white,"Ein weißes T-Shirt.","A white T-shirt.","Weiß wie Schnee.","White as snow."
adjective,grau,-,-,-,-,gray / grey,"Eine graue Hose.","Gray pants.","Das Wetter ist grau.","The weather is gray."
adjective,braun,-,-,-,-,brown,"Braune Stiefel.","Brown boots.","Die Tasche ist braun.","The bag is brown."
adjective,orange,-,-,-,-,orange,"Ein oranges Kleid.","An orange dress.","Ich mag die Farbe Orange.","I like the color orange."
adjective,rosa,-,-,-,-,pink,"Eine rosa Bluse.","A pink blouse.","Das Zimmer ist rosa.","The room is pink."
adjective,hell,-,-,-,-,light (color) / bright,"Hellblau.","Light blue.","Hellgrün.","Light green."
adjective,dunkel,-,-,-,-,dark (color),"Dunkelrot.","Dark red.","Ein dunkler Anzug.","A dark suit."
pronoun,welcher,-,-,-,-,which (masculine),"Welcher Pullover gefällt dir?","Which sweater do you like?","Welcher Tag ist heute?","Which day is today?"
pronoun,welches,-,-,-,-,which (neuter),"Welches Kleid nimmst du?","Which dress are you taking?","Welches Auto gehört dir?","Which car belongs to you?"
pronoun,welche,-,-,-,-,which (feminine/plural),"Welche Hose ist besser?","Which pants are better?","Welche Schuhe kaufst du?","Which shoes are you buying?"
pronoun,dieser,-,-,-,-,this (masculine),"Dieser Pullover ist schön.","This sweater is nice.","Ich nehme diesen Rock. (Akk)","I'll take this skirt."
pronoun,dieses,-,-,-,-,this (neuter),"Dieses Hemd ist zu eng.","This shirt is too tight.","Ich kaufe dieses Kleid.","I am buying this dress."
pronoun,diese,-,-,-,-,this/these (feminine/plural),"Diese Hose passt mir.","These pants fit me.","Diese Schuhe sind teuer.","These shoes are expensive."
adverb,besonders,-,-,-,-,especially / particularly,"Das Kleid ist besonders schön.","The dress is particularly beautiful.","Ich mag besonders Blau.","I especially like blue."
adverb,besser,-,-,-,-,better,"Das rote Hemd ist besser.","The red shirt is better.","Es geht mir besser.","I am feeling better."
adverb,am besten,-,-,-,-,best,"Dieses Kleid gefällt mir am besten.","I like this dress best.","Das ist am besten.","That is best."
noun,Mode,die,f,die Mode.,Moden,fashion,"Das ist jetzt in Mode.","That is in fashion right now.","Sie interessiert sich für Mode.","She is interested in fashion."
adjective,toll,-,-,-,-,great,"Der Rock ist toll!","The skirt is great!","Du siehst toll aus!","You look great!"
adjective,blöd,-,-,-,-,stupid / silly / bad,"Ich finde die Farbe blöd.","I think the color is stupid.","Das ist blöd.","That is silly."
noun,Kaufhaus,das,n,das Kaufhaus.,Kaufhäuser,department store,"Wir shoppen im Kaufhaus.","We shop in the department store.","Das Kaufhaus ist groß.","The department store is big."
noun,Kunde,der,m,der Kunde (weak noun).,Kunden,customer,"Der Kunde probiert eine Hose an.","The customer is trying on pants.","Wir haben viele Kunden.","We have many customers."
