sentence,words,tip,translation_en
"Die Touristeninformation ist gleich am Bahnhof.","Die|Touristeninformation|ist|gleich|am|Bahnhof|.","Giving directions to the info desk.","The tourist information is right at the train station."
"Wir haben einen Plan von der Stadt gekauft.","Wir|haben|einen|Plan|von|der|Stadt|gekauft|.","Stating a past action related to tourism.","We bought a map of the city."
"Können Sie mir die Stadt zeigen?","Können|Sie|mir|die|Stadt|zeigen|?","Asking someone to act as a guide.","Can you show me the city?"
"Ich zeige dir gerne die Altstadt.","Ich|zeige|dir|gerne|die|Altstadt|.","Offering to show someone around.","I will gladly show you the old town."
"Wir bummeln am Nachmittag durch das Zentrum.","Wir|bummeln|am|Nachmittag|durch|das|Zentrum|.","Describing sightseeing plans.","We will stroll through the center in the afternoon."
"Darf ich hier fotografieren?","Darf|ich|hier|fotografieren|?","Asking for permission.","May I take photos here?"
"Nein, fotografieren ist hier verboten.","Nein|,|fotografieren|ist|hier|verboten|.","Denying permission.","No, taking photos is forbidden here."
"Wir machen viele Fotos von der Kirche.","Wir|machen|viele|Fotos|von|der|Kirche|.","Describing an action.","We take many photos of the church."
"Ich interessiere mich sehr für Kultur.","Ich|interessiere|mich|sehr|für|Kultur|.","Expressing an interest.","I am very interested in culture."
"Die Geschichte der Stadt ist spannend.","Die|Geschichte|der|Stadt|ist|spannend|.","Evaluating history.","The history of the city is exciting."
"Wo kann ich Geld wechseln?","Wo|kann|ich|Geld|wechseln|?","Asking a practical tourist question.","Where can I exchange money?"
"Was kostet der Eintritt für das Schloss?","Was|kostet|der|Eintritt|für|das|Schloss|?","Asking about admission prices.","What does admission to the castle cost?"
"Der Preis ist 10 Euro pro Person.","Der|Preis|ist|10|Euro|pro|Person|.","Answering about a price.","The price is 10 euros per person."
"Wir planen einen Ausflug für morgen.","Wir|planen|einen|Ausflug|für|morgen|.","Discussing future plans.","We are planning an excursion for tomorrow."
"Was steht heute auf dem Programm?","Was|steht|heute|auf|dem|Programm|?","Asking about the itinerary.","What is on the schedule today?"
"Wir schauen uns zuerst den Hafen an.","Wir|schauen|uns|zuerst|den|Hafen|an|.","Using the separable reflexive verb 'sich anschauen'.","We will look at the harbor first."
"Der Reiseführer erklärt alles sehr gut.","Der|Reiseführer|erklärt|alles|sehr|gut|.","Complimenting a guide.","The tour guide explains everything very well."
"Wir geben ihm ein gutes Trinkgeld.","Wir|geben|ihm|ein|gutes|Trinkgeld|.","Discussing tipping.","We give him a good tip."
"Haben Sie Prospekte auf Englisch?","Haben|Sie|Prospekte|auf|Englisch|?","Asking for materials in a specific language.","Do you have brochures in English?"
"Berlin ist die Hauptstadt von Deutschland.","Berlin|ist|die|Hauptstadt|von|Deutschland|.","Stating a geographical fact.","Berlin is the capital of Germany."
"Der Ort ist bei Touristen sehr beliebt.","Der|Ort|ist|bei|Touristen|sehr|beliebt|.","Describing popularity.","The place is very popular with tourists."
"Es gibt hier viele Ausländer.","Es|gibt|hier|viele|Ausländer|.","Stating an observation.","There are many foreigners here."
"Das Wetter war gestern wunderbar.","Das|Wetter|war|gestern|wunderbar|.","Evaluating the weather in the past.","The weather was wonderful yesterday."
"Heute gibt es leider viel Regen und Wind.","Heute|gibt|es|leider|viel|Regen|und|Wind|.","Describing bad weather.","Today there is unfortunately a lot of rain and wind."
"Die Sonne scheint auf dem Markt.","Die|Sonne|scheint|auf|dem|Markt|.","Describing good weather.","The sun is shining on the market."
"Das ist ein ganz neues Gebäude.","Das|ist|ein|ganz|neues|Gebäude|.","Describing a building.","That is a completely new building."
"Welchen Reiseführer empfehlen Sie?","Welchen|Reiseführer|empfehlen|Sie|?","Asking for a recommendation (Akkusativ).","Which travel guide do you recommend?"
"Wir erleben hier jeden Tag etwas Neues.","Wir|erleben|hier|jeden|Tag|etwas|Neues|.","Expressing excitement about a trip.","We experience something new here every day."
"Das Denkmal ist sehr alt und schön.","Das|Denkmal|ist|sehr|alt|und|schön|.","Evaluating a monument.","The monument is very old and beautiful."
"Ich kaufe eine Postkarte für meine Oma.","Ich|kaufe|eine|Postkarte|für|meine|Oma|.","Describing a typical tourist action.","I am buying a postcard for my grandma."
"Welchen Bus müssen wir nehmen?","Welchen|Bus|müssen|wir|nehmen|?","Asking a logistical question.","Which bus must we take?"
"Was für ein Wetter!","Was|für|ein|Wetter|!","Exclaiming about the weather.","What weather!"
"Das Zentrum ist voll mit Autos.","Das|Zentrum|ist|voll|mit|Autos|.","Describing traffic.","The center is full of cars."
"Der Verkehr hier ist eine Katastrophe.","Der|Verkehr|hier|ist|eine|Katastrophe|.","Complaining about traffic.","The traffic here is a disaster."
"Wir gehen zu Fuß durch die Stadt.","Wir|gehen|zu|Fuß|durch|die|Stadt|.","Stating how you move around.","We are walking through the city on foot."
"Schau mal, das historische Rathaus!","Schau|mal|,|das|historische|Rathaus|!","Pointing out a sight.","Look, the historical town hall!"
"Ist der Eintritt für Kinder frei?","Ist|der|Eintritt|für|Kinder|frei|?","Asking about ticket policies.","Is admission free for children?"
"Wir haben tolle Fotos gemacht.","Wir|haben|tolle|Fotos|gemacht|.","Stating a past action.","We took great photos."
