sentence,words,tip,translation_en
"Wir kommen aus der Türkei.","Wir|kommen|aus|der|Türkei|.","Die Türkei requires the article 'der' in Dative.","We come from Turkey."
"Wie geht's?","Wie|geht's|?","Informal way to ask how someone is.","How are you?"
"Danke, gut.","Danke|,|gut|.","Standard response to 'Wie geht's?'.","Thanks, fine."
"Sehr gut, danke!","Sehr|gut|,|danke|!","Positive response.","Very good, thanks!"
"Und wie geht es Ihnen?","Und|wie|geht|es|Ihnen|?","Formal way to ask how someone is in return.","And how are you? (formal)"
"Auch gut.","Auch|gut|.","Response meaning 'also well'.","Also good."
"Wie geht es dir?","Wie|geht|es|dir|?","Informal way to ask how someone is.","How are you? (informal)"
"Mir geht es gut.","Mir|geht|es|gut|.","Full sentence response to 'Wie geht's?'.","I am doing well."
"Das ist Paco.","Das|ist|Paco|.","Introducing someone else.","This is Paco."
"Entschuldigung, wie heißen Sie?","Entschuldigung|,|wie|heißen|Sie|?","Polite way to ask for a name.","Excuse me, what is your name?"
"Wie bitte?","Wie|bitte|?","Used to ask someone to repeat themselves.","Pardon?"
"Noch einmal, bitte.","Noch|einmal|,|bitte|.","Polite request for repetition.","Once more, please."
"Ich buchstabiere.","Ich|buchstabiere|.","Stating the action of spelling.","I am spelling."
"Hören Sie das Gespräch.","Hören|Sie|das|Gespräch|.","Classroom instruction (formal imperative).","Listen to the conversation."
"Kreuzen Sie an.","Kreuzen|Sie|an|.","Classroom instruction (separable verb).","Tick the box."
"Sprechen Sie nach.","Sprechen|Sie|nach|.","Classroom instruction (separable verb).","Repeat after (me)."
"Wer sagt was?","Wer|sagt|was|?","Question for identifying speakers.","Who says what?"
"Ordnen Sie zu.","Ordnen|Sie|zu|.","Classroom instruction (separable verb).","Match."
"Guten Tag, Herr Rodriguez!","Guten|Tag|,|Herr|Rodriguez|!","Greeting a male formally.","Good day, Mr. Rodriguez!"
"Ich komme aus Frankreich.","Ich|komme|aus|Frankreich|.","Stating origin.","I come from France."
"Woher kommt die Musik?","Woher|kommt|die|Musik|?","Asking where an object/sound comes from.","Where does the music come from?"
"Zeichnen Sie einen Sitzplan.","Zeichnen|Sie|einen|Sitzplan|.","Classroom instruction.","Draw a seating chart."
"Wer weiß die meisten Namen?","Wer|weiß|die|meisten|Namen|?","Question during a game.","Who knows the most names?"
"Spielen Sie Kettenspiel.","Spielen|Sie|Kettenspiel|.","Classroom instruction for a game.","Play the chain game."
"Ich bin Journalistin.","Ich|bin|Journalistin|.","Stating profession (feminine).","I am a journalist."
"Bist du Winfried?","Bist|du|Winfried|?","Yes/No question confirming identity.","Are you Winfried?"
"Ja, ich bin Winfried.","Ja|,|ich|bin|Winfried|.","Confirming identity.","Yes, I am Winfried."
"Sind Sie Frau Schmidt?","Sind|Sie|Frau|Schmidt|?","Formal Yes/No question confirming identity.","Are you Mrs. Schmidt?"
"Nein, ich heiße Müller.","Nein|,|ich|heiße|Müller|.","Correcting a name.","No, my name is Müller."
"Aus Österreich?","Aus|Österreich|?","Short question confirming origin.","From Austria?"
"Nein, aus Deutschland.","Nein|,|aus|Deutschland|.","Short correction of origin.","No, from Germany."
"Das ist eine Frau.","Das|ist|eine|Frau|.","Identifying a person.","That is a woman."
"Das ist ein Herr.","Das|ist|ein|Herr|.","Identifying a person.","That is a gentleman."
"Er ist nett.","Er|ist|nett|.","Describing character.","He is nice."
"Sie ist aus Spanien.","Sie|ist|aus|Spanien|.","Alternative way to state origin.","She is from Spain."
"Wir sind aus der Türkei.","Wir|sind|aus|der|Türkei|.","Using 'sein' for origin.","We are from Turkey."
"Moin, moin!","Moin|,|moin|!","Regional greeting.","Hello! (Northern German)"
"Grüezi, Herr Meier.","Grüezi|,|Herr|Meier|.","Regional greeting.","Hello, Mr. Meier. (Swiss)"
"Servus, Paco!","Servus|,|Paco|!","Regional greeting.","Hello, Paco! (Bavarian/Austrian)"
