pos,word,article,gender,gender_tip,plural,meaning,ex1_de,ex1_en,ex2_de,ex2_en
noun,Ausstellung,die,f,die Ausstellung — ends in -ung.,Ausstellungen,exhibition,"Die Ausstellung ist toll.","The exhibition is great.","Wir besuchen eine Ausstellung.","We are visiting an exhibition."
noun,Natur,die,f,die Natur.,-,nature,"Ich liebe die Natur.","I love nature.","Wir sind gern in der Natur.","We like being in nature."
noun,Lied,das,n,das Lied.,Lieder,song,"Sie singt ein Lied.","She is singing a song.","Das Lied ist sehr bekannt.","The song is very well-known."
noun,Kunst,die,f,die Kunst.,Künste,art,"Interessierst du dich für Kunst?","Are you interested in art?","Kunst ist schön.","Art is beautiful."
noun,Konzert,das,n,das Konzert.,Konzerte,concert,"Wir gehen auf ein Konzert.","We are going to a concert.","Das Konzert ist laut.","The concert is loud."
verb,können,-,-,-,-,can / to be able to,"Ich kann gut schwimmen.","I can swim well.","Kannst du kochen?","Can you cook?"
verb,machen,-,-,-,-,to do / to make,"Was machst du gern?","What do you like to do?","Ich mache Sport.","I do sports."
verb,spielen,-,-,-,-,to play,"Er spielt Fußball.","He plays soccer.","Spielst du Schach?","Do you play chess?"
verb,lesen,-,-,-,-,to read,"Liest du gern?","Do you like to read?","Sie liest ein Buch.","She is reading a book."
verb,kochen,-,-,-,-,to cook,"Können Sie kochen?","Can you cook?","Ich koche sehr gut.","I cook very well."
verb,backen,-,-,-,-,to bake,"Ich backe gern Kuchen.","I like to bake cakes.","Kannst du backen?","Can you bake?"
verb,singen,-,-,-,-,to sing,"Du kannst toll singen!","You can sing great!","Wir singen ein Lied.","We are singing a song."
verb,tanzen,-,-,-,-,to dance,"Gehen wir tanzen?","Are we going dancing?","Er tanzt sehr gut.","He dances very well."
verb,schwimmen,-,-,-,-,to swim,"Schwimmst du gern?","Do you like to swim?","Ich kann nicht schwimmen.","I cannot swim."
verb,fotografieren,-,-,-,-,to photograph / to take pictures,"Ich fotografiere in meiner Freizeit.","I take pictures in my free time.","Fotografierst du gern?","Do you like taking pictures?"
verb,malen,-,-,-,-,to paint,"Sie malt ein Bild.","She is painting a picture.","Kannst du gut malen?","Can you paint well?"
verb,surfen,-,-,-,-,to surf (internet or waves),"Ich surfe im Internet.","I surf the internet.","Er surft gern.","He likes to surf."
verb,hören,-,-,-,-,to listen / to hear,"Wir hören Musik.","We are listening to music.","Hörst du das?","Do you hear that?"
verb,treffen,-,-,-,-,to meet,"Ich treffe Freunde.","I am meeting friends.","Wir treffen uns am Wochenende.","We are meeting on the weekend."
verb,fahren,-,-,-,-,to drive / to ride,"Ich fahre Fahrrad.","I ride a bike.","Fährst du Ski?","Do you ski?"
verb,reiten,-,-,-,-,to ride (a horse),"Kannst du reiten?","Can you ride a horse?","Sie reitet am Wochenende.","She rides on the weekend."
verb,wandern,-,-,-,-,to hike,"Wir wandern in den Bergen.","We hike in the mountains.","Wanderst du gern?","Do you like to hike?"
verb,joggen,-,-,-,-,to jog,"Ich jogge am Morgen.","I jog in the morning.","Joggen ist gesund.","Jogging is healthy."
verb,lieben,-,-,-,-,to love,"Ich liebe Musik.","I love music.","Liebst du mich?","Do you love me?"
verb,besuchen,-,-,-,-,to visit,"Wir besuchen das Museum.","We are visiting the museum.","Ich besuche meine Freunde.","I am visiting my friends."
adverb,gern,-,-,-,-,gladly / with pleasure (liking to do something),"Ich koche gern.","I like to cook.","Was machst du gern?","What do you like to do?"
adverb,gerne,-,-,-,-,gladly / with pleasure (same as gern),"Ich lese gerne.","I like to read.","Ja, sehr gerne.","Yes, very gladly."
adjective,toll,-,-,-,-,great / fantastic,"Das ist toll!","That is great!","Du kannst toll singen.","You can sing great."
adjective,super,-,-,-,-,super / excellent,"Das ist super!","That is super!","Du fährst super Ski.","You ski excellently."
adjective,fantastisch,-,-,-,-,fantastic,"Die Musik ist fantastisch.","The music is fantastic.","Das ist fantastisch.","That is fantastic."
adjective,wunderbar,-,-,-,-,wonderful,"Ein wunderbares Konzert.","A wonderful concert.","Das Wetter ist wunderbar.","The weather is wonderful."
adjective,klasse,-,-,-,-,class / great / awesome,"Das ist klasse!","That is awesome!","Eine klasse Idee.","A great idea."
noun,Wahnsinn,der,m,der Wahnsinn.,-,madness / amazing (colloquial),"Das ist der Wahnsinn!","That is amazing/crazy!","Wahnsinn, wie gut du malst!","Amazing how well you paint!"
adverb,wirklich,-,-,-,-,really,"Das ist wirklich gut.","That is really good.","Wirklich?","Really?"
adverb,sehr,-,-,-,-,very,"Ich singe sehr gern.","I like singing very much.","Das ist sehr schön.","That is very beautiful."
adverb,oft,-,-,-,-,often,"Ich spiele oft Fußball.","I play soccer often.","Wie oft machst du Sport?","How often do you play sports?"
adverb,manchmal,-,-,-,-,sometimes,"Manchmal gehe ich ins Kino.","Sometimes I go to the cinema.","Manchmal ist es langweilig.","Sometimes it is boring."
adverb,nie,-,-,-,-,never,"Ich fahre nie Ski.","I never ski.","Er ist nie da.","He is never there."
adverb,immer,-,-,-,-,always,"Ich höre immer Musik.","I always listen to music.","Wir sind immer zusammen.","We are always together."
adverb,zusammen,-,-,-,-,together,"Wir kochen zusammen.","We are cooking together.","Spielen wir zusammen?","Are we playing together?"
adverb,allein,-,-,-,-,alone,"Ich bin allein.","I am alone.","Wanderst du allein?","Do you hike alone?"
adjective,gut,-,-,-,-,good / well,"Ich kann gut kochen.","I can cook well.","Das ist ein gutes Buch.","That is a good book."
phrase,ein bisschen,-,-,-,-,a little (bit),"Ich kann ein bisschen singen.","I can sing a little bit.","Nur ein bisschen.","Only a little."
phrase,gar nicht,-,-,-,-,not at all,"Ich kann gar nicht schwimmen.","I cannot swim at all.","Das gefällt mir gar nicht.","I don't like that at all."
adverb,schnell,-,-,-,-,fast / quickly,"Er fährt schnell Fahrrad.","He rides a bike fast.","Das geht schnell.","That goes quickly."
adverb,langsam,-,-,-,-,slow / slowly,"Bitte sprechen Sie langsam.","Please speak slowly.","Das Auto ist langsam.","The car is slow."
adjective,laut,-,-,-,-,loud,"Die Musik ist zu laut.","The music is too loud.","Singe laut!","Sing loudly!"
adjective,leise,-,-,-,-,quiet / softly,"Bitte sei leise.","Please be quiet.","Er spricht leise.","He speaks softly."
adjective,interessant,-,-,-,-,interesting,"Das Museum ist interessant.","The museum is interesting.","Ein interessantes Buch.","An interesting book."
adjective,langweilig,-,-,-,-,boring,"Der Film ist langweilig.","The movie is boring.","Schach ist nicht langweilig.","Chess is not boring."
adverb,besonders,-,-,-,-,especially / particularly,"Ich mag besonders Musik.","I especially like music.","Das ist besonders schön.","That is particularly beautiful."
adverb,natürlich,-,-,-,-,naturally / of course,"Natürlich kann ich das.","Of course I can do that.","Ja, natürlich.","Yes, of course."
noun,Klavier,das,n,das Klavier.,Klaviere,piano,"Spielst du Klavier?","Do you play the piano?","Das Klavier ist teuer.","The piano is expensive."
noun,Gitarre,die,f,die Gitarre — ends in -e.,Gitarren,guitar,"Er spielt Gitarre.","He plays the guitar.","Die Gitarre ist neu.","The guitar is new."
noun,Lieblingsfilm,der,m,der Lieblingsfilm.,Lieblingsfilme,favorite movie,"Was ist dein Lieblingsfilm?","What is your favorite movie?","Mein Lieblingsfilm ist Titanic.","My favorite movie is Titanic."
noun,Wort,das,n,das Wort.,Wörter,word,"Das Wort ist schwer.","The word is difficult.","Was heißt das Wort?","What does the word mean?"
