sentence,words,tip,translation_en
"Das Auto steht vor dem Krankenhaus.","Das|Auto|steht|vor|dem|Krankenhaus|.","Describing location in front of a neuter place.","The car is parked in front of the hospital."
"Der Geldautomat ist im Rathaus.","Der|Geldautomat|ist|im|Rathaus|.","Describing location inside a building.","The ATM is in the town hall."
"Gehen Sie nach oben in den ersten Stock.","Gehen|Sie|nach|oben|in|den|ersten|Stock|.","Direction upstairs.","Go upstairs to the first floor."
"Die Toiletten sind unten im Keller.","Die|Toiletten|sind|unten|im|Keller|.","Direction downstairs.","The toilets are downstairs in the basement."
"Sie müssen hier wenden.","Sie|müssen|hier|wenden|.","Direction to turn around.","You must turn around here."
"Gehen Sie wieder zurück zur Kreuzung.","Gehen|Sie|wieder|zurück|zur|Kreuzung|.","Direction to backtrack.","Go back again to the intersection."
"Wo sind wir jetzt auf dem Plan?","Wo|sind|wir|jetzt|auf|dem|Plan|?","Asking to point out location on a map.","Where are we now on the map?"
"Wir sind hier, am Goetheplatz.","Wir|sind|hier|,|am|Goetheplatz|.","Confirming location on a map.","We are here, at Goethe Square."
"Vielen Dank für Ihre Hilfe.","Vielen|Dank|für|Ihre|Hilfe|.","Thanking for directions.","Thank you very much for your help."
"Gern geschehen!","Gern|geschehen|!","Standard response to 'Danke'.","You're welcome!"
"Nichts zu danken.","Nichts|zu|danken|.","Alternative response to 'Danke'.","Don't mention it."
"Wo finde ich ein gutes Restaurant?","Wo|finde|ich|ein|gutes|Restaurant|?","Asking for a recommendation.","Where can I find a good restaurant?"
"Im Zentrum gibt es viele Restaurants.","Im|Zentrum|gibt|es|viele|Restaurants|.","Giving a general location.","There are many restaurants in the center."
"Gehen Sie bis zum Ende der Straße.","Gehen|Sie|bis|zum|Ende|der|Straße|.","Direction to the end of a path.","Go until the end of the street."
"Dann sehen Sie das Museum schon.","Dann|sehen|Sie|das|Museum|schon|.","Reassuring visibility.","Then you will already see the museum."
"Gehen Sie durch den Park.","Gehen|Sie|durch|den|Park|.","Direction through an area.","Walk through the park."
"Fahren Sie nicht nach links, das ist eine Einbahnstraße.","Fahren|Sie|nicht|nach|links|,|das|ist|eine|Einbahnstraße|.","Warning against a wrong turn.","Do not drive left, that is a one-way street."
"Hinter der Ampel rechts.","Hinter|der|Ampel|rechts|.","Direction relative to a landmark.","Behind the traffic light, right."
"Vor der Brücke links.","Vor|der|Brücke|links|.","Direction relative to a landmark.","Before the bridge, left."
"Wo hält der Bus Linie 10?","Wo|hält|der|Bus|Linie|10|?","Asking for a specific bus stop.","Where does bus line 10 stop?"
"Die Haltestelle ist direkt vor dem Hotel.","Die|Haltestelle|ist|direkt|vor|dem|Hotel|.","Locating a bus stop.","The stop is directly in front of the hotel."
"Wie weit ist es bis zur nächsten Tankstelle?","Wie|weit|ist|es|bis|zur|nächsten|Tankstelle|?","Asking for distance.","How far is it to the next gas station?"
"Ungefähr zwei Kilometer geradeaus.","Ungefähr|zwei|Kilometer|geradeaus|.","Answering with distance.","About two kilometers straight ahead."
"Gibt es hier Parkplätze?","Gibt|es|hier|Parkplätze|?","Asking about parking.","Are there parking spaces here?"
"Ja, hinter dem Rathaus ist ein Parkplatz.","Ja|,|hinter|dem|Rathaus|ist|ein|Parkplatz|.","Locating parking.","Yes, behind the town hall is a parking lot."
"Ich glaube, wir sind falsch.","Ich|glaube|,|wir|sind|falsch|.","Realizing you are lost.","I think we are wrong (lost)."
"Wir müssen jemanden fragen.","Wir|müssen|jemanden|fragen|.","Suggesting to ask for help.","We have to ask someone."
"Folgen Sie einfach diesem Weg.","Folgen|Sie|einfach|diesem|Weg|.","Telling someone to follow a path.","Just follow this path."
