text,question,answer,distractor1,distractor2,distractor3,translation,tip
"Der Reiseführer war super! Er wusste alles über die Geschichte der Stadt. - Ja, wir sollten ihm ein gutes Trinkgeld geben.","Warum wollen sie Trinkgeld geben?","Der Reiseführer wusste alles (war super).","Die Tour war sehr billig.","Sie haben viel Geld.","Er hat sie zum Kaffee eingeladen.","The tour guide was super! He knew everything about the history of the city. - Yes, we should give him a good tip.","Listen to the praise for the guide."
"Welchen Plan nehmen wir? Den kleinen oder den großen? - Der kleine Plan ist praktischer für den Rucksack.","Welchen Plan nehmen sie wahrscheinlich?","Den kleinen Plan","Den großen Plan","Keinen Plan","Ein Buch","Which map do we take? The small one or the big one? - The small map is more practical for the backpack.","Listen to the reason indicating preference."
"Die Kirche hier ist sehr alt. Sie ist aus dem 12. Jahrhundert. - Und sie ist immer noch so schön!","Wie findet die zweite Person die Kirche?","Immer noch sehr schön","Hässlich und alt","Zu modern","Langweilig","The church here is very old. It is from the 12th century. - And it is still so beautiful!","Listen to the adjective 'schön'."
"Haben Sie Prospekte über Ausflüge ans Meer? - Ja, hier sind Programme für verschiedene Schiffstouren.","Wofür interessiert sich der Kunde?","Für Ausflüge ans Meer","Für Museen in der Stadt","Für billige Hotels","Für gute Restaurants","Do you have brochures about excursions to the sea? - Yes, here are programs for various boat tours.","Listen to the topic 'Ausflüge ans Meer'."
"Was steht heute auf dem Programm? - Zuerst das Museum, dann Mittagessen am Hafen, und später shoppen.","Wo essen sie zu Mittag?","Am Hafen","Im Museum","In der Altstadt","Im Hotel","What is on the schedule today? - First the museum, then lunch at the harbor, and later shopping.","Listen to the location associated with 'Mittagessen'."
"Welche Kamera kaufst du für den Urlaub? - Ich habe schon eine, aber ich brauche eine neue Landkarte.","Was kauft die Person?","Eine neue Landkarte","Eine Kamera","Einen Reiseführer","Ein Ticket","Which camera are you buying for vacation? - I already have one, but I need a new map.","Listen to what she actually needs."
"Das Wetter ist fantastisch heute! Viel Sonne und kein Wind. - Perfekt für eine Fahrt auf dem Fluss!","Wie ist das Wetter?","Fantastisch (Sonne, kein Wind)","Schlecht (Regen)","Kalt und windig","Bewölkt","The weather is fantastic today! Lots of sun and no wind. - Perfect for a trip on the river!","Listen to the description of the weather."
"Was für ein Gebäude ist das dort drüben? - Das große weiße? Das ist das neue Theater.","Welches Gebäude meinen sie?","Das neue Theater (groß und weiß)","Das alte Rathaus","Den Bahnhof","Ein Krankenhaus","What kind of a building is that over there? - The big white one? That is the new theater.","Listen to the identification of the building."
"Berlin ist eine tolle Hauptstadt. Man kann so viel erleben. - Ja, die Kultur hier ist unglaublich.","Worüber sprechen die Personen?","Über Berlin (die Hauptstadt)","Über das Essen in Berlin","Über das Wetter","Über ihre Arbeit","Berlin is a great capital city. You can experience so much. - Yes, the culture here is incredible.","Listen to the city name 'Berlin'."
"Ich zeige dir jetzt den schönsten Platz der Stadt. - Oh ja! Hoffentlich gibt es da ein Eis-Café.","Was zeigt die Person dem Freund?","Den schönsten Platz der Stadt","Den Dom","Einen Turm","Das Rathaus","I will show you the most beautiful square in the city now. - Oh yes! Hopefully there is an ice cream parlor there.","Listen to the object after 'zeige dir'."
"Welches Auto mieten wir? Ein großes oder ein kleines? - Für die engen Straßen im Zentrum ist ein kleines Auto besser.","Warum wollen sie ein kleines Auto?","Wegen der engen Straßen im Zentrum","Weil es billiger ist","Weil es schneller ist","Weil sie wenig Gepäck haben","Which car are we renting? A big one or a small one? - For the narrow streets in the center, a small car is better.","Listen to the reason regarding the streets."
"Der Eintritt kostet 15 Euro. - Das ist aber teuer! - Ja, aber das Museum ist wirklich weltberühmt.","Wie findet die erste Person den Preis?","Zu teuer","Sehr billig","Ein guter Preis","Kostenlos","Admission costs 15 euros. - That is really expensive! - Yes, but the museum is truly world-famous.","Listen to the reaction 'teuer'."
"Haben Sie eine Führung auf Spanisch? - Nein, leider nur auf Deutsch und Englisch.","In welchen Sprachen gibt es die Führung?","Auf Deutsch und Englisch","Auf Spanisch","Auf Französisch und Englisch","In allen Sprachen","Do you have a tour in Spanish? - No, unfortunately only in German and English.","Listen to the available languages."
"Schau dir dieses alte Haus an! Sehr romantisch. - Ich finde es eher ein bisschen hässlich und dunkel.","Sind sich die beiden Personen einig?","Nein, sie haben verschiedene Meinungen.","Ja, beide finden es romantisch.","Ja, beide finden es hässlich.","Sie reden nicht über das Haus.","Look at this old house! Very romantic. - I find it rather a bit ugly and dark.","Notice the contrasting adjectives (romantisch vs. hässlich)."
"Was für Ausländer besuchen die Stadt am meisten? - Sehr viele Touristen aus Asien und Amerika.","Woher kommen viele Touristen?","Aus Asien und Amerika","Aus Europa","Nur aus Deutschland","Aus Afrika","What kind of foreigners visit the city the most? - Very many tourists from Asia and America.","Listen to the regions mentioned."
"Möchtest du in die Kirche gehen? - Nein, Kirchen interessieren mich nicht. Ich gehe lieber bummeln.","Warum geht die Person nicht in die Kirche?","Kirchen interessieren sie nicht.","Sie hat keine Zeit.","Der Eintritt ist zu teuer.","Sie war schon dort.","Would you like to go into the church? - No, churches do not interest me. I prefer to go strolling.","Listen to the reason 'interessieren mich nicht'."
"Der Markt ist sehr beliebt bei Touristen. Man kann hier tolle Souvenirs kaufen.","Warum gehen viele Touristen auf den Markt?","Man kann dort tolle Souvenirs kaufen.","Er ist sehr billig.","Es gibt gratis Essen.","Der Markt ist neu.","The market is very popular with tourists. You can buy great souvenirs here.","Listen to what one can buy."
"Wir planen für morgen einen Rundgang durch das historische Zentrum. Wer kommt mit?","Was planen sie für morgen?","Einen Rundgang durch das Zentrum","Einen Ausflug ans Meer","Eine Fahrt mit dem Schiff","Einen Museumsbesuch","We are planning a walking tour through the historical center for tomorrow. Who is coming along?","Listen to the planned activity 'Rundgang'."
"Ich brauche noch Geld für das Trinkgeld. Hast du kleine Scheine? - Hier, fünf Euro.","Wofür braucht die Person das Geld?","Für das Trinkgeld","Für ein Ticket","Für ein Souvenir","Für den Bus","I still need money for the tip. Do you have small bills? - Here, five euros.","Listen to the specific purpose 'Trinkgeld'."
"Welche Orte müssen wir unbedingt sehen? - Den Dom, das Schloss und natürlich den Hafen!","Wie viele Orte empfiehlt die Person?","Drei (Dom, Schloss, Hafen)","Zwei","Einen","Vier","Which places must we absolutely see? - The cathedral, the castle, and of course the harbor!","Count the sights mentioned."
"Das Wetter war gestern so schlecht. Regen, Regen, Regen. Und heute scheint die Sonne!","Wie ist das Wetter heute?","Die Sonne scheint.","Es regnet.","Es schneit.","Es ist kalt und windig.","The weather was so bad yesterday. Rain, rain, rain. And today the sun is shining!","The question asks about TODAY ('heute')."
"Was für ein Ticket brauche ich für die Straßenbahn? - Ein Ticket für die Zone A.","Welches Ticket braucht die Person?","Für die Zone A","Für die Zone B","Ein Tagesticket","Ein Kinderticket","What kind of ticket do I need for the tram? - A ticket for Zone A.","Listen to the zone mentioned."
"Die Stadtführung ist ein bisschen langweilig, oder? - Finde ich nicht. Die Geschichte ist super interessant!","Wie findet die ZWEITE Person die Stadtführung?","Super interessant","Langweilig","Zu teuer","Zu kurz","The city tour is a bit boring, isn't it? - I don't think so. The history is super interesting!","Listen to the opinion of the second speaker."
"Können wir den Turm besichtigen? - Ja, aber man muss 300 Treppenstufen laufen. Es gibt keinen Aufzug.","Gibt es einen Aufzug im Turm?","Nein, man muss Treppen laufen.","Ja, einen großen Aufzug.","Nur für ältere Menschen.","Weiß nicht.","Can we visit the tower? - Yes, but you have to walk 300 stairs. There is no elevator.","Listen to the statement 'Es gibt keinen Aufzug'."
"Das neue Zentrum ist schrecklich! Nur Verkehr und Autos.","Was stört die Person am neuen Zentrum?","Der Verkehr und die Autos","Die alten Gebäude","Die vielen Touristen","Die laute Musik","The new center is terrible! Only traffic and cars.","Listen to the complaint."
"Haben Sie Informationen über das Kulturprogramm dieses Wochenende? - Ja, hier ist ein Flyer. Es gibt ein tolles Konzert.","Worüber informiert sich der Kunde?","Über das Kulturprogramm","Über Hotels","Über Restaurants","Über Züge","Do you have information about the cultural program this weekend? - Yes, here is a flyer. There is a great concert.","Listen to the topic 'Kulturprogramm'."
"Ich möchte ein Foto von dir vor dem Schloss machen. Stell dich mal da hin! - Okay, lächeln!","Wo soll sich die Person für das Foto hinstellen?","Vor das Schloss","Auf die Brücke","Vor den Dom","In den Park","I want to take a photo of you in front of the castle. Stand over there! - Okay, smile!","Listen to the location 'vor dem Schloss'."
"Die Brücke ist eine berühmte Sehenswürdigkeit. Sie ist über 400 Jahre alt.","Wie alt ist die Brücke?","Über 400 Jahre","Über 100 Jahre","Über 40 Jahre","Ganz neu","The bridge is a famous tourist attraction. It is over 400 years old.","Listen to the number 'vierhundert'."
"Wo gibt es hier billige Restaurants? - Hier im Zentrum ist alles teuer. Gehen Sie lieber ein paar Straßen weiter.","Gibt es im Zentrum billige Restaurants?","Nein, da ist alles teuer.","Ja, sehr viele.","Ja, aber nur mittags.","Man kann dort nicht essen.","Where are there cheap restaurants here? - Here in the center everything is expensive. Better walk a few streets further.","Listen to the statement 'alles teuer'."
"Was für eine Postkarte hast du gekauft? - Eine mit dem alten Rathaus. Sie sieht sehr historisch aus.","Welches Motiv ist auf der Postkarte?","Das alte Rathaus","Der Dom","Ein modernes Gebäude","Der Hafen","What kind of postcard did you buy? - One with the old town hall. It looks very historical.","Listen to the sight mentioned."
"Können wir hier Geld wechseln? - Nein, das ist nur eine Touristeninformation. Gehen Sie zur Bank.","Kann man dort Geld wechseln?","Nein, man muss zur Bank gehen.","Ja, am Schalter.","Ja, aber es ist teuer.","Nur Euro.","Can we exchange money here? - No, this is only a tourist information desk. Go to the bank.","Listen to the instruction."
"Die Touristen aus Japan fotografieren alles. Den Dom, das Rathaus, sogar die normalen Häuser!","Was fotografieren die Touristen?","Alles (Dom, Rathaus, Häuser)","Nur den Dom","Nur Personen","Gar nichts","The tourists from Japan photograph everything. The cathedral, the town hall, even normal houses!","Listen to the sweeping statement 'alles'."
"Wir machen morgen einen Ausflug in ein kleines Dorf am Fluss.","Wohin machen sie einen Ausflug?","In ein Dorf am Fluss","In die Hauptstadt","In die Berge","An den Hafen","We are taking an excursion tomorrow to a small village by the river.","Listen to the destination 'Dorf am Fluss'."
"Welchen Bus nehmen wir zum Schloss? - Den roten Touristenbus. Er fährt direkt dorthin.","Welchen Bus nehmen sie?","Den roten Touristenbus","Einen normalen Stadtbus","Den gelben Bus","Gar keinen Bus","Which bus are we taking to the castle? - The red tourist bus. It drives directly there.","Listen to the specific color and type of bus."
"Ist die Stadtführung kostenlos? - Nein, sie kostet 8 Euro, aber Studenten zahlen nur 5 Euro.","Was kostet die Stadtführung für Studenten?","5 Euro","8 Euro","Nichts","13 Euro","Is the city tour free? - No, it costs 8 euros, but students pay only 5 euros.","Pay attention to the specific price for 'Studenten'."
"Ich finde die Hauptstadt sehr modern. Alles ist neu und groß. - Mir gefällt das nicht so. Ich mag alte Städte lieber.","Was mag die zweite Person lieber?","Alte Städte","Moderne Hauptstädte","Kleine Dörfer","Die Natur","I find the capital city very modern. Everything is new and big. - I don't like that so much. I prefer old cities.","Listen to the preference 'lieber' of the second speaker."
"Das Museum hat eine Ausstellung über die römische Geschichte. Das müssen wir sehen!","Worüber ist die Ausstellung?","Über die römische Geschichte","Über moderne Kunst","Über Autos","Über Musik","The museum has an exhibition about Roman history. We have to see that!","Listen to the topic after 'über'."
"Sollen wir bummeln gehen? Das Wetter ist wunderbar. - Ja, wir können durch die kleinen Straßen gehen.","Was wollen die beiden machen?","Bummeln (durch kleine Straßen gehen)","Einen Film im Kino sehen","In der Kirche sitzen","Sport machen","Shall we go strolling? The weather is wonderful. - Yes, we can walk through the small streets.","'bummeln' means taking a leisurely walk/strolling."
"Wir haben leider nicht alles gesehen. Der Ort ist so groß! - Dann müssen wir einfach wiederkommen.","Warum haben sie nicht alles gesehen?","Der Ort ist so groß.","Es hat geregnet.","Das Museum war zu.","Sie hatten keine Lust.","Unfortunately we didn't see everything. The place is so big! - Then we just have to come back.","Listen to the reason 'Ort ist so groß'."
"Welche Sehenswürdigkeit hat dir am besten gefallen? - Der Hafen! Ich liebe das Wasser und die Schiffe.","Was war das Highlight für die Person?","Der Hafen","Der Dom","Der Turm","Das Rathaus","Which sight did you like best? - The harbor! I love the water and the ships.","Listen to the specific place mentioned as the favorite."
