pos,word,article,gender,gender_tip,plural,meaning,ex1_de,ex1_en,ex2_de,ex2_en
noun,Termin,der,m,der Termin.,Termine,appointment,"Ich habe einen Termin.","I have an appointment.","Der Termin ist um 10 Uhr.","The appointment is at 10 o'clock."
noun,Kalender,der,m,der Kalender — ends in -er.,Kalender,calendar,"Ich schaue in meinen Kalender.","I am looking in my calendar.","Tragen Sie den Termin in den Kalender ein.","Enter the appointment in the calendar."
noun,Zeit,die,f,die Zeit.,Zeiten,time,"Ich habe keine Zeit.","I have no time.","Haben Sie kurz Zeit?","Do you have a moment?"
noun,Stress,der,m,der Stress.,-,stress,"Ich habe viel Stress.","I have a lot of stress.","Stress im Büro.","Stress in the office."
noun,Nachricht,die,f,die Nachricht.,Nachrichten,message,"Hinterlassen Sie eine Nachricht.","Leave a message.","Ich habe eine Nachricht für Sie.","I have a message for you."
noun,Apparat,der,m,der Apparat.,Apparate,device / phone receiver,"Wer ist am Apparat?","Who is on the line?","Bleiben Sie bitte am Apparat.","Please hold the line."
noun,Vorwahl,die,f,die Vorwahl.,Vorwahlen,area code,"Was ist die Vorwahl von Berlin?","What is the area code of Berlin?","Die Vorwahl ist 030.","The area code is 030."
noun,Nummer,die,f,die Nummer.,Nummern,number,"Meine Nummer ist 12345.","My number is 12345.","Wie ist Ihre Telefonnummer?","What is your phone number?"
noun,Verbindung,die,f,die Verbindung — ends in -ung.,Verbindungen,connection,"Die Verbindung ist schlecht.","The connection is bad.","Ich habe keine Internetverbindung.","I have no internet connection."
noun,Internet,das,n,das Internet.,-,internet,"Ich brauche das Internet.","I need the internet.","Das Internet ist langsam.","The internet is slow."
verb,anrufen,-,-,-,-,to call (on the phone),"Ich rufe dich an.","I'll call you.","Rufen Sie mich morgen an.","Call me tomorrow."
verb,telefonieren,-,-,-,-,to talk on the phone,"Ich telefoniere gerade.","I am on the phone right now.","Wir telefonieren später.","We will talk on the phone later."
verb,funktionieren,-,-,-,-,to function / to work,"Der Drucker funktioniert nicht.","The printer isn't working.","Funktioniert das Internet?","Is the internet working?"
verb,drucken,-,-,-,-,to print,"Ich muss das Dokument drucken.","I have to print the document.","Der Drucker druckt nicht.","The printer is not printing."
verb,mailen,-,-,-,-,to email,"Ich maile dir die Rechnung.","I will email you the invoice.","Können Sie mir das mailen?","Can you email that to me?"
verb,schreiben,-,-,-,-,to write,"Ich schreibe einen Brief.","I write a letter.","Schreiben Sie eine Notiz.","Write a note."
verb,hinterlassen,-,-,-,-,to leave (a message),"Möchten Sie eine Nachricht hinterlassen?","Would you like to leave a message?","Ich hinterlasse meine Nummer.","I am leaving my number."
verb,zurückrufen,-,-,-,-,to call back,"Ich rufe später zurück.","I will call back later.","Bitte rufen Sie mich zurück.","Please call me back."
verb,buchstabieren,-,-,-,-,to spell,"Können Sie Ihren Namen buchstabieren?","Can you spell your name?","Ich buchstabiere: M-A-I-E-R.","I am spelling: M-A-I-E-R."
adjective,kaputt,-,-,-,-,broken,"Der Computer ist kaputt.","The computer is broken.","Mein Handy ist leider kaputt.","My cell phone is unfortunately broken."
adjective,wichtig,-,-,-,-,important,"Der Termin ist wichtig.","The appointment is important.","Das ist sehr wichtig!","That is very important!"
adjective,dringend,-,-,-,-,urgent,"Es ist dringend.","It is urgent.","Ich brauche dringend einen Termin.","I urgently need an appointment."
adjective,frei,-,-,-,-,free / available,"Ist der Chef frei?","Is the boss available?","Ich habe heute frei.","I have the day off today."
adverb,heute,-,-,-,-,today,"Heute habe ich viel Stress.","Today I have a lot of stress.","Ist der Chef heute da?","Is the boss here today?"
adverb,morgen,-,-,-,-,tomorrow,"Rufen Sie morgen wieder an.","Call again tomorrow.","Morgen habe ich Zeit.","Tomorrow I have time."
adverb,später,-,-,-,-,later,"Ich rufe später an.","I will call later.","Bis später!","See you later!"
adverb,gerade,-,-,-,-,just / currently,"Ich telefoniere gerade.","I am on the phone right now.","Er ist gerade nicht da.","He is currently not here."
adverb,leider,-,-,-,-,unfortunately,"Leider ist sie nicht im Büro.","Unfortunately, she is not in the office.","Das geht leider nicht.","That unfortunately does not work."
particle,am,-,-,-,-,at the (am Apparat),"Wer ist am Apparat?","Who is on the phone?","Ich bin am Computer.","I am at the computer."
phrase,auf Wiederhören,-,-,-,-,goodbye (on the phone),"Vielen Dank, auf Wiederhören!","Thank you, goodbye!","Auf Wiederhören, Frau Schmidt.","Goodbye, Mrs. Schmidt."
noun,Klammeraffe,der,m,der Klammeraffe / das at.,Klammeraffen,@ (at symbol),"Das schreibt man mit Klammeraffe.","You write that with an at symbol.","peter at gmx punkt de.","peter at gmx dot de."
noun,Punkt,der,m,der Punkt.,Punkte,dot / point / period,"gmx punkt de.","gmx dot de.","Hier ist ein Punkt.","Here is a dot."
noun,Unterstrich,der,m,der Unterstrich.,Unterstriche,underscore (_),"anna unterstrich meier.","anna underscore meier.","Mit Unterstrich oder Bindestrich?","With an underscore or hyphen?"
noun,Bindestrich,der,m,der Bindestrich.,Bindestriche,hyphen (-),"Müller bindestrich Lüdenscheid.","Müller hyphen Lüdenscheid.","Minus oder Bindestrich.","Minus or hyphen."
noun,Minus,das,n,das Minus.,-,minus (-),"peter minus schmidt.","peter minus schmidt.","Zwei minus eins.","Two minus one."
noun,Bleistift,der,m,der Bleistift.,Bleistifte,pencil,"Ich habe einen Bleistift.","I have a pencil.","Hast du einen Bleistift?","Do you have a pencil?"
noun,Kugelschreiber,der,m,der Kugelschreiber.,Kugelschreiber,ballpoint pen,"Geben Sie mir bitte den Kugelschreiber.","Please give me the ballpoint pen.","Der Kugelschreiber ist leer.","The pen is empty."
noun,Brille,die,f,die Brille.,Brillen,glasses,"Ich suche meine Brille.","I am looking for my glasses.","Die Brille liegt auf dem Tisch.","The glasses are on the table."
noun,Wörterbuch,das,n,das Wörterbuch.,Wörterbücher,dictionary,"Ich brauche ein Wörterbuch.","I need a dictionary.","Haben Sie ein Wörterbuch?","Do you have a dictionary?"
noun,Stift,der,m,der Stift.,Stifte,pen,"Ein Stift zum Schreiben.","A pen for writing.","Ich habe keinen Stift.","I don't have a pen."
noun,Formular,das,n,das Formular.,Formulare,form,"Haben Sie das Formular?","Do you have the form?","Ich fülle das Formular aus.","I am filling out the form."
noun,Katalog,der,m,der Katalog.,Kataloge,catalog,"Der Katalog ist neu.","The catalog is new.","Wir schicken Ihnen den Katalog.","We will send you the catalog."
noun,Tisch,der,m,der Tisch.,Tische,table / desk,"Auf dem Tisch liegt Papier.","There is paper on the table.","Das ist mein Schreibtisch.","That is my desk."
noun,Schrank,der,m,der Schrank.,Schränke,cabinet / closet,"Der Schrank ist voll.","The cabinet is full.","Wir brauchen einen Schrank.","We need a cabinet."
noun,Stuhl,der,m,der Stuhl.,Stühle,chair,"Der Stuhl ist bequem.","The chair is comfortable.","Ich brauche einen neuen Stuhl.","I need a new chair."
verb,suchen,-,-,-,-,to search / to look for,"Ich suche das Büro von Frau Müller.","I am looking for Mrs. Müller's office.","Was suchen Sie?","What are you looking for?"
verb,finden,-,-,-,-,to find,"Ich finde die E-Mail nicht.","I cannot find the email.","Findest du das gut?","Do you find that good?"
verb,kosten,-,-,-,-,to cost,"Was kostet der Drucker?","What does the printer cost?","Der Computer kostet 500 Euro.","The computer costs 500 euros."
verb,ausfüllen,-,-,-,-,to fill out,"Füllen Sie bitte dieses Formular aus.","Please fill out this form.","Ich fülle es später aus.","I will fill it out later."
adjective,klein,-,-,-,-,small,"Das Büro ist sehr klein.","The office is very small.","Ein kleiner Fehler.","A small mistake."
adjective,groß,-,-,-,-,big / large,"Wir haben ein großes Büro.","We have a big office.","Das Problem ist groß.","The problem is big."
