sentence,words,tip,translation_en
"Welche Schuhe kaufst du?","Welche|Schuhe|kaufst|du|?","Question word 'Welch-' (Accusative plural).","Which shoes are you buying?[cite: 1]"
"Welches Outfit findet er gut?","Welches|Outfit|findet|er|gut|?","Question word 'Welch-' (Accusative neuter).","Which outfit does he find good?[cite: 1]"
"Welche Stiefel kaufen wir?","Welche|Stiefel|kaufen|wir|?","Question word 'Welch-' (Accusative plural).","Which boots are we buying?[cite: 1]"
"Welchen Schmuck trägst du gerne?","Welchen|Schmuck|trägst|du|gerne|?","Question word 'Welch-' (Accusative masculine).","Which jewelry do you like to wear?[cite: 1]"
"Diesen Schmuck hier trage ich gerne.","Diesen|Schmuck|hier|trage|ich|gerne|.","Demonstrative 'Dies-' (Accusative masculine).","I like to wear this jewelry here.[cite: 1]"
"Welches Parfüm magst du?","Welches|Parfüm|magst|du|?","Question word 'Welch-' (Accusative neuter).","Which perfume do you like?[cite: 1]"
"Dieses Parfüm von Chanel mag ich sehr.","Dieses|Parfüm|von|Chanel|mag|ich|sehr|.","Demonstrative 'Dies-' (Accusative neuter).","I like this perfume from Chanel very much.[cite: 1]"
"Welche Jacke ziehst du heute an?","Welche|Jacke|ziehst|du|heute|an|?","Separable verb 'anziehen' + Welch-.","Which jacket are you putting on today?[cite: 1]"
"Diese Jacke hier ziehe ich an.","Diese|Jacke|hier|ziehe|ich|an|.","Demonstrative 'Dies-' (Accusative feminine).","I am putting on this jacket here.[cite: 1]"
"Sie ist schön warm.","Sie|ist|schön|warm|.","Describing clothing property.","It is nicely warm.[cite: 1]"
"Welche Schuhe kaufst du jetzt?","Welche|Schuhe|kaufst|du|jetzt|?","Question word 'Welch-' (Accusative plural).","Which shoes are you buying now?[cite: 1]"
"Ich glaube, diese Schuhe in Braun.","Ich|glaube|,|diese|Schuhe|in|Braun|.","Demonstrative 'Dies-' (Accusative plural).","I think these shoes in brown.[cite: 1]"
"Kaufen wir diese Stiefel?","Kaufen|wir|diese|Stiefel|?","Demonstrative pronoun plural.","Are we buying these boots?[cite: 1]"
"Welche Stiefel denn?","Welche|Stiefel|denn|?","Asking for clarification.","Which boots then?[cite: 1]"
"Diese Stiefel hier.","Diese|Stiefel|hier|.","Specifying an item.","These boots here.[cite: 1]"
"Mieten wir dieses Haus?","Mieten|wir|dieses|Haus|?","Demonstrative pronoun neuter.","Are we renting this house?[cite: 1]"
"Welches Haus denn?","Welches|Haus|denn|?","Asking for clarification.","Which house then?[cite: 1]"
"Na, dieses Haus hier.","Na|,|dieses|Haus|hier|.","Specifying an item.","Well, this house here.[cite: 1]"
"Ich sehe gerne Filme.","Ich|sehe|gerne|Filme|.","Stating a hobby.","I like watching movies.[cite: 1]"
"Welchen Film empfehlt ihr?","Welchen|Film|empfehlt|ihr|?","Asking for a recommendation (Accusative masculine).","Which movie do you all recommend?[cite: 1]"
"Morgen hat meine Frau Geburtstag.","Morgen|hat|meine|Frau|Geburtstag|.","Stating an upcoming event.","Tomorrow is my wife's birthday.[cite: 1]"
"Welchen Schmuck empfehlen Sie?","Welchen|Schmuck|empfehlen|Sie|?","Asking formal recommendation.","Which jewelry do you recommend?[cite: 1]"
"Unsere Familie ist groß.","Unsere|Familie|ist|groß|.","Describing family.","Our family is large.[cite: 1]"
"Welches Auto empfehlt ihr?","Welches|Auto|empfehlt|ihr|?","Asking informal plural recommendation.","Which car do you all recommend?[cite: 1]"
"Ich möchte einkaufen.","Ich|möchte|einkaufen|.","Stating an intention.","I would like to go shopping.[cite: 1]"
"Welches Kaufhaus empfiehlst du?","Welches|Kaufhaus|empfiehlst|du|?","Asking informal singular recommendation.","Which department store do you recommend?[cite: 1]"
"Ich gehe heute an den Strand.","Ich|gehe|heute|an|den|Strand|.","Stating a destination.","I am going to the beach today.[cite: 1]"
"Welche Creme empfehlen Sie?","Welche|Creme|empfehlen|Sie|?","Asking for a product recommendation.","Which cream do you recommend?[cite: 1]"
"Ich möchte einen Ring kaufen.","Ich|möchte|einen|Ring|kaufen|.","Stating a specific purchase intent.","I would like to buy a ring.[cite: 1]"
