sentence,words,tip,translation_en
"Der grüne Frosch sitzt am See.","Der|grüne|Frosch|sitzt|am|See|.","Amphibian vocabulary.","The green frog sits by the lake."
"Im Urlaub haben wir keinen Stress.","Im|Urlaub|haben|wir|keinen|Stress|.","Negation with kein.","On vacation we have no stress."
"Haben Sie heute noch einen Termin?","Haben|Sie|heute|noch|einen|Termin|?","Accusative.","Do you have an appointment left today?"
"Die Landschaft hier ist wunderschön.","Die|Landschaft|hier|ist|wunderschön|.","Describing surroundings.","The landscape here is beautiful."
"Wir fahren am Wochenende in die Berge.","Wir|fahren|am|Wochenende|in|die|Berge|.","Accusative direction (in die).","We are going to the mountains on the weekend."
"Der Weg durch den Wald ist schmal.","Der|Weg|durch|den|Wald|ist|schmal|.","Preposition durch + Akk.","The path through the forest is narrow."
"Im Sommer fahren wir ans Meer.","Im|Sommer|fahren|wir|ans|Meer|.","Direction (an + das = ans).","In the summer we go to the sea."
"Wir spazieren gerne am Strand.","Wir|spazieren|gerne|am|Strand|.","Location (an + dem = am).","We like to walk on the beach."
"Die Küste im Norden ist windig.","Die|Küste|im|Norden|ist|windig|.","Compass direction.","The coast in the north is windy."
"Der See ist tief und kalt.","Der|See|ist|tief|und|kalt|.","Lake vs Sea.","The lake is deep and cold."
"Wir machen Urlaub auf einer Insel.","Wir|machen|Urlaub|auf|einer|Insel|.","Location (auf + Dativ).","We are vacationing on an island."
"Die Wüste ist tagsüber sehr heiß.","Die|Wüste|ist|tagsüber|sehr|heiß|.","Landscape vocabulary.","The desert is very hot during the day."
"Wir reisen gerne in den Süden.","Wir|reisen|gerne|in|den|Süden|.","Direction (in den).","We like to travel to the south."
"Der Wind kommt oft aus dem Westen.","Der|Wind|kommt|oft|aus|dem|Westen|.","Direction origin.","The wind often comes from the west."
"Ein Kurzurlaub entspannt mich sehr.","Ein|Kurzurlaub|entspannt|mich|sehr|.","Compound noun.","A short vacation relaxes me a lot."
"Ich mache nächste Woche eine Städtereise.","Ich|mache|nächste|Woche|eine|Städtereise|.","Time phrase in Accusative.","I am taking a city trip next week."
"Welches Angebot gefällt Ihnen am besten?","Welches|Angebot|gefällt|Ihnen|am|besten|?","Verb with Dative.","Which offer do you like best?"
"Wir wandern über grüne Hügel.","Wir|wandern|über|grüne|Hügel|.","Preposition über + Akk.","We hike over green hills."
"Sie vermieten Zimmer an Studenten.","Sie|vermieten|Zimmer|an|Studenten|.","Verb vermieten.","They rent out rooms to students."
"Wir mieten ein Auto für den Urlaub.","Wir|mieten|ein|Auto|für|den|Urlaub|.","Verb mieten.","We are renting a car for the vacation."
"Du musst dich im Urlaub erholen.","Du|musst|dich|im|Urlaub|erholen|.","Reflexive verb.","You must relax on vacation."
"Wir wollen die Stadt besichtigen.","Wir|wollen|die|Stadt|besichtigen|.","Modal verb + Infinitive.","We want to sightsee the city."
"Sie bieten einen Skikurs an.","Sie|bieten|einen|Skikurs|an|.","Separable verb (anbieten).","They are offering a ski course."
"Wir genießen das warme Wetter.","Wir|genießen|das|warme|Wetter|.","Verb genießen.","We enjoy the warm weather."
"Der Zug fährt sehr langsam.","Der|Zug|fährt|sehr|langsam|.","Adverb of speed.","The train drives very slowly."
"Mein neues Fahrrad ist extrem schnell.","Mein|neues|Fahrrad|ist|extrem|schnell|.","Adjective of speed.","My new bicycle is extremely fast."
"Er ist im Urlaub immer aktiv.","Er|ist|im|Urlaub|immer|aktiv|.","Adjective active.","He is always active on vacation."
"Ich packe meinen Koffer für die Reise.","Ich|packe|meinen|Koffer|für|die|Reise|.","Accusative object.","I am packing my suitcase for the trip."
"Der Rucksack ist sehr praktisch.","Der|Rucksack|ist|sehr|praktisch|.","Travel vocabulary.","The backpack is very practical."
"Wo ist unser Gepäck geblieben?","Wo|ist|unser|Gepäck|geblieben|?","Travel vocabulary.","Where did our luggage go?"
"Wir schlafen heute im Zelt.","Wir|schlafen|heute|im|Zelt|.","Location (in + dem = im).","We are sleeping in the tent today."
"Der Reiseführer enthält viele Tipps.","Der|Reiseführer|enthält|viele|Tipps|.","Noun in -er.","The travel guide contains many tips."
"Die Anmeldung dauert nur fünf Minuten.","Die|Anmeldung|dauert|nur|fünf|Minuten|.","Noun in -ung.","The registration takes only five minutes."
"Gibt es hier eine Heizung?","Gibt|es|hier|eine|Heizung|?","Noun in -ung.","Is there heating here?"
"Die Erfahrung war sehr positiv.","Die|Erfahrung|war|sehr|positiv|.","Noun in -ung.","The experience was very positive."
"Wir hoffen auf gutes Wetter.","Wir|hoffen|auf|gutes|Wetter|.","Verb + Preposition (auf + Akk).","We are hoping for good weather."
