test_text,answer,test_verb,tip,meaning,grammar_tip
"Der null möchte das Haus sehen. (kaufen)","Käufer","kaufen","Person noun from 'kaufen' (ä)","The buyer wants to see the house.","Verb + -er creates a masculine person noun (often adds umlaut): der Käufer."
"Liebe null, willkommen bei unserem Radio. (hören - Plural)","Hörer","hören","Person noun from 'hören' (Plural)","Dear listeners, welcome to our radio.","Verb + -er creates a masculine person noun: der Hörer."
"Der null wohnt im zweiten Stock. (mieten)","Mieter","mieten","Person noun from 'mieten'","The tenant lives on the second floor.","Verb + -er creates a masculine person noun: der Mieter."
"Wir gehen gern im null spazieren. (forest - Dative)","Wald","Wald","Masculine noun in Dative","We like to go for a walk in the forest.","im (in + dem) + Dativ masculine: im Wald."
"Auf der null gibt es viele Blumen. (meadow - Dative)","Wiese","Wiese","Feminine noun in Dative","There are many flowers on the meadow.","auf + Dativ feminine: auf der Wiese."
"Wir machen Urlaub in einem kleinen null. (village - Dative)","Dorf","Dorf","Neuter noun in Dative","We are vacationing in a small village.","in + Dativ neuter: in einem Dorf."
"Diese null braucht im Sommer viel Wasser. (plant - Nominative)","Pflanze","Pflanze","Feminine noun","This plant needs a lot of water in the summer.","Nominativ feminine: die Pflanze."
"Ein kleiner null singt im Baum. (bird - Nominative)","Vogel","Vogel","Masculine noun","A small bird sings in the tree.","Nominativ masculine: der Vogel."
"Der grüne null sitzt am See. (frog - Nominative)","Frosch","Frosch","Masculine noun","The green frog sits by the lake.","Nominativ masculine: der Frosch."
"Im Urlaub fahren wir ans null. (sea - Accusative)","Meer","Meer","Neuter noun in Accusative","On vacation we drive to the sea.","ans (an + das) + Akkusativ neuter (direction): ans Meer."
"Die Kinder spielen den ganzen Tag am null. (beach - Dative)","Strand","Strand","Masculine noun in Dative","The children play on the beach all day.","am (an + dem) + Dativ masculine (location): am Strand."
"Wir schwimmen jeden Morgen im null. (lake - Dative)","See","See","Masculine noun in Dative","We swim in the lake every morning.","im (in + dem) + Dativ masculine: im See."
"Er macht ein Picknick am null des Flusses. (bank/shore - Dative)","Ufer","Ufer","Neuter noun in Dative","He is having a picnic on the bank of the river.","am (an + dem) + Dativ neuter: am Ufer."
"Die null in Süddeutschland ist sehr grün. (landscape - Nominative)","Landschaft","Landschaft","Feminine noun","The landscape in southern Germany is very green.","Nominativ feminine: die Landschaft."
"Die Familie verbringt die Ferien auf dem null. (farm - Dative)","Bauernhof","Bauernhof","Masculine noun in Dative","The family spends their holidays on the farm.","auf + Dativ masculine (location): auf dem Bauernhof."
"Ich suche im Urlaub vor allem null. (peace/quiet - Accusative)","Ruhe","Ruhe","Feminine noun in Accusative","I am mainly looking for peace and quiet on vacation.","Akkusativ feminine: die Ruhe."
"Gibt es auf dem Bauernhof auch eine null? (cat - Accusative)","Katze","Katze","Feminine noun in Accusative","Is there also a cat on the farm?","Akkusativ feminine indefinite article: eine Katze."
"Der alte Mann geht mit seinem null spazieren. (dog - Dative)","Hund","Hund","Masculine noun in Dative","The old man goes for a walk with his dog.","mit + Dativ masculine: mit seinem Hund."
"Im Winter fahren wir in die null zum Skifahren. (mountains - Accusative Plural)","Berge","Berg","Plural noun in Accusative","In winter we go to the mountains to ski.","in + Akkusativ plural (direction): in die Berge."
"Sylt ist eine sehr schöne null. (island - Nominative)","Insel","Insel","Feminine noun","Sylt is a very beautiful island.","Nominativ feminine: eine Insel."
"Die Touristen kaufen eine null von Berlin. (map - Accusative)","Landkarte","Landkarte","Feminine noun in Accusative","The tourists buy a map of Berlin.","Akkusativ feminine: eine Landkarte."
"Haben Sie den null für Rom gesehen? (travel guide - Accusative)","Reiseführer","Reiseführer","Masculine noun in Accusative","Have you seen the travel guide for Rome?","Akkusativ masculine: den Reiseführer."
"Unser Hotel hat einen großen null mit vielen Pflanzen. (garden - Accusative)","Garten","Garten","Masculine noun in Accusative","Our hotel has a large garden with many plants.","Akkusativ masculine: einen Garten."
