test_text,answer,test_verb,tip,meaning,grammar_tip
"Die Jacke hängt an null Stuhl. (the, m)","dem","der","Dative masculine","The jacket hangs on the chair.","Location (Wo?): an + Dative (der Stuhl -> dem Stuhl)."
"Wir sitzen auf null Balkon. (the, m)","dem","der","Dative masculine","We sit on the balcony.","Location (Wo?): auf + Dative (der Balkon -> dem Balkon)."
"Ich stelle den Stuhl neben null Tisch. (the, m)","den","der","Accusative masculine","I place the chair next to the table.","Direction (Wohin?): neben + Akkusativ (der Tisch -> den Tisch)."
"Er stellt die Lampe auf null Kommode. (the, f)","die","die","Accusative feminine","He places the lamp on the dresser.","Direction (Wohin?): auf + Akkusativ (die Kommode -> die Kommode)."
"Wir legen das Buch unter null Bett. (the, n)","das","das","Accusative neuter","We lay the book under the bed.","Direction (Wohin?): unter + Akkusativ (das Bett -> das Bett)."
"Ich lege den Teppich vor null Sofa. (the, n)","das","das","Accusative neuter","I lay the rug in front of the sofa.","Direction (Wohin?): vor + Akkusativ (das Sofa -> das Sofa)."
"Stell die Schuhe hinter null Tür! (the, f)","die","die","Accusative feminine","Place the shoes behind the door!","Direction (Wohin?): hinter + Akkusativ (die Tür -> die Tür)."
"Häng das Bild über null Fernseher! (the, m)","den","der","Accusative masculine","Hang the picture over the TV!","Direction (Wohin?): über + Akkusativ (der Fernseher -> den Fernseher)."
"Er legt die Äpfel in null Kiste. (the, f)","die","die","Accusative feminine","He lays the apples into the box.","Direction (Wohin?): in + Akkusativ (die Kiste -> die Kiste)."
"Stell die Flasche zwischen null Gläser. (the, pl)","die","die","Accusative plural","Place the bottle between the glasses.","Direction (Wohin?): zwischen + Akkusativ Plural (die Gläser -> die Gläser)."
"Ich hänge die Jacke an null Stuhl. (the, m)","den","der","Accusative masculine","I hang the jacket on the chair.","Direction (Wohin?): an + Akkusativ (der Stuhl -> den Stuhl)."
"Wir gehen auf null Balkon. (the, m)","den","der","Accusative masculine","We go onto the balcony.","Direction (Wohin?): auf + Akkusativ (der Balkon -> den Balkon)."
"Das Regal steht null Wand. (against the, f)","an der","an der","Preposition + Dative f","The shelf stands on the wall.","Location (Wo?): an + der (die Wand is feminine)."
"Ich stelle das Regal null Wand. (against the, f)","an die","an die","Preposition + Accusative f","I place the shelf against the wall.","Direction (Wohin?): an + die (die Wand is feminine)."
"Das Poster hängt null Fenster. (at the)","am","an","Contraction of an + dem","The poster hangs at the window.","Location (Wo?): an + dem = am (das Fenster)."
"Ich hänge das Poster null Fenster. (onto the)","ans","an","Contraction of an + das","I hang the poster onto the window.","Direction (Wohin?): an + das = ans (das Fenster)."
"Die Kleidung ist null Schrank. (in the)","im","in","Contraction of in + dem","The clothes are in the closet.","Location (Wo?): in + dem = im (der Schrank)."
"Ich lege die Kleidung null Schrank. (into the)","in den","in","Preposition + Accusative m","I lay the clothes into the closet.","Direction (Wohin?): in + den (der Schrank is masculine)."
"Wir sind null Wohnzimmer. (in the)","im","in","Contraction of in + dem","We are in the living room.","Location (Wo?): in + dem = im (das Wohnzimmer)."
"Wir gehen null Wohnzimmer. (into the)","ins","in","Contraction of in + das","We go into the living room.","Direction (Wohin?): in + das = ins (das Wohnzimmer)."
"Hast du die Kommode ins Schlafzimmer null? (placed)","gestellt","stellen","Partizip II regular","Did you place the dresser into the bedroom?","stellen is regular: ge + stell + t."
"Die Kommode hat im Schlafzimmer null. (stood)","gestanden","stehen","Partizip II irregular","The dresser stood in the bedroom.","stehen is irregular: ge + stand + en."
"Er hat die Bücher auf den Tisch null. (laid)","gelegt","legen","Partizip II regular","He laid the books on the table.","legen is regular: ge + leg + t."
"Die Bücher haben auf dem Tisch null. (lain)","gelegen","liegen","Partizip II irregular","The books lay on the table.","liegen is irregular: ge + leg + en."
"Ich habe das Poster an die Tür null. (hung)","gehängt","hängen","Partizip II regular (active)","I hung the poster on the door.","Action hanging (Wohin) is regular: gehängt."
"Das Poster hat an der Tür null. (hung)","gehangen","hängen","Partizip II irregular (state)","The poster hung on the door.","State hanging (Wo) is irregular: gehangen."
"Stellst du den Fernseher auf null Tisch? (the, m)","den","der","Accusative masculine","Are you placing the TV on the table?","Direction (Wohin?): auf + Akkusativ."
"Der Fernseher steht auf null Tisch. (the, m)","dem","der","Dative masculine","The TV stands on the table.","Location (Wo?): auf + Dativ."
"Häng den Spiegel neben null Bild! (the, n)","das","das","Accusative neuter","Hang the mirror next to the picture!","Direction (Wohin?): neben + Akkusativ."
"Der Spiegel hängt neben null Bild. (the, n)","dem","das","Dative neuter","The mirror hangs next to the picture.","Location (Wo?): neben + Dativ."
"Wir haben die Kisten in null Keller gebracht. (the, m)","den","der","Accusative masculine","We brought the boxes into the basement.","Direction (Wohin?): in + Akkusativ with action verbs like 'bringen'."
"Räumst du deine Sachen in null Schrank? (the, m)","den","der","Accusative masculine","Are you putting your things away into the closet?","Direction (Wohin?): in + Akkusativ with action verbs like 'räumen'."
