test_text,answer,test_verb,tip,meaning,grammar_tip
"Ich sehe null Onkel. (your all's, m)","euren","euer","Accusative masculine","I see your (pl) uncle.","Accusative masculine: euren Onkel."
"Wir lieben null Baby. (our, n)","unser","unser","Accusative neuter","We love our baby.","Accusative neuter (same as Nom): unser Baby."
"Sucht ihr null Tante? (your all's, f)","eure","euer","Accusative feminine","Are you looking for your (pl) aunt?","Accusative feminine (same as Nom): eure Tante."
"Wir besuchen null Eltern. (our, Pl)","unsere","unser","Accusative plural","We are visiting our parents.","Accusative plural (same as Nom): unsere Eltern."
"Er spielt mit null Opa. (our, m)","unserem","unser","Dative masculine","He plays with our grandpa.","Dative masculine adds -em: unserem Opa."
"Sprecht ihr mit null Onkel? (your all's, m)","eurem","euer","Dative masculine","Are you talking with your (pl) uncle?","Dative masculine: eurem Onkel."
"Wir gehen mit null Tante spazieren. (our, f)","unserer","unser","Dative feminine","We go walking with our aunt.","Dative feminine adds -er: unserer Tante."
"Ich spiele mit null Baby. (your all's, n)","eurem","euer","Dative neuter","I play with your (pl) baby.","Dative neuter adds -em: eurem Baby."
"Sie essen mit null Eltern. (our, Pl)","unseren","unser","Dative plural","They eat with our parents.","Dative plural adds -en: unseren Eltern."
"Paul und Franka null in der Schule Brezeln. (bake)","backen","backen","3rd person plural present","Paul and Franka bake pretzels in school.","backen -> sie backen."
"Paul und Franka haben mit dem Opa Brezeln null. (baked)","gebacken","backen","Partizip II of backen","Paul and Franka baked pretzels with grandpa.","Irregular Partizip II: gebacken."
"Habt ihr euch gestern null? (argued)","gestritten","streiten","Partizip II of streiten","Did you argue yesterday?","Irregular Partizip II: gestritten."
"Weißt du, was dann null ist? (happened)","passiert","passieren","Partizip II of passieren","Do you know what happened then?","Verbs ending in -ieren do not take ge-."
"Opa hat die Bäckerei an den Schwiegersohn null. (handed over)","übergeben","übergeben","Partizip II of übergeben","Grandpa handed over the bakery to the son-in-law.","Inseparable verb Partizip II: übergeben."
"Mein Onkel Willi hat tolle Witze null. (told)","erzählt","erzählen","Partizip II of erzählen","My Uncle Willi told great jokes.","Inseparable verb Partizip II: erzählt."
"Wir haben als Kinder oft Comics null. (read)","gelesen","lesen","Partizip II of lesen","We often read comics as children.","Irregular Partizip II: gelesen."
"Seid ihr gestern Skateboard null? (ridden/driven)","gefahren","fahren","Partizip II of fahren","Did you ride the skateboard yesterday?","Verbs of motion use sein + gefahren."
"Hast du mit den Puppen null? (played)","gespielt","spielen","Partizip II of spielen","Did you play with the dolls?","Regular Partizip II: gespielt."
"Er hat früher viel null. (drawn)","gezeichnet","zeichnen","Partizip II of zeichnen","He drew a lot in the past.","Regular Partizip II ends in -et after -n: gezeichnet."
"null haben wir den Teig gemacht. (First)","Zuerst","zuerst","Temporal adverb (1st position)","First we made the dough.","Reihenfolge: Zuerst (first)."
"Und null haben wir die Brezeln geformt. (then)","dann","dann","Temporal adverb","And then we shaped the pretzels.","Reihenfolge: dann (then)."
"null sind die Brezeln in den Ofen gekommen. (After that)","Danach","danach","Temporal adverb","After that, the pretzels went into the oven.","Reihenfolge: danach (after that)."
"null haben wir die Brezeln gegessen. (Finally)","Zum Schluss","Schluss","Prepositional phrase for sequence","Finally we ate the pretzels.","Reihenfolge: zum Schluss (finally/in the end)."
"Ich möchte auf keinen Fall null werden! (Doctor, m)","Arzt","Arzt","Masculine noun (Nom)","I absolutely do not want to become a doctor!","Beruf: der Arzt."
"Mir dauert das null zu lange. (studies/university program)","Studium","Studium","Neuter noun (Nom)","The university studies take too long for me.","das Studium."
"Paul findet Brezelnbacken am Anfang null. (complicated)","kompliziert","kompliziert","Adjective","Paul finds baking pretzels complicated at the beginning.","kompliziert = complicated."
"Am Ende null es gut. (works out / succeeds)","klappt","klappen","3rd person singular present","In the end it works out well.","klappen = to work out / succeed."
"Wir können mit dem null noch 30 Brezeln backen. (dough)","Teig","Teig","Masculine noun (Dat)","We can bake 30 more pretzels with the dough.","mit dem Teig (der Teig)."
"Habe ich euch schon von meiner null erzählt? (Family)","Familie","Familie","Feminine noun (Dat)","Have I already told you about my family?","die Familie (von meiner Familie)."
"Also null auf: Onkel Willi war verrückt! (pay attention / listen, 2nd pers. Pl.)","passt","aufpassen","Imperative plural","So listen up: Uncle Willi was crazy!","Separable verb imperative: passt ... auf."
"Mein Opa war null von Beruf. (Baker)","Bäcker","Bäcker","Masculine noun","My grandpa was a baker by profession.","Beruf: der Bäcker."
"Das sind meine Eltern vor ihrer null. (Bakery)","Bäckerei","Bäckerei","Feminine noun (Dat)","Those are my parents in front of their bakery.","die Bäckerei."
"Der Mann meiner Schwester ist mein null. (Son-in-law)","Schwiegersohn","Schwiegersohn","Masculine noun (Nom)","My sister's husband is my son-in-law.","Familie: der Schwiegersohn."
"Wir haben als Kinder viele null gegessen. (Sweets)","Süßigkeiten","Süßigkeit","Plural noun (Akk)","We ate many sweets as children.","die Süßigkeiten (sweets/candy)."
