sentence,words,tip,translation_en
"Das sind unsere Neffen.","Das|sind|unsere|Neffen|.","Possessive article 'unser' (Nominative plural).","Those are our nephews."
"Siehst du unseren Opa?","Siehst|du|unseren|Opa|?","Possessive article 'unser' (Accusative masculine).","Do you see our grandpa?"
"Wir suchen euren Onkel.","Wir|suchen|euren|Onkel|.","Possessive article 'euer' (Accusative masculine).","We are looking for your guys' uncle."
"Wir lieben unser Baby.","Wir|lieben|unser|Baby|.","Possessive article 'unser' (Accusative neuter).","We love our baby."
"Sucht ihr eure Tante?","Sucht|ihr|eure|Tante|?","Possessive article 'euer' (Accusative feminine).","Are you guys looking for your aunt?"
"Wir besuchen unsere Eltern.","Wir|besuchen|unsere|Eltern|.","Possessive article 'unser' (Accusative plural).","We are visiting our parents."
"Er spielt mit unserem Opa.","Er|spielt|mit|unserem|Opa|.","Possessive article 'unser' (Dative masculine).","He plays with our grandpa."
"Sprecht ihr mit eurem Onkel?","Sprecht|ihr|mit|eurem|Onkel|?","Possessive article 'euer' (Dative masculine).","Are you guys talking with your uncle?"
"Ich spiele mit eurem Baby.","Ich|spiele|mit|eurem|Baby|.","Possessive article 'euer' (Dative neuter).","I am playing with your guys' baby."
"Wir gehen mit unserer Tante spazieren.","Wir|gehen|mit|unserer|Tante|spazieren|.","Possessive article 'unser' (Dative feminine).","We are going for a walk with our aunt."
"Sie essen mit unseren Eltern.","Sie|essen|mit|unseren|Eltern|.","Possessive article 'unser' (Dative plural).","They are eating with our parents."
"Zuerst haben wir den Teig gemacht.","Zuerst|haben|wir|den|Teig|gemacht|.","Sequencing: first step.","First we made the dough."
"Und dann haben wir die Brezeln geformt.","Und|dann|haben|wir|die|Brezeln|geformt|.","Sequencing: next step.","And then we shaped the pretzels."
"Danach sind die Brezeln in den Ofen gekommen.","Danach|sind|die|Brezeln|in|den|Ofen|gekommen|.","Sequencing: following step (Perfekt with sein).","After that, the pretzels went into the oven."
"Zum Schluss haben wir die Brezeln gegessen.","Zum|Schluss|haben|wir|die|Brezeln|gegessen|.","Sequencing: final step.","Finally we ate the pretzels."
"Zuerst war ich in der Schule.","Zuerst|war|ich|in|der|Schule|.","Sequencing past states.","First I was in school."
"Dann bin ich nach Hause gegangen.","Dann|bin|ich|nach|Hause|gegangen|.","Sequencing past movements.","Then I went home."
"Was habt ihr danach gemacht?","Was|habt|ihr|danach|gemacht|?","Asking about the next event.","What did you guys do after that?"
"Am Ende hat alles super geklappt.","Am|Ende|hat|alles|super|geklappt|.","Describing a successful outcome.","In the end everything worked out great."
"Mein Opa hat die Bäckerei übergeben.","Mein|Opa|hat|die|Bäckerei|übergeben|.","Perfekt of inseparable verb 'übergeben'.","My grandpa handed over the bakery."
"Er hat die Bäckerei an seinen Schwiegersohn übergeben.","Er|hat|die|Bäckerei|an|seinen|Schwiegersohn|übergeben|.","Using 'an' + Accusative for handing over.","He handed the bakery over to his son-in-law."
"Paul und Franka backen heute in der Schule Brezeln.","Paul|und|Franka|backen|heute|in|der|Schule|Brezeln|.","Present tense action.","Paul and Franka are baking pretzels in school today."
"Sie haben mit dem Opa Brezeln gebacken.","Sie|haben|mit|dem|Opa|Brezeln|gebacken|.","Perfekt of irregular verb 'backen'.","They baked pretzels with the grandpa."
"Habt ihr euch gestern gestritten?","Habt|ihr|euch|gestern|gestritten|?","Perfekt of reflexive verb 'sich streiten'.","Did you guys argue yesterday?"
"Wir haben als Kinder oft Comics gelesen.","Wir|haben|als|Kinder|oft|Comics|gelesen|.","Talking about childhood habits.","We often read comics as children."
"Seid ihr gestern Skateboard gefahren?","Seid|ihr|gestern|Skateboard|gefahren|?","Perfekt of motion verb 'fahren'.","Did you guys ride skateboards yesterday?"
"Mein Onkel hat tolle Witze erzählt.","Mein|Onkel|hat|tolle|Witze|erzählt|.","Perfekt of inseparable verb 'erzählen'.","My uncle told great jokes."
"Wir können mit dem Teig noch dreißig Brezeln backen.","Wir|können|mit|dem|Teig|noch|dreißig|Brezeln|backen|.","Using modal verb 'können' with a quantity.","We can bake thirty more pretzels with the dough."
"Der Mann meiner Schwester ist mein Schwager.","Der|Mann|meiner|Schwester|ist|mein|Schwager|.","Family vocabulary.","My sister's husband is my brother-in-law."
"Hat das Backen gut funktioniert?","Hat|das|Backen|gut|funktioniert|?","Asking about a process (Perfekt of -ieren verb).","Did the baking work well?"
"Der Teig war am Anfang sehr kompliziert.","Der|Teig|war|am|Anfang|sehr|kompliziert|.","Describing difficulty in the past.","The dough was very complicated at the beginning."
"Das sind meine Eltern vor ihrer Bäckerei.","Das|sind|meine|Eltern|vor|ihrer|Bäckerei|.","Describing a photo.","Those are my parents in front of their bakery."
"Er war Mechaniker bei einer großen Firma.","Er|war|Mechaniker|bei|einer|großen|Firma|.","Stating past employment.","He was a mechanic at a big company."
"Ich habe leider den Schlüssel für unsere Garage vergessen.","Ich|habe|leider|den|Schlüssel|für|unsere|Garage|vergessen|.","Admitting a mistake (Perfekt).","I unfortunately forgot the key for our garage."
"Wir hatten am Wochenende wirklich viel Spaß.","Wir|hatten|am|Wochenende|wirklich|viel|Spaß|.","Expressing past enjoyment.","We had a lot of fun on the weekend."
"War dein Test in der Schule kompliziert?","War|dein|Test|in|der|Schule|kompliziert|?","Asking about difficulty.","Was your test in school complicated?"
"Ich spiele gerne mit unseren Neffen.","Ich|spiele|gerne|mit|unseren|Neffen|.","Dative plural with 'unser'.","I like playing with our nephews."
"Habt ihr gestern mit euren Eltern telefoniert?","Habt|ihr|gestern|mit|euren|Eltern|telefoniert|?","Dative plural with 'euer'.","Did you guys talk on the phone with your parents yesterday?"
"Unsere Wohnung ist nicht sehr groß.","Unsere|Wohnung|ist|nicht|sehr|groß|.","Describing a living situation.","Our apartment is not very big."
"Könnt ihr eure Bücher auf den Tisch legen?","Könnt|ihr|eure|Bücher|auf|den|Tisch|legen|?","Making a request (Accusative plural).","Can you guys put your books on the table?"
"Ich sehe unseren Lehrer auf der Straße.","Ich|sehe|unseren|Lehrer|auf|der|Straße|.","Accusative masculine with 'unser'.","I see our teacher on the street."
"Wie heißt euer neuer Hund?","Wie|heißt|euer|neuer|Hund|?","Asking for a name.","What is your guys' new dog's name?"
"Wir haben früher in einem kleinen Dorf gewohnt.","Wir|haben|früher|in|einem|kleinen|Dorf|gewohnt|.","Talking about past residence.","We used to live in a small village."
