sentence,words,tip,translation_en
"Schneiden Sie den Schinken in Scheiben.","Schneiden|Sie|den|Schinken|in|Scheiben|.","Instruction at the deli counter (in Scheiben = in slices).","Cut the ham into slices."
"Möchten Sie den Käse am Stück?","Möchten|Sie|den|Käse|am|Stück|?","Question at the deli counter (am Stück = in one piece).","Would you like the cheese in one piece?"
"Ich gehe heute auf den Markt.","Ich|gehe|heute|auf|den|Markt|.","Indicating direction with 'auf den'.","I am going to the market today."
"Wir kaufen das Gemüse immer frisch.","Wir|kaufen|das|Gemüse|immer|frisch|.","Using an adjective as an adverb of manner.","We always buy the vegetables fresh."
"Ist das Angebot noch gültig?","Ist|das|Angebot|noch|gültig|?","Asking about a sale/offer.","Is the offer still valid?"
"Zahlen Sie bar oder mit Karte?","Zahlen|Sie|bar|oder|mit|Karte|?","Standard cashier question.","Are you paying cash or by card?"
"Ich zahle mit meiner Kreditkarte.","Ich|zahle|mit|meiner|Kreditkarte|.","Answering how to pay (Dative after 'mit').","I am paying with my credit card."
"Ich trinke lieber schwarzen Tee.","Ich|trinke|lieber|schwarzen|Tee|.","Adjective declension for accusative masculine without article.","I prefer drinking black tea."
"Morgens esse ich ein helles Brötchen.","Morgens|esse|ich|ein|helles|Brötchen|.","Time adverb 'morgens' + neuter accusative.","In the mornings I eat a light-colored bread roll."
"Wir kochen heute eine heiße Suppe.","Wir|kochen|heute|eine|heiße|Suppe|.","Feminine accusative adjective ending.","We are cooking a hot soup today."
"Der weiße Zucker ist leider ausverkauft.","Der|weiße|Zucker|ist|leider|ausverkauft|.","Adjective ends in -e after definite article 'der' (Nominative).","The white sugar is unfortunately sold out."
"Das schmeckt wirklich fantastisch.","Das|schmeckt|wirklich|fantastisch|.","Describing taste.","That tastes really fantastic."
