text,question,answer,distractor1,distractor2,distractor3,translation,tip
"Wo soll der Teppich liegen? - Leg ihn bitte genau zwischen das Sofa und den Fernseher.","Wo liegt der Teppich am Ende?","Zwischen dem Sofa und dem Fernseher","Unter dem Sofa","Vor dem Balkon","Im Schlafzimmer","Where should the rug lie? - Please lay it exactly between the sofa and the TV.","Listen for the prepositions 'zwischen' (between)."
"Der Aufzug ist schon wieder kaputt. Wir müssen unsere Möbel in den vierten Stock tragen!","In welchem Stock ist die Wohnung?","Im vierten Stock","Im Erdgeschoss","Im ersten Stock","Im Dachgeschoss","The elevator is broken again. We have to carry our furniture to the fourth floor!","Listen for 'vierten Stock'."
"Haben Sie auch Wohnungen mit Garten? - Leider nicht, aber wir haben eine schöne Wohnung mit einem großen Balkon.","Was hat die angebotene Wohnung?","Einen großen Balkon","Einen Garten","Einen Aufzug","Eine Garage","Do you also have apartments with a garden? - Unfortunately not, but we have a beautiful apartment with a large balcony.","Listen to what is actually available ('Balkon')."
"Die Kaution für die Wohnung ist sehr hoch. Das sind drei Kaltmieten.","Wie hoch ist die Kaution?","Drei Kaltmieten","Zwei Kaltmieten","Eine Monatsmiete","Nichts","The security deposit for the apartment is very high. That is three cold rents.","Listen for the amount 'drei Kaltmieten'."
"Wo schläft der Hund in der neuen Wohnung? - Wir stellen sein Körbchen unter die Treppe.","Wo ist der Platz für den Hund?","Unter der Treppe","Im Schlafzimmer","Im Garten","Neben dem Ofen","Where does the dog sleep in the new apartment? - We are putting his basket under the stairs.","Listen for 'unter die Treppe'."
"Wie groß ist das Wohnzimmer? - Es hat fast dreißig Quadratmeter, es ist der größte Raum in der Wohnung.","Wie groß ist das Wohnzimmer?","Fast 30 Quadratmeter","Genau 13 Quadratmeter","Etwa 40 Quadratmeter","Nur 20 Quadratmeter","How big is the living room? - It has almost thirty square meters, it is the biggest room in the apartment.","Listen for the number 'dreißig'."
"Gefällt dir der Esstisch aus Holz? - Nein, er ist mir zu dunkel. Ich möchte lieber einen aus Glas.","Warum mag die Person den Tisch nicht?","Er ist zu dunkel.","Er ist zu hell.","Er ist zu teuer.","Er ist zu groß.","Do you like the wooden dining table? - No, it is too dark for me. I would prefer one made of glass.","Listen for the criticism 'zu dunkel'."
"Wer hilft uns eigentlich am Wochenende beim Umzug? - Paul und Lisa haben fest zugesagt.","Wie viele Personen helfen sicher beim Umzug?","Zwei (Paul und Lisa)","Nur eine","Drei","Niemand","Who is actually helping us move on the weekend? - Paul and Lisa have firmly accepted.","Count the names mentioned (two people)."
"Stört dich der Lärm von der Straße? - Nein, die Fenster sind sehr gut, man hört drinnen nichts.","Warum ist der Straßenlärm kein Problem?","Die Fenster isolieren gut.","Das Haus liegt am Wald.","Die Straße ist sehr ruhig.","Sie wohnt im Keller.","Does the noise from the street bother you? - No, the windows are very good, you don't hear anything inside.","Listen to the explanation about the windows."
"Wohin mit den alten Zeitungen? - Leg sie bitte in die Kiste neben dem Mülleimer.","Wo sollen die Zeitungen gesammelt werden?","In der Kiste neben dem Mülleimer","Auf dem Tisch","Im Keller","Im Papiermüll draußen","Where to put the old newspapers? - Please put them in the box next to the trash can.","Listen for the location 'in die Kiste'."
"Hast du die Gläser in den Schrank geräumt? - Ja, sie stehen ganz oben rechts.","Wo stehen die Gläser?","Ganz oben rechts im Schrank","Unten links","Auf dem Tisch","In der Spülmaschine","Did you put the glasses away in the cupboard? - Yes, they are standing at the very top right.","Listen for 'ganz oben rechts'."
"Ich finde, das Schlafzimmer ist ein bisschen klein. - Ja, aber dafür ist das Badezimmer riesig!","Was ist besonders groß in der Wohnung?","Das Badezimmer","Das Schlafzimmer","Die Küche","Der Flur","I think the bedroom is a bit small. - Yes, but for that the bathroom is huge!","'riesig' means huge."
"Möchtest du in einem Hochhaus wohnen? - Auf keinen Fall! Ich möchte ein kleines Haus auf dem Land.","Wo möchte die Person wohnen?","In einem kleinen Haus auf dem Land","In einem Hochhaus","Mitten im Stadtzentrum","In einem Zelt","Would you like to live in a high-rise building? - No way! I want a small house in the countryside.","'Auf keinen Fall' means definitely not."
"Können wir den Spiegel an diese Wand hängen? - Nein, da ist die Tür im Weg. Wir hängen ihn in den Flur.","Wo hängt der Spiegel am Ende?","Im Flur","An der Wand","Im Badezimmer","Über dem Sofa","Can we hang the mirror on this wall? - No, the door is in the way there. We'll hang it in the hallway.","Listen for the final room 'Flur'."
"Steht dein Auto immer auf der Straße? - Nein, ich habe einen Parkplatz direkt hinter dem Haus.","Wo parkt die Person?","Hinter dem Haus","Auf der Straße","In einer Tiefgarage","Vor dem Supermarkt","Is your car always parked on the street? - No, I have a parking space right behind the house.","Listen for 'hinter dem Haus'."
"Wir müssen die Heizung reparieren lassen, es ist sehr kalt im Wohnzimmer.","Was ist kaputt?","Die Heizung","Das Fenster","Die Lampe","Der Fernseher","We have to get the heating repaired, it is very cold in the living room.","'Heizung' means heating."
"Räumst du bitte deine Jacke auf? Sie liegt schon wieder auf dem Sofa.","Wo befindet sich die Jacke jetzt?","Auf dem Sofa","Im Schrank","Auf dem Boden","An der Garderobe","Will you please put your jacket away? It's lying on the sofa again.","Listen for the current location 'auf dem Sofa'."
"Ich habe eine Anzeige gesehen: 2 Zimmer, 60 Quadratmeter, 800 Euro warm. - Klingt perfekt!","Wie teuer ist die Wohnung inklusive Nebenkosten?","800 Euro (warm)","600 Euro","800 Euro Kaltmiete","Ziemlich teuer","I saw an ad: 2 rooms, 60 square meters, 800 euros warm. - Sounds perfect!","'Warm' means rent including heating/utilities."
"Stell die Kaffeemaschine bitte neben die Spüle, dann haben wir mehr Platz auf dem Tisch.","Wo soll die Kaffeemaschine stehen?","Neben der Spüle","Auf dem Tisch","Im Schrank","Auf dem Kühlschrank","Please put the coffee machine next to the sink, then we have more room on the table.","Listen for 'neben die Spüle'."
"Ist das Haus weit vom Bahnhof entfernt? - Nein, man läuft nur etwa zehn Minuten zu Fuß.","Wie lange braucht man zum Bahnhof?","Etwa 10 Minuten zu Fuß","Zehn Minuten mit dem Bus","Eine halbe Stunde","Zwei Minuten","Is the house far away from the train station? - No, you only walk about ten minutes on foot.","Listen for the time 'zehn Minuten'."
"Wir suchen eine Wohnung im Erdgeschoss. Mein Mann kann nicht gut Treppen steigen.","Warum wollen sie ins Erdgeschoss?","Der Mann kann schlecht Treppen steigen.","Sie haben einen Hund.","Sie wollen einen Garten.","Es ist billiger.","We are looking for an apartment on the ground floor. My husband cannot climb stairs well.","Listen for the reason 'Treppen steigen'."
"Legst du bitte frische Handtücher ins Bad? - Sind schon da, sie liegen auf der kleinen Kommode.","Wo sind die frischen Handtücher?","Auf der Kommode im Bad","Im Schrank im Flur","Auf dem Bett","Auf der Waschmaschine","Could you please put fresh towels in the bathroom? - Already there, they are lying on the small dresser.","Listen for 'auf der kleinen Kommode'."
"Hast du den Strom schon angemeldet? - Ja, der Vertrag läuft ab dem ersten Oktober.","Was hat die Person angemeldet?","Den Strom","Das Internet","Das Wasser","Das Gas","Have you already registered for electricity? - Yes, the contract runs from the first of October.","Listen to the utility mentioned 'Strom'."
"Das Dachgeschoss ist im Sommer oft sehr heiß. - Das stimmt, aber man hat eine tolle Aussicht!","Was ist ein Vorteil vom Dachgeschoss?","Eine tolle Aussicht","Es ist sehr kühl.","Es ist billig.","Man hat einen Garten.","The attic floor is often very hot in summer. - That's true, but you have a great view!","Listen for the positive point 'tolle Aussicht'."
"Können wir den Kühlschrank in diese Ecke stellen? - Nein, da gibt es keine Steckdose.","Warum kann der Kühlschrank nicht in die Ecke?","Es gibt dort keine Steckdose.","Die Ecke ist zu klein.","Dort steht schon der Herd.","Der Boden ist dort kaputt.","Can we put the fridge in this corner? - No, there is no power outlet there.","Listen for the missing item 'Steckdose'."
"Die Wände im Schlafzimmer sind mir zu weiß. Wir sollten sie hellgrün streichen.","Welche Farbe soll das Schlafzimmer bekommen?","Hellgrün","Weiß","Blau","Gelb","The walls in the bedroom are too white for me. We should paint them light green.","Listen for the new color 'hellgrün'."
"Wo hast du die Teller gekauft? - Die sind vom Flohmarkt, ich finde sie sehr schön und sie waren billig.","Woher kommen die Teller?","Vom Flohmarkt","Aus dem Supermarkt","Aus einem Möbelhaus","Von der Großmutter","Where did you buy the plates? - They are from the flea market, I find them very beautiful and they were cheap.","Listen to the origin 'Flohmarkt'."
"Räumst du bitte die Schuhe weg? Sie stehen direkt vor der Haustür!","Wo stehen die Schuhe?","Vor der Haustür","Im Flur","Im Schrank","Auf dem Balkon","Will you please put the shoes away? They are standing right in front of the front door!","Listen for the location 'vor der Haustür'."
"Haben Sie Tiere? - Wir haben nur zwei kleine Vögel. Sind die erlaubt? - Ja, Käfigtiere sind kein Problem.","Welche Tiere hat die Familie?","Zwei Vögel","Einen Hund","Zwei Katzen","Keine Tiere","Do you have animals? - We only have two small birds. Are they allowed? - Yes, caged animals are no problem.","Listen to the pet mentioned 'Vögel'."
"Wohin mit den Winterjacken? - Häng sie am besten in den Schrank im Keller, wir brauchen sie jetzt nicht.","Wo hängen die Winterjacken?","Im Schrank im Keller","An der Garderobe","Im Schlafzimmer","Im Flur","Where to put the winter jackets? - Best hang them in the closet in the basement, we don't need them now.","Listen for the location 'Schrank im Keller'."
"Ist die Wohnung ruhig? - Ja, sehr. Der Balkon geht nach hinten zum Innenhof.","Warum ist die Wohnung ruhig?","Der Balkon ist zum Innenhof.","Das Haus ist auf dem Land.","Die Nachbarn sind sehr alt.","Es gibt keine Straße.","Is the apartment quiet? - Yes, very. The balcony faces the back to the inner courtyard.","Listen for 'Innenhof' (inner courtyard)."
"Ich kann den Couchtisch nicht finden. Wo steht der? - Den haben wir doch gestern verkauft!","Wo ist der Couchtisch?","Er wurde verkauft.","Er ist im Keller.","Er steht im Wohnzimmer.","Er ist kaputt.","I can't find the coffee table. Where is it? - We sold it yesterday, didn't we!","Listen for the action 'verkauft'."
"Bitte stell die Kisten nicht aufeinander, sie sind sehr schwer und können kaputtgehen.","Wie sollen die Kisten stehen?","Nebeneinander (nicht aufeinander)","Alle übereinander","Im Garten","Auf dem Tisch","Please don't put the boxes on top of each other, they are very heavy and can break.","The instruction is NOT on top of each other."
"Haben Sie den Briefkastenschlüssel? - Nein, den bekommen wir erst bei der Schlüsselübergabe am Freitag.","Wann bekommen sie den Schlüssel für den Briefkasten?","Am Freitag","Heute","Morgen","Gar nicht","Do you have the mailbox key? - No, we won't get that until the key handover on Friday.","Listen for the day 'Freitag'."
"Die Küche ist schon komplett eingerichtet. Sogar eine Spülmaschine ist da.","Was ist in der Küche besonders?","Sie hat schon eine Spülmaschine.","Sie ist ganz leer.","Sie ist sehr groß.","Sie hat ein großes Fenster.","The kitchen is already completely furnished. There is even a dishwasher.","Listen for the appliance 'Spülmaschine'."
"Wo steht eigentlich mein Fahrrad? - Das habe ich in die Garage gestellt, es regnet nämlich.","Wo ist das Fahrrad jetzt?","In der Garage","Im Hausflur","Auf der Straße","Im Keller","Where is my bike actually? - I put it in the garage, because it's raining.","Listen for the location 'Garage'."
"Wir suchen eine Wohnung mit mindestens drei Zimmern. Ein Kinderzimmer ist uns sehr wichtig.","Warum suchen sie drei Zimmer?","Sie brauchen ein Kinderzimmer.","Sie brauchen ein Büro.","Sie wollen viel Platz.","Sie haben oft Gäste.","We are looking for an apartment with at least three rooms. A children's room is very important to us.","Listen for the specific room 'Kinderzimmer'."
"Der Vormieter möchte 300 Euro für den alten Kleiderschrank haben. - Das ist mir zu teuer.","Wie viel soll der Schrank kosten?","300 Euro","130 Euro","3000 Euro","Er ist gratis.","The previous tenant wants 300 euros for the old wardrobe. - That's too expensive for me.","Listen for the price 'dreihundert'."
"Wohin legen wir die Fernbedienung? - Leg sie einfach auf den kleinen Tisch neben dem Sessel.","Wo soll die Fernbedienung liegen?","Auf dem kleinen Tisch","Auf dem Fernseher","Unter dem Sofa","Im Regal","Where do we lay the remote control? - Just lay it on the small table next to the armchair.","Listen for 'kleinen Tisch'."
"Können wir den Schreibtisch ans Fenster stellen? Dann habe ich beim Arbeiten gutes Licht.","Warum soll der Schreibtisch ans Fenster?","Wegen dem guten Licht","Weil das Fenster kaputt ist","Weil das Zimmer so klein ist","Weil es wärmer ist","Can we put the desk at the window? Then I have good light while working.","Listen for the reason 'gutes Licht'."
"Wir müssen noch den Stromzähler ablesen. Wo ist der? - Der Zähler ist im Kellerflur.","Wo befindet sich der Stromzähler?","Im Kellerflur","In der Wohnung","Im Dachgeschoss","Draußen am Haus","We still have to read the electricity meter. Where is it? - The meter is in the basement hallway.","Listen for 'Kellerflur'."
"Das Zimmer ist sehr gemütlich, aber der Teppich gefällt mir überhaupt nicht.","Was mag die Person an dem Zimmer nicht?","Den Teppich","Die Möbel","Die Tapete","Das Licht","The room is very cozy, but I don't like the rug at all.","Listen for the negative evaluation of the 'Teppich'."
"Hast du meine Brille gesehen? - Ja, sie liegt im Bad auf der Waschmaschine.","Wo liegt die Brille?","Auf der Waschmaschine","Neben dem Waschbecken","Auf dem Tisch","Im Schlafzimmer","Have you seen my glasses? - Yes, they are lying in the bathroom on the washing machine.","Listen for 'auf der Waschmaschine'."
"Ich habe den Mietvertrag gekündigt. Wir ziehen Ende Dezember aus.","Wann zieht die Person aus?","Ende Dezember","Anfang Dezember","Ende November","Im Sommer","I have canceled the lease. We are moving out at the end of December.","Listen for the time 'Ende Dezember'."
"Stell die Tassen bitte in den Hängeschrank, die Teller kommen nach unten.","Wohin kommen die Tassen?","In den Hängeschrank (nach oben)","Nach unten","Auf den Tisch","In die Spülmaschine","Please put the cups in the wall cabinet, the plates go down below.","Listen for 'Hängeschrank'."
"Der Hausmeister kommt morgen früh und repariert das Fenster im Wohnzimmer.","Wer repariert das Fenster?","Der Hausmeister","Der Vermieter","Ein Handwerker aus der Stadt","Der Nachbar","The caretaker is coming tomorrow morning and repairing the window in the living room.","Listen for 'Hausmeister'."
"Können Sie die Pakete bitte vor die Wohnungstür legen? Ich bin nicht zu Hause.","Wo sollen die Pakete liegen?","Vor der Wohnungstür","Beim Nachbarn","In der Postfiliale","Im Garten","Can you please lay the packages in front of the apartment door? I am not at home.","Listen for the location 'vor die Wohnungstür'."
"Gefällt dir die neue Lampe im Flur? - Ja, sie ist super hell und das Design ist toll.","Wie findet die Person die Lampe?","Hell und schön (tolles Design)","Zu dunkel","Hässlich","Zu groß","Do you like the new lamp in the hallway? - Yes, it is super bright and the design is great.","Listen for the positive adjectives 'hell' and 'toll'."
