text,question,answer,distractor1,distractor2,distractor3,translation,tip
"Ich hätte gern ein Stück von dem französischen Käse. - Den Camembert? Ja, gern.","Welchen Käse möchte der Kunde?","Französischen Käse","Schweizer Käse","Deutschen Käse","Italienischen Käse","I would like a piece of the French cheese. - The Camembert? Yes, gladly.","Listen to the nationality of the cheese."
"Bringst du bitte ein Netz Orangen vom Markt mit? - Mach ich!","Was soll die Person mitbringen?","Ein Netz Orangen","Eine Tüte Äpfel","Ein Kilo Bananen","Eine Dose Pfirsiche","Will you please bring a net of oranges from the market? - I will!","'ein Netz' is a common packaging for citrus fruits."
"Der weiße Zucker ist leider ausverkauft. Nehmen Sie doch den braunen.","Welcher Zucker ist ausverkauft?","Der weiße Zucker","Der braune Zucker","Der süße Zucker","Der feine Zucker","The white sugar is unfortunately sold out. Why don't you take the brown one.","'ausverkauft' means sold out."
"Ich mag diese grüne Paprika nicht. Ich kaufe lieber die rote.","Welche Paprika kauft die Person?","Die rote","Die grüne","Die gelbe","Die orangene","I don't like this green bell pepper. I prefer to buy the red one.","Listen to the color preferred after 'lieber'."
"Wir brauchen 500 Gramm Rinderhackfleisch für die Spaghetti.","Wie viel Fleisch brauchen sie?","500 Gramm","50 Gramm","5 Kilo","150 Gramm","We need 500 grams of minced beef for the spaghetti.","Listen for 'fünfhundert'."
"Eine Tüte Kartoffeln, bitte. - Die großen oder die kleinen? - Die kleinen, bitte.","Welche Kartoffeln nimmt der Kunde?","Die kleinen","Die großen","Keine","Nur drei Stück","A bag of potatoes, please. - The big ones or the small ones? - The small ones, please.","The customer answers 'Die kleinen'."
"Schau mal, der frische Fisch sieht toll aus! - Ja, nehmen wir zwei Stück.","Was wollen sie kaufen?","Frischen Fisch","Frisches Fleisch","Kaltes Wasser","Alten Käse","Look, the fresh fish looks great! - Yes, let's take two pieces.","'frischer Fisch' means fresh fish."
"Ich trinke keinen schwarzen Kaffee. Hast du ein bisschen Milch?","Wie trinkt die Person ihren Kaffee NICHT?","Schwarz","Mit Milch","Mit Zucker","Heiß","I don't drink black coffee. Do you have a little bit of milk?","The negation 'keinen' is applied to 'schwarzen Kaffee'."
"Was darf es sein? - Eine Schale Erdbeeren, bitte. Die sehen süß aus.","In welcher Verpackung kauft sie die Erdbeeren?","In einer Schale","In einem Netz","In einer Dose","In einer Flasche","What can it be? - A punnet/bowl of strawberries, please. They look sweet.","'eine Schale' is typical packaging for berries."
"Das kalte Mineralwasser steht im Kühlschrank. - Super, ich habe großen Durst.","Wo steht das Wasser?","Im Kühlschrank","Auf dem Tisch","Im Flur","Im Keller","The cold mineral water is in the fridge. - Super, I have a big thirst.","'Kühlschrank' means refrigerator."
"Ich hätte gern eine halbe Gurke und ein Pfund Tomaten.","Wie viel Tomaten möchte der Kunde?","Ein Pfund","Ein Kilo","Eine halbe","Ein Stück","I would like half a cucumber and a pound of tomatoes.","'Ein Pfund' is 500 grams."
"Oh nein, wir haben keine Eier mehr! Wir können keinen Kuchen backen.","Warum können sie nicht backen?","Sie haben keine Eier.","Sie haben keine Milch.","Sie haben kein Mehl.","Sie haben keinen Zucker.","Oh no, we have no more eggs! We cannot bake a cake.","Listen to the missing ingredient 'keine Eier'."
"Schneiden Sie den Schinken bitte in sehr dünne Scheiben.","Wie möchte der Kunde den Schinken?","In dünnen Scheiben","Am Stück","In dicken Scheiben","Sehr klein","Please cut the ham into very thin slices.","'dünne Scheiben' means thin slices."
"Trinken Sie den Tee mit frischer Zitrone? - Nein, nur mit etwas Zucker.","Was nimmt die Person zum Tee?","Etwas Zucker","Frische Zitrone","Kalte Milch","Heiße Milch","Do you drink the tea with fresh lemon? - No, only with a little sugar.","The customer says 'Nein' to lemon and asks for sugar."
"Möchtest du ein weich gekochtes Ei zum Frühstück? - Ja, sehr gern.","Was möchte die Person zum Frühstück?","Ein weich gekochtes Ei","Ein hart gekochtes Ei","Frisches Brot","Einen süßen Apfel","Would you like a soft-boiled egg for breakfast? - Yes, very much.","'weich' means soft."
"Die spanischen Orangen sind heute im Angebot. - Gut, dann nehme ich zwei Kilo.","Woher kommen die Orangen?","Aus Spanien","Aus Italien","Aus Deutschland","Aus Frankreich","The Spanish oranges are on sale today. - Good, then I'll take two kilos.","'spanischen' indicates they are from Spain."
"Ich brauche eine große Flasche Olivenöl. - Die stehen da hinten links.","Was braucht die Person?","Eine große Flasche Olivenöl","Eine kleine Flasche Olivenöl","Eine große Flasche Essig","Eine kleine Dose Öl","I need a large bottle of olive oil. - They are standing back there on the left.","Listen for the adjective 'große'."
"Für den Obstsalat kaufe ich süße Bananen und saure Äpfel.","Wie sollen die Äpfel für den Salat sein?","Sauer","Süß","Groß","Klein","For the fruit salad I am buying sweet bananas and sour apples.","'saure Äpfel' means sour apples."
"Zahlen Sie bar oder mit Karte? - Mit meiner neuen Kreditkarte, bitte.","Wie zahlt der Kunde?","Mit Kreditkarte","Bar","Mit dem Smartphone","Er zahlt gar nicht","Are you paying cash or with a card? - With my new credit card, please.","Listen for 'Kreditkarte'."
"Ich esse morgens immer ein helles Brötchen mit Butter.","Was isst die Person morgens?","Ein helles Brötchen","Ein dunkles Brot","Ein Stück Kuchen","Einen Toast","I always eat a light-colored bread roll with butter in the mornings.","'helles Brötchen' means a light/white bread roll."
"Hast du schon die scharfe Salami probiert? - Ja, die ist mir zu scharf!","Wie findet die zweite Person die Salami?","Zu scharf","Sehr mild","Zu salzig","Genau richtig","Have you tried the spicy salami yet? - Yes, it is too spicy for me!","'zu scharf' means too spicy."
"Ich kaufe mein Gemüse immer frisch auf dem Markt. - Das ist gesünder.","Wo kauft die Person ihr Gemüse?","Auf dem Markt","Im Supermarkt","Beim Bauern","Im Internet","I always buy my vegetables fresh at the market. - That is healthier.","Listen for the location 'auf dem Markt'."
"Was kostet das Olivenöl? - Die kleine Flasche kostet 4 Euro 50.","Wie viel kostet die kleine Flasche Öl?","4,50 Euro","4,00 Euro","5,40 Euro","14,50 Euro","What does the olive oil cost? - The small bottle costs 4 euros 50.","Listen carefully to 'vier Euro fünfzig'."
"Bring bitte noch einen Becher Sahne mit. Wir machen eine Suppe.","In welcher Verpackung ist die Sahne?","In einem Becher","In einer Dose","In einer Flasche","In einer Tüte","Please also bring a cup of cream. We are making a soup.","'Becher' is a standard plastic cup/tub for cream or yogurt."
"Vergiss nicht, wir brauchen einen großen Sack Kartoffeln für das Fest!","Was müssen sie für das Fest kaufen?","Einen großen Sack Kartoffeln","Ein Kilo Kartoffeln","Ein Netz Zwiebeln","Eine Tüte Äpfel","Don't forget, we need a large sack of potatoes for the party!","Listen for the large quantity 'Sack'."
"Hast du den Einkaufszettel? - Ja, wir brauchen Butter, Milch und ein frisches Brot.","Was steht auf dem Einkaufszettel?","Butter, Milch, frisches Brot","Käse, Wasser, Brot","Äpfel, Milch, Butter","Schinken, Eier, Brot","Do you have the shopping list? - Yes, we need butter, milk, and a fresh bread.","'Einkaufszettel' means shopping list."
"Ist das Fleisch frisch? - Ja, das Rindfleisch ist von heute Morgen.","Um welches Fleisch geht es?","Rindfleisch","Schweinefleisch","Hähnchenfleisch","Lammfleisch","Is the meat fresh? - Yes, the beef is from this morning.","'Rindfleisch' means beef."
"Ich nehme dieses dunkle Brot. - Das ist ein Roggenbrot, sehr gesund.","Welches Brot nimmt der Kunde?","Das dunkle Brot","Das helle Brot","Das weiße Brötchen","Das Baguette","I'll take this dark bread. - That is a rye bread, very healthy.","Listen to the customer's choice 'dunkle Brot'."
"Für die Pizza brauchen wir guten Käse, zum Beispiel Mozzarella.","Wofür brauchen sie den Käse?","Für die Pizza","Für den Salat","Für das Brot","Für die Suppe","For the pizza we need good cheese, for example mozzarella.","Listen for the meal 'Pizza'."
"Möchten Sie den Schinken am Stück oder in Scheiben? - Am Stück, bitte.","Wie kauft die Person den Schinken?","Am Stück","In Scheiben","Gewürfelt","Gebraten","Would you like the ham in one piece or in slices? - In one piece, please.","'am Stück' means uncut / whole piece."
"Ich trinke morgens gern einen starken Kaffee. Das weckt mich auf.","Wie trinkt die Person den Kaffee?","Stark","Schwach","Süß","Kalt","I like to drink a strong coffee in the morning. That wakes me up.","'starken Kaffee' means strong coffee."
"Ich hätte gern ein Stück von dem Schweizer Käse. Ist der mild? - Ja, sehr mild.","Wie schmeckt der Schweizer Käse?","Sehr mild","Sehr scharf","Sehr salzig","Sehr süß","I would like a piece of the Swiss cheese. Is it mild? - Yes, very mild.","Listen to the flavor adjective 'mild'."
"Im Angebot sind heute die gelben Bananen für 1,99 das Kilo.","Was ist im Angebot?","Gelbe Bananen","Grüne Bananen","Rote Äpfel","Gelbe Zitronen","On sale today are the yellow bananas for 1.99 a kilo.","'gelbe Bananen' means yellow bananas."
"Bitte eine Tube Senf. - Einen scharfen oder einen süßen Senf? - Einen süßen.","Welchen Senf kauft die Person?","Einen süßen Senf","Einen scharfen Senf","Einen milden Senf","Einen salzigen Senf","A tube of mustard, please. - A spicy or a sweet mustard? - A sweet one.","Listen to the final choice 'einen süßen'."
"Wir haben kein gutes Olivenöl mehr für den Salat!","Was fehlt für den Salat?","Gutes Olivenöl","Frischer Essig","Schwarzer Pfeffer","Weißes Salz","We have no more good olive oil for the salad!","'kein gutes Olivenöl' indicates it is missing."
"Hast du frischen Knoblauch gekauft? - Nein, nur getrockneten Knoblauch.","Welchen Knoblauch hat er gekauft?","Getrockneten","Frischen","Keinen","Eingelegten","Did you buy fresh garlic? - No, only dried garlic.","'getrocknet' means dried."
"Das ist eine sehr süße Ananas! - Stimmt, sie schmeckt fantastisch.","Wie schmeckt die Ananas?","Sehr süß","Sehr sauer","Nach nichts","Bitter","That is a very sweet pineapple! - True, it tastes fantastic.","'süße' means sweet."
"Ich brauche ein Kilo Mehl für den Kuchen.","Wofür braucht die Person das Mehl?","Für einen Kuchen","Für ein Brot","Für eine Pizza","Für Kekse","I need a kilo of flour for the cake.","'Kuchen' means cake."
"Ich hätte gern 300 Gramm von der groben Leberwurst. - Kommt sofort.","Was kauft der Kunde?","300 Gramm grobe Leberwurst","300 Gramm feine Leberwurst","3 Kilo Leberwurst","100 Gramm Leberwurst","I would like 300 grams of the coarse liver sausage. - Coming right up.","'grob' means coarse/chunky."
"Trinken Sie den Saft am liebsten kalt oder warm? - Eiskalt, bitte!","Wie möchte die Person den Saft trinken?","Eiskalt","Warm","Bei Zimmertemperatur","Heiß","Do you prefer to drink the juice cold or warm? - Ice cold, please!","'eiskalt' means ice cold."
"Hier ist ein wunderschöner roter Apfel für dich. - Danke, ich liebe Äpfel.","Was bekommt die zweite Person?","Einen roten Apfel","Einen grünen Apfel","Eine rote Tomate","Eine süße Banane","Here is a gorgeous red apple for you. - Thank you, I love apples.","Listen to the phrase 'roter Apfel'."
"Ich suche die kleinen Tomaten, die Kirschtomaten. - Die sind dort drüben.","Welche Tomaten sucht die Person?","Die kleinen Kirschtomaten","Die großen Tomaten","Die grünen Tomaten","Die Fleischtomaten","I am looking for the small tomatoes, the cherry tomatoes. - They are over there.","'kleinen Tomaten' are specified as 'Kirschtomaten'."
"Ich nehme noch ein Glas Honig. - Den hellen oder den dunklen Waldhonig? - Den dunklen.","Welchen Honig kauft der Kunde?","Den dunklen Waldhonig","Den hellen Honig","Den süßen Honig","Den festen Honig","I'll also take a jar of honey. - The light or the dark forest honey? - The dark one.","Listen to the final choice 'den dunklen'."
"Was kostet ein Bund frische Petersilie? - 1 Euro 20.","Was kauft die Person für 1,20 Euro?","Ein Bund Petersilie","Ein Netz Zwiebeln","Eine Tüte Kartoffeln","Ein Kilo Tomaten","What does a bunch of fresh parsley cost? - 1 euro 20.","'ein Bund' is used for herbs like parsley."
"Möchten Sie die Salami in einer Papiertüte oder in Plastik? - In Papier, bitte.","Wie wird die Salami verpackt?","In einer Papiertüte","In einer Plastiktüte","In einer Dose","In einem Glas","Would you like the salami in a paper bag or in plastic? - In paper, please.","'Papier' means paper."
"Habt ihr frische Champignons? - Nein, wir haben nur Pilze in der Dose.","In welcher Form haben sie Champignons da?","In der Dose","Frisch im Korb","In einer Tüte","Gar keine","Do you have fresh mushrooms? - No, we only have canned mushrooms.","'in der Dose' means in a can."
"Ist das Rindfleisch mager? - Ja, es hat fast kein Fett.","Wie ist das Rindfleisch?","Mager","Fettig","Zäh","Alt","Is the beef lean? - Yes, it has almost no fat.","'mager' means lean."
"Wir essen heute Abend einen leichten Salat mit Hähnchen.","Was essen sie heute Abend?","Einen leichten Salat","Eine schwere Suppe","Ein großes Steak","Einen süßen Kuchen","We are eating a light salad with chicken tonight.","'leichten Salat' means light salad."
"Der Joghurt schmeckt sehr fruchtig! Ist da echte Erdbeere drin? - Ja, klar.","Wie schmeckt der Joghurt?","Fruchtig","Sauer","Salzig","Nach Schokolade","The yogurt tastes very fruity! Is there real strawberry in it? - Yes, of course.","Listen to the adjective 'fruchtig'."
