test_text,answer,test_verb,tip,meaning,grammar_tip
"Das ist kein null Wasser. (cold)","kaltes","kalt","Nominative neuter","That is not cold water.","After 'kein' (Nom n), adjective ends in -es."
"Ich trinke ein null Wasser. (cold)","kaltes","kalt","Accusative neuter","I am drinking a cold water.","After 'ein' (Acc n), adjective ends in -es."
"Ist das dein null Buch? (interesting)","interessantes","interessant","Nominative neuter","Is that your interesting book?","After 'dein' (Nom n), adjective ends in -es."
"Ich lese ein null Buch. (interesting)","interessantes","interessant","Accusative neuter","I am reading an interesting book.","After 'ein' (Acc n), adjective ends in -es."
"Das ist ein null Ei. (small)","kleines","klein","Nominative neuter","That is a small egg.","After 'ein' (Nom n), adjective ends in -es."
"Wir essen ein null Ei. (small)","kleines","klein","Accusative neuter","We are eating a small egg.","After 'ein' (Acc n), adjective ends in -es."
"Das ist eine null Tomate. (red)","rote","rot","Nominative feminine","That is a red tomato.","After 'eine' (Nom f), adjective ends in -e."
"Er kauft eine null Tomate. (red)","rote","rot","Accusative feminine","He is buying a red tomato.","After 'eine' (Acc f), adjective ends in -e."
"Das ist eine null Hose. (beautiful)","schöne","schön","Nominative feminine","That is a beautiful pair of pants.","After 'eine' (Nom f), adjective ends in -e."
"Ich habe eine null Hose gekauft. (beautiful)","schöne","schön","Accusative feminine","I bought a beautiful pair of pants.","After 'eine' (Acc f), adjective ends in -e."
"Das ist keine null Milch. (fresh)","frische","frisch","Nominative feminine","That is not fresh milk.","After 'keine' (Nom f), adjective ends in -e."
"Wir trinken keine null Milch. (fresh)","frische","frisch","Accusative feminine","We don't drink fresh milk.","After 'keine' (Acc f), adjective ends in -e."
"Ist das deine null Tasche? (new)","neue","neu","Nominative feminine","Is that your new bag?","After 'deine' (Nom f), adjective ends in -e."
"Ich suche meine null Tasche. (new)","neue","neu","Accusative feminine","I am looking for my new bag.","After 'meine' (Acc f), adjective ends in -e."
"Das ist eine null Paprika. (green)","grüne","grün","Nominative feminine","That is a green pepper.","After 'eine' (Nom f), adjective ends in -e."
"Ich nehme eine null Paprika. (green)","grüne","grün","Accusative feminine","I'll take a green pepper.","After 'eine' (Acc f), adjective ends in -e."
"Das sind keine null Tomaten. (good)","guten","gut","Nominative plural","Those are not good tomatoes.","After 'keine' (Nom pl), adjective ends in -en."
"Wir haben keine null Tomaten. (good)","guten","gut","Accusative plural","We have no good tomatoes.","After 'keine' (Acc pl), adjective ends in -en."
"Sind das deine null Äpfel? (red)","roten","rot","Nominative plural","Are those your red apples?","After 'deine' (Nom pl), adjective ends in -en."
"Ich nehme meine null Äpfel. (red)","roten","rot","Accusative plural","I'll take my red apples.","After 'meine' (Acc pl), adjective ends in -en."
"Das sind keine null Bananen. (yellow)","gelben","gelb","Nominative plural","Those are not yellow bananas.","After 'keine' (Nom pl), adjective ends in -en."
"Wir essen keine null Bananen. (yellow)","gelben","gelb","Accusative plural","We eat no yellow bananas.","After 'keine' (Acc pl), adjective ends in -en."
"Sind das seine null Schuhe? (new)","neuen","neu","Nominative plural","Are those his new shoes?","After 'seine' (Nom pl), adjective ends in -en."
"Er trägt seine null Schuhe. (new)","neuen","neu","Accusative plural","He is wearing his new shoes.","After 'seine' (Acc pl), adjective ends in -en."
"Das sind keine null Eier. (fresh)","frischen","frisch","Nominative plural","Those are not fresh eggs.","After 'keine' (Nom pl), adjective ends in -en."
"Ich kaufe keine null Eier. (fresh)","frischen","frisch","Accusative plural","I am not buying fresh eggs.","After 'keine' (Acc pl), adjective ends in -en."
"Haben Sie einen null Tee? (black)","schwarzen","schwarz","Accusative masculine","Do you have a black tea?","After 'einen' (Acc m), adjective ends in -en."
"Ich möchte ein null Mineralwasser. (cold)","kaltes","kalt","Accusative neuter","I would like a cold mineral water.","After 'ein' (Acc n), adjective ends in -es."
"Er isst eine null Birne. (sweet)","süße","süß","Accusative feminine","He is eating a sweet pear.","After 'eine' (Acc f), adjective ends in -e."
"Das ist ein null Supermarkt. (expensive)","teurer","teuer","Nominative masculine","That is an expensive supermarket.","Adjective 'teuer' drops 'e': teurer (Nom m)."
"Wir suchen einen null Supermarkt. (cheap)","billigen","billig","Accusative masculine","We are looking for a cheap supermarket.","After 'einen' (Acc m), adjective ends in -en."
"Ist das ein null Angebot? (good)","gutes","gut","Nominative neuter","Is that a good offer?","After 'ein' (Nom n), adjective ends in -es."
"Ich hätte gern eine null Cola. (cold)","kalte","kalt","Accusative feminine","I would like a cold cola.","After 'eine' (Acc f), adjective ends in -e."
"Wir brauchen keinen null Zucker. (white)","weißen","weiß","Accusative masculine","We don't need white sugar.","After 'keinen' (Acc m), adjective ends in -en."
"Kaufst du ein null Brot? (dark)","dunkles","dunkel","Accusative neuter","Are you buying a dark bread?","Adjective 'dunkel' drops 'e': dunkles (Acc n)."
"Das ist eine null Wurst. (spicy)","scharfe","scharf","Nominative feminine","That is a spicy sausage.","After 'eine' (Nom f), adjective ends in -e."
