pos,word,article,gender,gender_tip,plural,meaning,ex1_de,ex1_en,ex2_de,ex2_en
noun,Sahne,die,f,die Sahne — ends in -e.,-,cream,"Ein Becher Sahne, bitte.","A cup of cream, please.","Wir machen die Soße mit Sahne.","We make the sauce with cream."
noun,Butter,die,f,die Butter.,-,butter,"Ich brauche ein Stück Butter.","I need a block of butter.","Die Butter ist im Kühlschrank.","The butter is in the fridge."
noun,Ei,das,n,das Ei.,Eier,egg,"Ich möchte ein weiches Ei.","I would like a soft egg.","Wir haben keine Eier mehr.","We have no eggs left."
noun,Brot,das,n,das Brot.,Brote,bread,"Das dunkle Brot ist frisch.","The dark bread is fresh.","Ein Stück Brot, bitte.","A piece of bread, please."
noun,Brötchen,das,n,das Brötchen — ends in -chen (diminutive/neuter).,Brötchen,bread roll,"Ich esse morgens ein helles Brötchen.","I eat a light-colored bread roll in the morning.","Zwei Brötchen, bitte.","Two bread rolls, please."
noun,Mehl,das,n,das Mehl.,-,flour,"Ein Kilo Mehl für den Kuchen.","A kilo of flour for the cake.","Wir haben kein Mehl mehr.","We have no more flour."
noun,Zucker,der,m,der Zucker — ends in -er.,-,sugar,"Der weiße Zucker ist ausverkauft.","The white sugar is sold out.","Ich trinke den Tee mit Zucker.","I drink the tea with sugar."
noun,Salz,das,n,das Salz.,Salze,salt,"Fehlt noch Salz in der Suppe?","Is salt still missing in the soup?","Ein bisschen Salz, bitte.","A little bit of salt, please."
noun,Senf,der,m,der Senf.,Senfe,mustard,"Eine Tube süßen Senf, bitte.","A tube of sweet mustard, please.","Der Senf ist sehr scharf.","The mustard is very spicy."
noun,Öl,das,n,das Öl.,Öle,oil,"Eine Flasche Olivenöl, bitte.","A bottle of olive oil, please.","Das Öl ist aus Italien.","The oil is from Italy."
noun,Essig,der,m,der Essig.,Essige,vinegar,"Wir brauchen Essig für den Salat.","We need vinegar for the salad.","Wo steht der Essig?","Where is the vinegar?"
noun,Tee,der,m,der Tee.,Tees,tea,"Haben Sie einen schwarzen Tee?","Do you have a black tea?","Ich trinke einen heißen Tee.","I am drinking a hot tea."
noun,Kaffee,der,m,der Kaffee.,Kaffees,coffee,"Ich nehme einen starken Kaffee.","I'll take a strong coffee.","Trinkst du den Kaffee schwarz?","Do you drink the coffee black?"
noun,Dose,die,f,die Dose — packaging.,Dosen,can / tin,"Ich brauche eine Dose Tomaten.","I need a can of tomatoes.","Die Champignons aus der Dose.","The mushrooms from the can."
noun,Flasche,die,f,die Flasche — packaging.,Flaschen,bottle,"Eine Flasche Mineralwasser, bitte.","A bottle of mineral water, please.","Die Flasche ist kalt.","The bottle is cold."
noun,Gramm,das,n,das Gramm — measurement.,Gramm,gram,"200 Gramm Schinken, bitte.","200 grams of ham, please.","Das wiegt genau 100 Gramm.","That weighs exactly 100 grams."
noun,Pfund,das,n,das Pfund — measurement (500g).,Pfunde,pound,"Ein Pfund Tomaten kostet zwei Euro.","A pound of tomatoes costs two euros.","Ich hätte gern ein halbes Pfund Käse.","I would like half a pound of cheese."
noun,Kilo,das,n,das Kilo (Kilogramm).,Kilos,kilo / kilogram,"Ein Kilo rote Äpfel, bitte.","A kilo of red apples, please.","Die Orangen kosten 1,99 pro Kilo.","The oranges cost 1.99 per kilo."
noun,Liter,der,m,der Liter — measurement.,Liter,liter,"Wir brauchen einen Liter Milch.","We need a liter of milk.","Zwei Liter Wasser pro Tag.","Two liters of water per day."
noun,Schale,die,f,die Schale — packaging.,Schalen,punnet / bowl / peel,"Eine Schale Erdbeeren.","A punnet of strawberries.","Eine Schale mit Trauben.","A bowl with grapes."
noun,Becher,der,m,der Becher — ends in -er.,Becher,cup / tub (packaging),"Ein Becher Sahne, bitte.","A cup of cream, please.","Der Becher Joghurt ist frisch.","The tub of yogurt is fresh."
noun,Netz,das,n,das Netz.,Netze,net (packaging),"Ein Netz Orangen vom Markt.","A net of oranges from the market.","Die Zwiebeln sind im Netz.","The onions are in the net."
noun,Bund,das,n,das Bund — used for herbs.,Bunde,bunch,"Ein Bund frische Petersilie, bitte.","A bunch of fresh parsley, please.","Was kostet ein Bund?","What does a bunch cost?"
noun,Packung,die,f,die Packung — ends in -ung (always feminine).,Packungen,package / packet,"Eine Packung Nudeln.","A package of pasta.","Wo sind die Packungen?","Where are the packages?"
noun,Tube,die,f,die Tube — packaging.,Tuben,tube,"Eine Tube Senf, bitte.","A tube of mustard, please.","Die kleine Tube kostet einen Euro.","The small tube costs one euro."
noun,Tüte,die,f,die Tüte — ends in -e.,Tüten,bag (plastic or paper),"Eine Papiertüte, bitte.","A paper bag, please.","Eine Tüte Kartoffeln.","A bag of potatoes."
noun,Stück,das,n,das Stück.,Stücke,piece,"Ein Stück von dem französischen Käse.","A piece of the French cheese.","Zwei Stück Kuchen.","Two pieces of cake."
noun,Markt,der,m,der Markt.,Märkte,market,"Ich kaufe Gemüse auf dem Markt.","I buy vegetables at the market.","Der Markt ist am Samstag.","The market is on Saturday."
noun,Supermarkt,der,m,der Supermarkt.,Supermärkte,supermarket,"Der Supermarkt ist um die Ecke.","The supermarket is around the corner.","Wir kaufen im Supermarkt ein.","We are shopping in the supermarket."
noun,Angebot,das,n,das Angebot.,Angebote,special offer / sale,"Die Äpfel sind im Angebot.","The apples are on sale.","Das ist ein gutes Angebot.","That is a good offer."
adjective,mild,-,-,-,-,mild,"Das ist ein milder Käse.","That is a mild cheese.","Der Senf ist sehr mild.","The mustard is very mild."
adjective,scharf,-,-,-,-,spicy / sharp,"Die Salami ist mir zu scharf.","The salami is too spicy for me.","Ein scharfes Messer.","A sharp knife."
adjective,mager,-,-,-,-,lean,"Ich möchte mageren Schinken.","I would like lean ham.","Das Rindfleisch ist mager.","The beef is lean."
adjective,fett,-,-,-,-,fatty,"Das Fleisch ist zu fett.","The meat is too fatty.","Ich esse keine fette Wurst.","I don't eat fatty sausage."
adjective,frisch,-,-,-,-,fresh,"Die frische Milch steht im Kühlschrank.","The fresh milk is in the fridge.","Der Salat ist ganz frisch.","The salad is completely fresh."
adjective,süß,-,-,-,-,sweet,"Das sind süße Bananen.","Those are sweet bananas.","Die Limonade ist zu süß.","The lemonade is too sweet."
adjective,sauer,-,-,-,-,sour,"Ich kaufe saure Äpfel.","I am buying sour apples.","Die Zitrone ist sehr sauer.","The lemon is very sour."
adjective,hell,-,-,-,-,light (color),"Ich esse morgens ein helles Brötchen.","I eat a light-colored bread roll in the morning.","Der Honig ist sehr hell.","The honey is very light."
adjective,dunkel,-,-,-,-,dark,"Ein dunkles Brot, bitte.","A dark bread, please.","Wir nehmen den dunklen Waldhonig.","We take the dark forest honey."
adjective,hart,-,-,-,-,hard,"Ich koche ein hartes Ei.","I am boiling a hard egg.","Das Brot ist schon alt und hart.","The bread is already old and hard."
adjective,weich,-,-,-,-,soft,"Ich hätte gern ein weiches Ei.","I would like a soft egg.","Der Käse ist sehr weich.","The cheese is very soft."
adjective,roh,-,-,-,-,raw,"Man kann das Fleisch roh essen.","You can eat the meat raw.","Rohes Gemüse ist gesund.","Raw vegetables are healthy."
adjective,gekocht,-,-,-,-,cooked / boiled,"Ich nehme gekochten Schinken.","I take cooked ham.","Wir essen heute gekochte Eier.","We are eating boiled eggs today."
adjective,getrocknet,-,-,-,-,dried,"Hast du getrockneten Knoblauch?","Do you have dried garlic?","Getrocknete Tomaten schmecken super.","Dried tomatoes taste super."
adjective,grob,-,-,-,-,coarse,"Ich hätte gern die grobe Leberwurst.","I would like the coarse liver sausage.","Das Salz ist grob.","The salt is coarse."
verb,probieren,-,-,-,-,to try / to taste,"Möchten Sie den Käse probieren?","Would you like to taste the cheese?","Ich probiere die Trauben.","I am tasting the grapes."
verb,wiegen,-,-,-,-,to weigh,"Wie viel wiegen die Äpfel?","How much do the apples weigh?","Ich muss die Bananen noch wiegen.","I still have to weigh the bananas."
verb,einkaufen,-,-,-,-,to shop (separable),"Wir müssen heute dringend einkaufen.","We urgently need to go shopping today.","Er kauft immer auf dem Markt ein.","He always shops at the market."
verb,nehmen,-,-,-,-,to take,"Ich nehme ein Kilo Tomaten.","I'll take a kilo of tomatoes.","Was nimmst du?","What are you taking?"
